GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,AB4001,AB4002,AB4003,AB4004,AB4005,AB4006,AB4007,AB4008,AB4009,AB4010,AB4011,AB4012,AB4013,AB4014,AB4015,AB4016,AB4017,AB4018,AB4019,AB4020,AB4021,AB4022
"G1301150","1840","Georgia","130","Floyd","1150","Floyd","44","1150",27633,231,16124,1358,0,244550,1918,0,0,462,6149,0,0,0,3706,0,142397,0,0,0,0,0
"G1301170","1840","Georgia","130","Forsyth","1170","Forsyth","44","1170",27957,9,17815,695,0,206875,5480,0,152,428,4557,0,0,0,4278,0,97190,0,0,0,200,0
"G1301190","1840","Georgia","130","Franklin","1190","Franklin","44","1190",45999,63,30102,832,0,314288,7989,0,652,1154,15653,0,0,0,11706,1920,297525,0,0,0,0,0
"G1301230","1840","Georgia","130","Gilmer","1230","Gilmer","44","1230",4379,0,4940,510,35,97569,1322,0,0,705,3180,0,0,0,5648,0,10584,0,0,0,0,0
"G1301270","1840","Georgia","130","Glynn","1270","Glynn","44","1270",0,0,0,0,0,40520,550,0,0,73,13337,0,0,0,0,1937200,2322000,300,0,22000,1650,0
"G1301330","1840","Georgia","130","Greene","1330","Greene","44","1330",58568,1193,35486,1179,0,400172,10310,0,0,573,12120,0,0,0,0,0,2756469,0,0,0,0,0
"G1301350","1840","Georgia","130","Gwinnett","1350","Gwinnett","44","1350",47011,4,53599,764,0,317761,5791,1,274,278,9521,0,0,0,2828,0,45297,25,0,0,0,0
"G1301370","1840","Georgia","130","Habersham","1370","Habersham","44","1370",11659,0,21877,2441,0,153768,3954,0,303,893,8452,0,0,0,4685,0,63777,13,0,0,0,0
"G1301390","1840","Georgia","130","Hall","1390","Hall","44","1390",24496,10,39446,868,0,224395,5035,0,530,953,7997,22,0,0,19190,0,482313,8,0,0,63,0
"G1301410","1840","Georgia","130","Hancock","1410","Hancock","44","1410",34455,815,24871,961,0,447820,7259,124,287,783,23521,25,0,0,0,0,13313924,210,0,0,6686,545
"G1301450","1840","Georgia","130","Harris","1450","Harris","44","1450",12585,0,3190,0,0,132275,880,0,0,70,1785,0,0,0,0,0,719300,0,0,0,0,0
"G1301490","1840","Georgia","130","Heard","1490","Heard","44","1490",19741,69,8806,0,0,165597,649,0,29,10,5134,0,0,0,330,0,1846593,0,0,0,10,0
"G1301510","1840","Georgia","130","Henry","1510","Henry","44","1510",55998,141,44394,785,0,301350,3693,0,643,169,4719,0,0,0,940,0,567300,177,0,0,340,0
"G1301530","1840","Georgia","130","Houston","1530","Houston","44","1530",,,,,,,,,,,,,,,,,,,,,,
"G1301550","1840","Georgia","130","Irwin","1550","Irwin","44","1550",2992,0,431,91,0,33548,1988,0,49,48,11124,0,0,0,380,1782,21100,0,0,29770,847,0
"G1301570","1840","Georgia","130","Jackson","1570","Jackson","44","1570",27188,300,29526,200,0,212435,3352,0,50,279,6920,0,0,0,2320,0,902670,121,0,0,120,0
"G1301590","1840","Georgia","130","Jasper","1590","Jasper","44","1590",35436,122,20362,603,0,443903,3979,0,353,209,5061,755,0,0,905,0,5058680,37,0,0,0,10
"G1301630","1840","Georgia","130","Jefferson","1630","Jefferson","44","1630",10301,0,4391,1198,0,273416,2263,0,0,21,8749,0,0,0,0,0,6448120,0,0,0,0,0
"G1301690","1840","Georgia","130","Jones","1690","Jones","44","1690",23778,409,18755,720,0,274938,3967,0,11,338,10243,0,0,0,18,0,2754565,60,0,0,187,807
"G1301750","1840","Georgia","130","Laurens","1750","Laurens","44","1750",9048,125,4068,1562,10,146849,4497,0,0,15,10730,0,0,0,120,0,915892,0,0,750,0,400
"G1301770","1840","Georgia","130","Lee","1770","Lee","44","1770",2153,0,2072,100,0,105805,980,0,0,33,7303,0,0,0,0,0,1067140,0,0,0,0,0
"G1301790","1840","Georgia","130","Liberty","1790","Liberty","44","1790",600,0,6182,261,12,90847,3525,14,477,10,88464,457,0,0,0,223297,1347421,20,0,8450,1101,0
"G1301810","1840","Georgia","130","Lincoln","1810","Lincoln","44","1810",14148,24,23484,8,0,97187,2520,0,0,179,3454,0,0,0,0,0,3206799,0,0,0,0,0
"G1301850","1840","Georgia","130","Lowndes","1850","Lowndes","44","1850",2383,0,1172,376,0,130198,3175,0,0,9,25503,0,0,0,0,56285,275696,0,0,57004,0,0
"G1301870","1840","Georgia","130","Lumpkin","1870","Lumpkin","44","1870",10061,0,9924,777,0,214754,2499,0,272,996,6817,26,7,0,4217,0,17812,42,0,0,512,0
"G1301910","1840","Georgia","130","McIntosh","1910","Mcintosh","44","1910",0,0,150,0,0,30406,163,0,15,21,40770,163,0,0,0,2826203,542877,0,0,7300,1009,0
"G1301930","1840","Georgia","130","Macon","1930","Macon","44","1930",20933,46,5985,1062,0,242039,4221,0,40,571,19312,0,0,0,0,2120,1379605,0,0,0,0,35
"G1301950","1840","Georgia","130","Madison","1950","Madison","44","1950",8239,39,6657,176,1,53130,1932,2,150,93,3257,0,0,4000,289,25,727118,60,0,0,0,2
"G1301970","1840","Georgia","130","Marion","1970","Marion","44","1970",3634,4,2624,328,0,110742,1213,0,44,2,8105,0,0,0,229,0,3258232,5,0,0,0,0
"G1301990","1840","Georgia","130","Meriwether","1990","Meriwether","44","1990",86480,280,58779,1040,0,256115,11367,0,0,822,19548,0,0,0,0,0,5660222,0,0,0,200,0
"G1302070","1840","Georgia","130","Monroe","2070","Monroe","44","2070",62657,219,49931,1508,0,511241,8621,0,1109,907,17094,0,0,0,0,0,4673983,32,0,0,0,105
"G1302090","1840","Georgia","130","Montgomery","2090","Montgomery","44","2090",1119,0,185,0,0,23213,2130,0,0,8,3992,0,0,0,0,400,18220,0,0,3615,0,0
"G1302110","1840","Georgia","130","Morgan","2110","Morgan","44","2110",31240,0,173700,0,0,332116,0,0,0,0,0,0,0,0,0,0,8247150,0,0,0,0,0
"G1302130","1840","Georgia","130","Murray","2130","Murray","44","2130",10568,0,10654,0,0,174790,2254,0,0,828,4622,0,0,0,1187,0,9875,0,0,0,0,0
"G1302150","1840","Georgia","130","Muscogee","2150","Muscogee","44","2150",13386,115,6605,376,0,251420,2270,0,0,0,7981,0,0,0,0,0,1186990,0,0,0,0,0
"G1302170","1840","Georgia","130","Newton","2170","Newton","44","2170",46222,448,26373,901,0,465329,5340,0,565,48,13942,65,0,0,747,0,4115635,347,0,0,252,203
"G1302210","1840","Georgia","130","Oglethorpe","2210","Oglethorpe","44","2210",33919,521,66229,1180,18,490516,9353,60,657,789,18707,1965,0,0,1002,0,2639655,6,0,0,38,92
"G1302230","1840","Georgia","130","Paulding","2230","Paulding","44","2230",11863,167,6012,217,5,120172,1291,17,18,80,1476,0,0,0,1630,0,118723,0,0,0,0,25
"G1302310","1840","Georgia","130","Pike","2310","Pike","44","2310",47171,160,27516,753,0,396282,6373,26,551,153,14562,5,0,0,3947,0,6074959,1,0,0,38,0
"G1302350","1840","Georgia","130","Pulaski","2350","Pulaski","44","2350",7439,18,5369,1433,0,153764,3436,0,104,119,21659,0,0,0,0,0,1735783,0,0,0,721,0
"G1302370","1840","Georgia","130","Putnam","2370","Putnam","44","2370",35686,855,21332,1174,0,360230,6329,26,472,303,13323,200,0,0,15,0,2279145,0,0,0,348,1397
"G1302410","1840","Georgia","130","Rabun","2410","Rabun","44","2410",1452,0,13151,1635,7,62521,3016,0,480,1387,3347,12,0,1500,3208,0,0,0,0,0,0,0
"G1302430","1840","Georgia","130","Randolph","2430","Randolph","44","2430",1276,13,2301,108,0,63740,219,0,0,10,6503,0,0,0,317,800,327067,0,0,0,0,0
"G1302450","1840","Georgia","130","Richmond","2450","Richmond","44","2450",1670,9,1912,274,0,183015,3032,0,0,1177,26902,1002,0,0,0,0,692275,0,0,0,4843,0
"G1302510","1840","Georgia","130","Screven","2510","Screven","44","2510",1806,0,1350,1055,0,147305,3538,0,82,825,11074,398,0,0,74,114,858202,0,0,1820,4536,0
"G1302590","1840","Georgia","130","Stewart","2590","Stewart","44","2590",13114,472,21265,689,0,398640,3046,0,0,506,45834,0,0,0,0,0,4981937,0,0,0,0,0
"G1302610","1840","Georgia","130","Sumter","2610","Sumter","44","2610",10864,61,6210,1800,36,231870,3466,0,0,488,22912,0,0,0,740,0,980000,0,0,0,0,25
"G1302630","1840","Georgia","130","Talbot","2630","Talbot","44","2630",71743,476,33850,1705,0,671430,12010,0,0,44,16711,0,0,0,0,0,6772393,35,0,0,0,58
"G1302650","1840","Georgia","130","Taliaferro","2650","Taliaferro","44","2650",16627,226,21336,362,0,165411,5120,45,212,151,4985,0,0,0,410,0,1486406,26,0,0,577,820
"G1302670","1840","Georgia","130","Tattnall","2670","Tattnall","44","2670",526,0,324,85,0,9259,451,0,59,0,4201,0,0,0,0,85,9587,6,0,1865,91,0
"G1302710","1840","Georgia","130","Telfair","2710","Telfair","44","2710",3321,0,1138,310,0,43192,4021,0,0,0,18939,0,0,0,100,3450,80780,0,0,22510,474,0
"G1302750","1840","Georgia","130","Thomas","2750","Thomas","44","2750",1020,0,3341,703,0,149736,4360,0,10,0,49169,0,0,0,320,23625,1565262,67,0,52445,0,0
"G1302850","1840","Georgia","130","Troup","2850","Troup","44","2850",68525,1363,35655,2857,1,469635,7920,51,995,438,22931,2367,0,0,1746,0,2926042,165,0,0,37,87
"G1302890","1840","Georgia","130","Twiggs","2890","Twiggs","44","2890",14743,0,14024,2519,0,329528,5320,28,54,203,16142,0,0,0,15,700,3257359,0,0,0,0,35
"G1302910","1840","Georgia","130","Union","2910","Union","44","2910",7343,58,8005,2071,13,129340,3903,5,280,1100,7688,0,0,0,6022,0,0,0,0,0,0,0
"G1302930","1840","Georgia","130","Upson","2930","Upson","44","2930",29333,43,10058,410,0,221340,2176,6,163,277,7862,0,0,0,133,80,6477334,0,0,0,0,180
"G1302950","1840","Georgia","130","Walker","2950","Walker","44","2950",17363,97,16650,1014,0,236494,3135,58,324,575,6410,3,0,0,14468,60,76307,20,0,0,242,0
"G1302970","1840","Georgia","130","Walton","2970","Walton","44","2970",18658,0,18560,0,0,171495,1560,0,0,91,2809,0,0,0,0,0,627750,0,0,0,0,0
"G1302990","1840","Georgia","130","Ware","2990","Ware","44","2990",893,0,503,252,0,26746,825,0,605,3,14102,0,0,0,0,1060,51774,0,0,11935,0,0
"G1303010","1840","Georgia","130","Warren","3010","Warren","44","3010",13351,0,6860,556,0,268320,5856,0,1140,146,5746,670,0,0,0,0,262555,0,0,0,0,0
"G1303030","1840","Georgia","130","Washington","3030","Washington","44","3030",20066,0,2639,1274,0,298749,5899,0,356,60,15617,2,0,0,0,0,1190770,0,0,0,0,0
"G1303050","1840","Georgia","130","Wayne","3050","Wayne","44","3050",189,0,194,11,0,16281,697,0,803,0,15145,4,0,0,84,21740,19183,0,0,3465,977,0
"G1303170","1840","Georgia","130","Wilkes","3170","Wilkes","44","3170",38906,712,64180,245,1,288259,4442,0,509,12,6382,0,0,0,677,0,2345087,46,0,0,248,32
"G1303190","1840","Georgia","130","Wilkinson","3190","Wilkinson","44","3190",12767,0,5117,773,0,140642,3022,0,665,725,10103,0,0,0,265,1720,1809612,0,0,0,20,0
"G1700010","1840","Illinois","170","Adams","0010","Adams","21","10",143865,1280,154577,297,1197,721565,23550,0,440,57985,3118,3592,0,4000,7269,0,0,105,1810,0,1439,0
"G1700030","1840","Illinois","170","Alexander","0030","Alexander","21","30",3947,0,11620,65,0,84020,1298,0,75,6653,3459,57,0,1084000,237,0,0,0,0,0,12921,0
"G1700050","1840","Illinois","170","Bond","0050","Bond","21","50",25722,0,23450,1540,135,209130,9521,3,501,6094,1392,1079,0,13000,3665,0,0,0,0,0,75,0
"G1700070","1840","Illinois","170","Boone","0070","Boone","21","70",19873,226,23318,60,561,30792,126,0,0,16498,0,1839,0,0,1148,0,0,0,225,0,132,0
"G1700090","1840","Illinois","170","Brown","0090","Brown","21","90",15791,0,17417,518,1216,128105,6377,0,286,10108,627,979,0,2500,3030,0,0,0,14993,0,0,0
"G1700110","1840","Illinois","170","Bureau","0110","Bureau","21","110",55724,0,51860,410,0,120389,3660,0,0,35053,59,2397,0,0,0,0,0,0,0,0,0,0
"G1700130","1840","Illinois","170","Calhoun","0130","Calhoun","21","130",2791,0,3810,0,205,72030,2031,0,1022,5525,148,373,0,1000,530,0,0,0,1460,0,11338,0
"G1700150","1840","Illinois","170","Carroll","0150","Carroll","21","150",7226,40,10150,195,145,26530,356,0,70,7805,0,3,0,0,0,0,0,0,0,0,0,0
"G1700170","1840","Illinois","170","Cass","0170","Cass","21","170",25812,361,21162,210,35,192830,5624,0,489,12371,323,98,0,500,350,0,0,0,0,0,0,0
"G1700190","1840","Illinois","170","Champaign","0190","Champaign","21","190",5975,0,16895,150,14,96205,3813,0,326,2956,197,412,0,11000,1427,0,0,0,3393,0,0,0
"G1700210","1840","Illinois","170","Christian","0210","Christian","21","210",8821,0,23203,365,110,159112,4501,0,603,4926,451,530,0,10000,4910,0,0,0,370,0,217,0
"G1700230","1840","Illinois","170","Clark","0230","Clark","21","230",23913,0,55211,1313,1108,349878,12259,0,0,14033,1748,1490,0,18500,0,0,0,0,5840,0,488,0
"G1700250","1840","Illinois","170","Clay","0250","Clay","21","250",4050,0,18850,430,337,144189,5435,0,1437,6386,2384,168,0,4000,2430,0,1396,0,2772,0,0,0
"G1700270","1840","Illinois","170","Clinton","0270","Clinton","21","270",21367,200,36107,0,0,141405,2803,0,0,3089,197,192,0,0,400,0,0,0,0,0,0,0
"G1700290","1840","Illinois","170","Coles","0290","Coles","21","290",30519,0,61722,1403,971,528354,9161,16533,0,0,0,1080,0,0,0,0,0,0,15858,0,445,0
"G1700310","1840","Illinois","170","Cook","0310","Cook","21","310",24977,3494,109129,167,3710,49231,1394,0,0,122136,40,14534,0,0,0,0,0,0,0,0,5763,0
"G1700330","1840","Illinois","170","Crawford","0330","Crawford","21","330",15932,0,36260,686,239,301582,6220,0,106,4508,1006,1098,0,0,4315,0,0,0,5797,0,542,0
"G1700370","1840","Illinois","170","DeKalb","0370","De Kalb","21","370",38095,237,36305,680,30,49531,1474,29,110,21975,0,2465,0,4000,200,0,0,0,9014,0,0,0
"G1700390","1840","Illinois","170","De Witt","0390","De Witt","21","390",25374,56,36722,820,20,285570,9266,0,470,7024,1397,766,17,0,6050,0,0,0,4003,0,40,0
"G1700430","1840","Illinois","170","Dupage","0430","Du Page","21","430",53641,1912,136413,225,1602,65261,995,52,72,85306,64,10665,0,0,0,0,0,3,14555,0,728,0
"G1700450","1840","Illinois","170","Edgar","0450","Edgar","21","450",40870,228,113848,2346,706,547433,20549,0,554,18051,4007,2775,0,28000,0,0,0,0,40465,0,1581,0
"G1700470","1840","Illinois","170","Edwards","0470","Edwards","21","470",10852,305,26733,50,40,139589,7969,123,989,8016,730,1644,0,8000,578,0,0,0,0,0,12,0
"G1700490","1840","Illinois","170","Effingham","0490","Effingham","21","490",1499,0,1755,0,0,55800,1500,0,1500,1638,159,0,0,0,0,0,0,0,2000,0,0,0
"G1700510","1840","Illinois","170","Fayette","0510","Fayette","21","510",16906,0,45242,134,60,252330,7553,0,78,7818,1901,1038,0,0,3500,0,0,0,0,0,200,0
"G1700550","1840","Illinois","170","Franklin","0550","Franklin","21","550",13680,0,41140,128,10,205914,5677,2,1204,2610,1698,123,0,2000,14374,0,23650,0,0,0,0,0
"G1700570","1840","Illinois","170","Fulton","0570","Fulton","21","570",105373,260,127059,3825,2386,608888,20470,0,0,59332,1370,1890,0,33000,7787,0,0,0,23934,0,1815,0
"G1700590","1840","Illinois","170","Gallatin","0590","Gallatin","21","590",37588,0,55958,400,0,504225,9493,0,45,5412,2249,413,66,0,63190,0,2253,0,0,0,3705,0
"G1700610","1840","Illinois","170","Greene","0610","Greene","21","610",29137,130,32518,2447,2263,320402,15915,0,0,25885,4348,1771,0,0,0,0,0,0,0,0,0,0
"G1700650","1840","Illinois","170","Hamilton","0650","Hamilton","21","650",10675,0,120768,574,50,122095,4908,161,0,3485,1571,161,0,6500,3830,0,18438,0,0,0,0,0
"G1700670","1840","Illinois","170","Hancock","0670","Hancock","21","670",49860,49,53576,394,1812,259820,8890,0,89,22966,1018,2315,0,0,1910,0,0,36,1316,0,235,0
"G1700690","1840","Illinois","170","Hardin","0690","Hardin","21","690",3583,0,10555,42,3,62066,2520,0,0,8313,662,69,0,100000,7500,0,870,0,0,0,2984,3
"G1700730","1840","Illinois","170","Henry","0730","Henry","21","730",15482,0,11335,147,85,52410,593,0,0,10802,0,1275,6,0,635,0,0,0,0,0,0,0
"G1700750","1840","Illinois","170","Iroquois","0750","Iroquois","21","750",15684,0,41428,120,893,116790,4449,13,452,8187,94,1892,6,0,755,0,0,0,17464,0,0,0
"G1700770","1840","Illinois","170","Jackson","0770","Jackson","21","770",18530,225,39426,779,35,165350,3937,16,399,9859,2785,18,0,3000,8230,0,11167,0,2271,0,4348,0
"G1700790","1840","Illinois","170","Jasper","0790","Jasper","21","790",2620,0,3490,225,10,39487,1235,0,688,2926,153,168,0,106000,1700,0,71,0,5470,0,100,0
"G1700810","1840","Illinois","170","Jefferson","0810","Jefferson","21","810",11503,0,27797,978,129,271800,8808,0,946,5089,1713,371,0,0,29272,0,13862,0,3730,0,382,0
"G1700830","1840","Illinois","170","Jersey","0830","Jersey","21","830",39480,0,48077,112,1883,258924,7394,18,180,14443,2528,1357,0,6000,15086,0,1806,74,0,0,0,0
"G1700850","1840","Illinois","170","Jo Daviess","0850","Jo Daviess","21","850",18560,200,32955,0,265,103934,0,0,0,59229,11,4527,0,0,0,0,0,0,0,0,4599,0
"G1700870","1840","Illinois","170","Johnson","0870","Johnson","21","870",7514,122,13828,148,7,150541,2892,7,103,3021,2472,68,0,0,18390,0,24787,140,6846,0,4418,0
"G1700890","1840","Illinois","170","Kane","0890","Kane","21","890",150110,5980,167468,1363,737,151310,1961,0,94,77367,5,6592,0,1000,0,0,0,0,1400,0,249,0
"G1700950","1840","Illinois","170","Knox","0950","Knox","21","950",65078,765,123910,500,59,386797,11035,0,0,29745,17,4607,0,0,0,0,0,0,0,0,0,0
"G1700970","1840","Illinois","170","Lake","0970","Lake","21","970",22556,3294,46406,243,3755,34063,261,0,75,71003,529,6364,0,1000,0,0,0,0,156,0,0,0
"G1700990","1840","Illinois","170","La Salle","0990","La Salle","21","990",112843,1215,141595,890,130,151165,3523,0,0,49284,0,357,0,0,0,0,0,0,0,0,0,0
"G1701010","1840","Illinois","170","Lawrence","1010","Lawrence","21","1010",32837,400,73948,120,444,422747,8375,0,1122,9000,1177,1671,7,14000,0,0,0,0,0,0,0,0
"G1701030","1840","Illinois","170","Lee","1030","Lee","21","1030",27415,40,28685,230,0,45500,543,0,0,18679,36,1954,0,0,0,0,0,0,0,0,0,0
"G1701050","1840","Illinois","170","Livingston","1050","Livingston","21","1050",13014,0,14920,165,68,55865,1982,0,227,3576,0,701,0,454000,0,0,0,6,10591,0,0,0
"G1701070","1840","Illinois","170","Logan","1070","Logan","21","1070",12429,10,22239,176,86,234490,8473,0,267,6310,610,195,0,34000,482,0,0,0,4630,0,40,0
"G1701090","1840","Illinois","170","McDonough","1090","Mcdonough","21","1090",25684,0,41030,353,594,222553,8241,0,47,13616,523,212,0,62000,0,0,0,0,0,0,0,0
"G1701110","1840","Illinois","170","McHenry","1110","Mchenry","21","1110",43957,849,38974,578,680,45407,878,0,157,33314,556,153,0,2000,146,0,0,0,0,0,0,0
"G1701130","1840","Illinois","170","McLean","1130","Mclean","21","1130",44471,0,81028,150,243,350820,11937,0,0,4145,441,441,0,20000,0,0,0,0,0,0,0,0
"G1701150","1840","Illinois","170","Macon","1150","Macon","21","1150",21344,0,44366,1741,549,173187,6531,0,0,5304,50,442,0,500000,0,0,0,0,0,0,0,0
"G1701170","1840","Illinois","170","Macoupin","1170","Macoupin","21","1170",42919,224,57685,700,469,540930,13208,9,507,17155,24,1587,0,20000,11196,0,35,0,1112,0,419,0
"G1701190","1840","Illinois","170","Madison","1190","Madison","21","1190",160910,12980,209800,18735,12355,1370735,25190,0,645,116876,4429,6542,0,40000,11280,0,0,349,0,0,35810,450
"G1701210","1840","Illinois","170","Marion","1210","Marion","21","1210",10697,26,42115,75,30,293321,7060,0,282,4784,1011,185,0,12000,6600,0,1778,0,0,0,0,0
"G1701230","1840","Illinois","170","Marshall","1230","Marshall","21","1230",31889,84,21405,20,120,90620,4402,0,106,10740,1250,1344,0,12000,0,0,0,0,1490,0,415,0
"G1701290","1840","Illinois","170","Menard","1290","Menard","21","1290",21671,0,55150,405,100,399900,11242,0,602,11463,1889,1299,5,0,2190,0,0,0,0,0,0,0
"G1701310","1840","Illinois","170","Mercer","1310","Mercer","21","1310",27103,90,20506,1701,23,111430,2480,0,95,11513,339,1247,0,2500,30,0,0,0,1735,0,50,0
"G1701330","1840","Illinois","170","Monroe","1330","Monroe","21","1330",22512,150,21975,350,0,293462,5210,0,436,9802,214,397,0,500,300,0,20,0,0,0,3659,15
"G1701350","1840","Illinois","170","Montgomery","1350","Montgomery","21","1350",27500,1,57608,1222,1336,215592,9417,50,847,7726,2269,1741,4,0,5131,0,154,0,215,0,1307,0
"G1701370","1840","Illinois","170","Morgan","1370","Morgan","21","1370",60881,8130,96227,3722,285,799210,21657,0,0,28596,2515,4817,0,0,1200,0,0,417,0,0,760,0
"G1701410","1840","Illinois","170","Ogle","1410","Ogle","21","1410",69215,265,41850,430,30,106868,1227,0,24,46029,101,2798,0,0,300,0,0,0,370,0,0,0
"G1701430","1840","Illinois","170","Peoria","1430","Peoria","21","1430",43240,5010,68416,10,270,218540,7841,0,603,29435,604,2697,0,0,0,0,0,0,0,0,0,0
"G1701450","1840","Illinois","170","Perry","1450","Perry","21","1450",14667,40,31754,244,0,169445,6826,2,555,2759,1797,215,0,0,3140,0,0,0,0,0,0,0
"G1701490","1840","Illinois","170","Pike","1490","Pike","21","1490",81879,300,30860,1221,1740,359945,6727,0,0,29284,2331,541,0,0,12065,0,0,0,8240,0,2500,0
"G1701510","1840","Illinois","170","Pope","1510","Pope","21","1510",1246,0,6980,486,42,36908,850,0,0,1204,240,8,0,0,15700,0,92,0,650,0,0,0
"G1701550","1840","Illinois","170","Putnam","1550","Putnam","21","1550",40885,2,46572,140,27,71223,3657,0,452,18453,365,1125,0,0,40,0,0,0,11030,0,743,0
"G1701570","1840","Illinois","170","Randolph","1570","Randolph","21","1570",56792,803,76051,1042,377,301342,9091,256,985,14638,3539,1050,0,166000,11174,300,5776,0,719,0,7085,0
"G1701610","1840","Illinois","170","Rock Island","1610","Rock Island","21","1610",21170,146,20815,128,370,106800,1466,4,190,31195,1282,2532,0,1000,750,0,0,0,1261,0,2455,6
"G1701630","1840","Illinois","170","St Clair","1630","St Clair","21","1630",146524,12367,102872,1539,772,630025,19690,8,294,21411,2723,2224,0,16000,976,0,20,0,0,0,1171,0
"G1701670","1840","Illinois","170","Sangamon","1670","Sangamon","21","1670",74522,2359,193875,8533,416,1390160,35182,0,0,24257,20595,3600,0,0,2000,0,0,0,0,0,3599,0
"G1701690","1840","Illinois","170","Schuyler","1690","Schuyler","21","1690",36830,10,37288,806,940,298033,9897,45,323,21614,1931,367,0,42000,1424,0,0,0,0,0,1030,0
"G1701710","1840","Illinois","170","Scott","1710","Scott","21","1710",41925,903,51435,0,0,424000,13068,0,0,14851,610,1134,0,0,0,0,0,0,0,0,3631,0
"G1701730","1840","Illinois","170","Shelby","1730","Shelby","21","1730",18595,0,74392,920,412,385220,11706,0,279,6104,625,454,0,0,0,0,0,0,0,0,0,0
"G1701750","1840","Illinois","170","Stark","1750","Stark","21","1750",18876,120,16850,275,0,61655,2471,0,0,8060,52,0,0,2000,590,0,0,0,3130,0,0,0
"G1701770","1840","Illinois","170","Stephenson","1770","Stephenson","21","1770",46203,3714,52218,205,1101,96974,1894,78,227,45132,5,5698,0,0,2021,0,0,0,6543,0,0,0
"G1701790","1840","Illinois","170","Tazewell","1790","Tazewell","21","1790",154263,4553,73630,1844,1203,423751,10700,10,703,39764,508,4583,5,0,0,0,0,0,4247,0,1698,0
"G1701810","1840","Illinois","170","Union","1810","Union","21","1810",26898,5,52913,118,32,310559,7262,27,21,8596,5112,267,2,0,3002,0,39337,0,7464,0,3811,0
"G1701830","1840","Illinois","170","Vermilion","1830","Vermilion","21","1830",69708,211,180353,6392,813,941810,29915,100,827,19535,1067,3182,70,0,5481,0,0,0,101807,0,1402,0
"G1701850","1840","Illinois","170","Wabash","1850","Wabash","21","1850",19156,0,51002,378,514,166659,7189,24,626,11902,631,1504,0,3000,9978,0,20,0,2295,0,1825,0
"G1701870","1840","Illinois","170","Warren","1870","Warren","21","1870",75243,1394,97400,4120,710,293843,12890,13,198,21782,102,3050,0,0,0,0,0,0,22619,0,882,0
"G1701890","1840","Illinois","170","Washington","1890","Washington","21","1890",28540,0,61080,0,0,272990,10115,0,0,5374,1801,251,0,0,0,0,0,0,0,0,0,0
