GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,ASW001,AUJ001,AUJ002,AUK001,AUK002,AUK003,ATB001,ATB002,ATB003,ATB004,ATB005,ATB006,ATB007,ATB008,ATB009,ATB010,ATB011,ATB012,ATB013,ATB014,ATB015,ATB016,ATB017,ATB018,ATB019,ATB020,ATB021,ATB022,ATB023,ATB024,ATB025,ATB026,ATB027,ATB028,ATB029,ATB030,ATB031
"G1302350","1890","Georgia","130","Pulaski","2350","Pulaski","44","2350",16559,113596,122260,1336990,61073,275550,0,0,335749,49449,95,195,16234,162,0,0,0,0,900,54886,0,186,0,0,7,0,0,2700,0,0,231,23822,50,0,32873,100,74752
"G1302370","1890","Georgia","130","Putnam","2370","Putnam","44","2370",14842,107012,89217,1143880,58840,299880,608,0,245362,33338,340,3560,16516,2065,0,0,0,0,0,8406,0,7544,0,0,1469,0,0,0,50,0,122,13559,435,0,764,670,38081
"G1302390","1890","Georgia","130","Quitman","2390","Quitman","44","2390",4471,44285,40950,423390,18460,90800,0,0,85231,28379,140,386,6111,764,0,0,0,0,0,17645,0,0,0,0,4,0,0,400,100,0,10,2180,0,0,942,0,23072
"G1302410","1890","Georgia","130","Rabun","2410","Rabun","44","2410",5606,26581,154462,345000,13260,102410,0,0,139602,3266,4802,3053,0,0,0,0,0,0,0,0,0,11010,0,0,156,0,18,788,7345,0,15,91,720,0,8,7315,10963
"G1302430","1890","Georgia","130","Randolph","2430","Randolph","44","2430",15267,123041,101819,1176620,50900,290760,0,450,314338,43912,647,2217,16824,3128,0,0,0,0,0,40994,0,224,0,0,44,5,0,2693,0,0,18,10674,25,0,13624,95,51109
"G1302450","1890","Georgia","130","Richmond","2450","Richmond","44","2450",45194,48422,63336,1345420,54290,179150,10,0,117014,33520,137,726,2480,652,0,0,0,0,0,6660,0,954,0,0,2118,0,0,0,0,0,103,7443,65,0,448,7235,34573
"G1302470","1890","Georgia","130","Rockdale","2470","Rockdale","44","2470",6813,44996,36110,693890,19950,111580,0,0,124922,19563,44,10512,6496,1949,0,0,0,0,0,1810,0,10539,0,0,0,0,0,0,0,0,1,1289,0,0,349,28,17210
"G1302490","1890","Georgia","130","Schley","2490","Schley","44","2490",5443,69208,28872,548440,35380,124600,0,0,158036,13476,1175,2547,7249,362,0,0,0,0,0,17468,0,0,0,0,0,0,0,500,0,0,35,13796,100,0,8471,0,23327
"G1302510","1890","Georgia","130","Screven","2510","Screven","44","2510",14424,93759,213244,1858980,62200,334560,0,0,302303,40819,242,0,14061,422,0,0,0,0,26850,78640,0,242,0,0,239,0,0,67733,0,0,0,26155,10,0,1737,554,52348
"G1302550","1890","Georgia","130","Spalding","2550","Spalding","44","2550",13117,70108,48391,1550290,57310,218430,0,0,168942,19524,261,6278,10743,2147,0,0,0,0,0,8473,0,11687,0,0,108,0,0,0,0,0,1693,1582,175,0,303,298,36140
"G1302590","1890","Georgia","130","Stewart","2590","Stewart","44","2590",15682,125873,112204,1472660,56510,273530,0,0,343243,64425,119,934,19351,2999,0,0,0,0,0,47012,0,1965,0,0,20,0,0,340,0,0,20,16017,205,0,4363,279,54897
"G1302610","1890","Georgia","130","Sumter","2610","Sumter","44","2610",22107,158898,137629,2280650,104370,365020,20,0,421238,74830,2386,1114,22448,5612,0,0,0,0,600,71609,0,113,0,0,225,0,0,120,0,0,43,30103,364,0,37009,2033,79462
"G1302630","1890","Georgia","130","Talbot","2630","Talbot","44","2630",13258,88179,86867,1165480,40190,230250,94,0,226878,23152,412,2111,12859,1503,0,0,0,0,0,40376,0,11516,0,0,146,0,0,430,27,0,383,8290,2,100,1638,717,47674
"G1302650","1890","Georgia","130","Taliaferro","2650","Taliaferro","44","2650",7291,52464,45011,560510,32910,131900,20,0,103607,34952,108,3970,6832,1879,0,0,0,0,0,1173,0,24903,0,0,100,0,0,0,497,0,83,8129,225,7,643,3608,34491
"G1302670","1890","Georgia","130","Tattnall","2670","Tattnall","44","2670",10253,35553,380541,1119170,29950,235810,0,0,157587,10562,0,0,2957,370,0,0,0,0,188040,76993,0,0,0,0,0,0,0,99010,25,0,3375,12514,25,0,56,729,56780
"G1302690","1890","Georgia","130","Taylor","2690","Taylor","44","2690",8666,60344,127564,802010,29700,169550,50,0,180362,28881,488,1893,7361,1840,0,0,0,0,0,38192,0,2327,0,0,255,0,0,240,0,0,227,15443,7,1622,13033,361,41943
"G1302710","1890","Georgia","130","Telfair","2710","Telfair","44","2710",5477,18019,66581,353250,25110,132000,11,0,41787,56483,20,8543,2067,310,0,0,0,0,5400,44427,0,0,0,0,207,0,0,0,0,0,0,5058,0,0,0,2244,13158
"G1302730","1890","Georgia","130","Terrell","2730","Terrell","44","2730",14503,88799,81507,1069690,51160,232280,0,0,257744,56758,99,1129,16008,800,0,0,0,0,850,77489,0,0,0,0,2,0,0,0,0,0,0,5016,3,0,14336,248,58303
"G1302750","1890","Georgia","130","Thomas","2750","Thomas","44","2750",26154,117872,185686,1891770,83710,437870,0,25,374500,91906,374,15,12763,1439,0,0,0,0,16890,165717,0,27,0,0,57,0,0,19720,1050,0,45,2768,0,0,64656,2247,87156
"G1302810","1890","Georgia","130","Towns","2810","Towns","44","2810",4064,18872,64231,249810,9270,78890,0,0,109757,5934,3915,7986,0,0,0,0,0,0,0,0,0,11174,0,0,353,0,8,0,2782,0,4,35,407,0,0,3375,4549
"G1302850","1890","Georgia","130","Troup","2850","Troup","44","2850",20723,130299,94622,2264110,77920,332030,141,290,338424,42624,247,2655,20524,5334,0,0,0,0,0,28978,0,27821,0,0,531,0,0,0,0,0,1,3228,10,0,1769,1428,63418
"G1302890","1890","Georgia","130","Twiggs","2890","Twiggs","44","2890",8195,64881,78886,1055770,38740,187790,0,10,200033,25048,1430,216,9817,491,0,0,0,0,4500,8778,0,220,0,0,54,0,0,1800,600,0,0,14153,185,0,4903,215,46590
"G1302910","1890","Georgia","130","Union","2910","Union","44","2910",7749,35650,123988,434510,13430,141970,0,0,223860,20402,7249,18251,1,0,0,0,0,0,0,0,0,20747,0,0,872,5,21,0,4273,0,5,107,442,0,0,7973,11198
"G1302930","1890","Georgia","130","Upson","2930","Upson","44","2930",12188,77263,77225,888520,31130,209950,22,0,222189,18512,128,6412,10677,2669,0,0,0,0,300,28701,0,22340,0,0,256,0,0,0,23,0,0,5272,115,0,812,170,34424
"G1302950","1890","Georgia","130","Walker","2950","Walker","44","2950",13282,75001,135257,1512700,57930,355630,227,0,424632,70479,301,27568,3185,143,0,0,0,0,0,0,0,19959,0,0,3699,25,0,0,1110,0,0,443,40,0,10,18350,29357
"G1302970","1890","Georgia","130","Walton","2970","Walton","44","2970",17467,127693,105305,1800500,66610,352840,210,0,241450,30134,263,23325,18846,3207,0,0,0,0,0,945,0,9945,0,0,1580,0,0,0,5000,0,0,2778,1,0,274,1420,44988
"G1302990","1890","Georgia","130","Ware","2990","Ware","44","2990",8811,9232,123399,240470,15610,116110,0,0,41810,5014,0,0,342,0,0,0,0,0,300,31081,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,28880
"G1303010","1890","Georgia","130","Warren","3010","Warren","44","3010",10957,98261,65429,1099270,41500,203080,113,24,166152,43792,221,5189,10939,3249,0,0,0,0,0,620,0,5700,0,0,103,25,0,0,75,0,10,24132,121,0,1009,1898,58129
"G1303030","1890","Georgia","130","Washington","3030","Washington","44","3030",25237,177685,124476,2359680,91450,467260,0,0,510560,71616,3082,5104,32662,5746,0,0,0,0,4800,50129,0,4072,0,0,22,0,0,0,0,0,30,44731,10,0,5065,243,91353
"G1303050","1890","Georgia","130","Wayne","3050","Wayne","44","3050",7485,10881,224824,370710,6520,160630,0,0,62677,2395,30,0,461,12,0,0,0,0,1500,32317,0,0,0,0,2,0,0,45630,0,0,40,505,9,0,120,1325,60882
"G1303070","1890","Georgia","130","Webster","3070","Webster","44","3070",5695,54117,59904,545650,26890,135410,0,0,158212,15951,656,1733,6898,379,0,0,0,0,7800,16504,0,268,0,0,7,0,0,280,40,0,0,12416,329,0,7222,135,20474
"G1303110","1890","Georgia","130","White","3110","White","44","3110",6151,31348,81640,512770,19280,105630,0,0,169055,14636,2160,11466,512,46,0,0,0,0,0,0,0,22000,0,0,329,0,0,10358,4520,0,29,1163,927,0,159,4423,23223
"G1303130","1890","Georgia","130","Whitfield","3130","Whitfield","44","3130",12916,55191,85789,1051070,43790,249670,0,0,253393,38012,347,16200,2707,203,0,0,0,0,0,0,0,8686,0,0,4232,32,116,0,2010,0,28,358,37,50,98,7805,16047
"G1303150","1890","Georgia","130","Wilcox","3150","Wilcox","44","3150",7980,31443,169738,527170,23300,141800,0,0,100758,17046,0,0,2595,130,0,0,0,0,25250,23453,0,0,0,0,0,0,0,0,0,0,277,3615,0,0,255,300,31086
"G1303170","1890","Georgia","130","Wilkes","3170","Wilkes","44","3170",18081,135109,126486,1739230,98240,363510,664,0,280330,134401,421,19557,20834,6993,0,0,0,0,0,3601,0,31564,0,0,774,0,0,0,0,0,118,17628,10,0,1130,1234,49945
"G1303190","1890","Georgia","130","Wilkinson","3190","Wilkinson","44","3190",10781,100161,109011,934250,60970,230290,15,30,257961,37129,3290,3393,9853,785,0,0,0,0,1500,39563,0,382,0,0,183,0,0,0,60,0,85,20994,43,0,5598,0,44908
"G1303210","1890","Georgia","130","Worth","3210","Worth","44","3210",10048,50921,195899,814230,48550,295860,0,0,197188,31097,35,30,7576,1722,0,0,0,0,35595,65166,0,0,0,0,8,0,0,7020,0,0,30,7784,1,0,15219,434,64027
"G1600010","1890","Idaho","160","Ada","0010","Ada","63","10",8368,56518,54530,2199900,88340,677520,7342,0,8046,79118,1603,76606,0,0,0,0,0,0,0,0,0,0,0,0,37779,214,48,0,0,0,25,1,47,2000,0,24900,0
"G1600035","1890","Idaho","160","Alturas","0035","Alturas","63","35",2629,5078,17005,219220,20300,86630,1570,0,75,5886,6,2533,0,0,0,0,0,0,0,0,0,0,0,0,2546,0,0,0,0,0,0,0,0,0,0,11919,0
"G1600070","1890","Idaho","160","Bear Lake","0070","Bear Lake","63","70",6057,21103,28520,693160,60430,233730,6059,0,20,52265,0,52731,0,0,0,0,0,0,0,0,0,0,0,0,20107,0,0,0,0,0,200,20,0,0,0,37160,0
"G1600110","1890","Idaho","160","Bingham","0110","Bingham","63","110",13575,64150,118891,1900630,137050,812510,1111,0,2700,115014,128,90726,0,0,0,0,0,0,0,0,0,0,0,0,55650,5,125,0,0,0,9,9,5,0,0,50806,0
"G1600150","1890","Idaho","160","Boise","0150","Boise","63","150",3342,19751,30257,385980,38210,306100,7420,0,0,21447,550,8554,0,0,0,0,0,0,0,0,0,0,0,0,9182,0,0,0,0,0,0,0,5,0,0,10663,0
"G1600310","1890","Idaho","160","Cassia","0310","Cassia","63","310",3143,33743,46834,1116000,58980,757200,5345,375,473,30869,0,39489,0,0,0,0,0,0,0,0,0,0,0,0,16990,8,307,0,0,0,4,0,0,0,0,22418,0
"G1600370","1890","Idaho","160","Custer","0370","Custer","63","370",2176,14712,27858,310650,28480,231600,2567,0,0,41620,0,3962,0,0,0,0,0,0,0,0,0,0,0,0,4069,0,0,0,0,0,11,0,0,0,0,11945,0
"G1600390","1890","Idaho","160","Elmore","0390","Elmore","63","390",1870,6195,12173,206450,17620,160060,0,0,0,150,20,185,0,0,0,0,0,0,0,0,0,0,0,0,1890,0,0,0,0,0,0,0,0,0,0,5354,90
"G1600490","1890","Idaho","160","Idaho","0490","Idaho","63","490",2955,71047,47491,1301210,79920,679430,12564,20,962,11676,75,19319,0,0,975,64,0,0,0,0,0,0,0,0,9170,0,5,0,0,0,0,0,18,0,0,13776,0
"G1600550","1890","Idaho","160","Kootenai","0550","Kootenai","63","550",4108,15215,24268,574970,19960,102360,2410,0,115,10768,0,709,0,0,0,0,0,0,0,0,0,0,0,0,4068,0,0,0,0,0,0,0,30,0,0,16329,0
"G1600570","1890","Idaho","160","Latah","0570","Latah","63","570",9173,115528,54980,3029860,242490,585930,124589,0,900,85971,0,494166,0,0,63405,345,0,0,0,0,0,1220,0,0,21767,25,36,0,0,0,2,0,83,2240,0,40205,0
"G1600590","1890","Idaho","160","Lemhi","0590","Lemhi","63","590",1915,16682,21000,482420,41010,252670,500,0,50,49769,0,16368,0,0,0,0,0,0,0,0,0,0,0,0,10976,0,0,0,0,0,0,150,12,0,0,13535,0
"G1600635","1890","Idaho","160","Logan","0635","Logan","63","635",4169,34396,49497,933200,72930,386670,1751,0,2585,7517,115,11673,0,0,0,0,0,0,0,0,0,425,0,0,13828,45,0,0,0,0,600,19,10,0,0,31806,0
"G1600690","1890","Idaho","160","Nez Perce","0690","Nez Perce","63","690",2847,41232,30049,1191030,59730,281940,30456,0,200,12695,0,143419,0,0,19029,316,0,0,0,0,0,1028,0,0,7336,0,42,0,0,0,1,6,12,0,0,10750,52
"G1600710","1890","Idaho","160","Oneida","0710","Oneida","63","710",6819,45954,48564,1445100,90260,438860,1727,0,4200,44437,7852,168078,0,0,0,0,0,0,0,0,0,420,0,0,22711,1034,550,0,0,0,10,0,0,0,0,31458,80
"G1600730","1890","Idaho","160","Owyhee","0730","Owyhee","63","730",2021,13330,28898,515780,38060,713570,3740,0,120,5720,20,2770,0,0,0,0,0,0,0,0,0,0,0,0,9823,0,21,0,0,0,2,3,4,0,0,11814,0
"G1600790","1890","Idaho","160","Shoshone","0790","Shoshone","63","790",5382,1872,3961,56470,6020,43410,300,0,25,1105,0,2865,0,0,0,0,0,0,0,0,0,0,0,0,1221,0,0,0,0,0,5,0,3,0,0,9876,0
"G1600870","1890","Idaho","160","Washington","0870","Washington","63","870",3836,29856,51118,869550,72670,503300,27020,0,4224,11380,440,42725,0,0,0,0,0,0,0,0,0,0,0,0,19991,150,47,0,0,0,12,18,831,0,0,16265,0
"G1700010","1890","Illinois","170","Adams","0010","Adams","21","10",61888,376613,95949,20593460,590940,2477830,460,2247,3691035,1151999,6016,1317630,0,0,0,0,0,0,0,0,0,7831,8,63,73278,13523,1139,0,75,0,20,0,44,1500,0,241756,17224
"G1700030","1890","Illinois","170","Alexander","0030","Alexander","21","30",16563,34654,27338,1083610,48620,187160,0,0,341360,16732,27,259227,0,0,0,0,0,0,0,0,0,6155,0,0,2393,28,0,0,1170,0,60,0,97,472,16,30238,1751
"G1700050","1890","Illinois","170","Bond","0050","Bond","21","50",14550,180060,25151,4545090,141570,842300,0,31,1326165,753634,1549,251890,0,0,0,0,0,0,0,0,0,8851,0,70,18182,595,252,0,305,0,0,0,129,300,0,48099,487
"G1700070","1890","Illinois","170","Boone","0070","Boone","21","70",12203,146382,21963,8876036,252640,1161620,132857,7179,895969,1107507,46840,40202,0,0,417,4,0,0,0,0,0,20,0,0,49033,5668,2200,0,11720,0,171,0,334,4000,0,88934,0
"G1700090","1890","Illinois","170","Brown","0090","Brown","21","90",11951,121131,52481,5616220,174700,948750,0,120,1185779,205352,768,406482,0,0,0,0,0,0,0,0,0,3524,140,70,22499,4765,241,0,1780,0,2,2,53,0,0,38146,336
"G1700110","1890","Illinois","170","Bureau","0110","Bureau","21","110",35014,437046,60915,24222990,571510,3686500,35713,1681,6005434,2548194,66237,99958,0,0,0,0,0,0,0,0,0,7865,0,50,112551,4559,6803,0,26,16000,1,17,148,0,0,266601,50
"G1700130","1890","Illinois","170","Calhoun","0130","Calhoun","21","130",7652,63561,71849,2608670,95580,322910,150,101,600236,75352,584,418983,0,0,0,0,0,0,0,0,0,2981,0,4,7023,948,36,0,4160,0,0,3,59,0,0,49473,119
"G1700150","1890","Illinois","170","Carroll","0150","Carroll","21","150",18320,232699,33662,12302820,333210,1897690,28296,2850,2365850,1383230,104566,46177,0,0,0,0,0,0,0,0,41,5752,0,0,65342,8785,2559,0,4100,0,30,0,46,9500,0,137185,364
"G1700170","1890","Illinois","170","Cass","0170","Cass","21","170",15963,152954,35949,8359070,231250,1307040,0,278,2063549,506540,10507,611861,0,0,0,0,0,0,0,0,0,5503,0,0,12618,333,0,0,75,0,2,13,37,2000,0,50952,25892
"G1700190","1890","Illinois","170","Champaign","0190","Champaign","21","190",42159,552591,45744,29254160,728815,3630310,2098,1766,8597928,4393445,15029,294554,0,0,833,23,0,225,0,0,0,10390,220,115,62750,1788,1088,0,45,0,0,1,122,83000,0,202798,1491
"G1700210","1890","Illinois","170","Christian","0210","Christian","21","210",30531,377296,17668,16638470,452255,2762110,20,187,4953519,1081864,2558,721786,0,0,0,0,0,0,0,0,7,3195,0,0,71813,5878,1923,0,600,0,0,0,67,700,0,119935,1382
"G1700230","1890","Illinois","170","Clark","0230","Clark","21","230",21899,209790,77548,6502285,192230,1107970,300,6573,1678331,597558,4946,173156,0,0,0,0,0,0,0,0,0,26560,758,228,33427,2389,650,0,3644,0,1,2,1790,13781,0,81743,1940
"G1700250","1890","Illinois","170","Clay","0250","Clay","21","250",16772,177739,58345,3597170,126745,759775,25,1566,1144050,719677,365,48761,0,0,272,15,0,0,0,0,0,18552,0,0,25024,654,53512,0,3125,0,10,0,218,15100,0,63555,708
"G1700270","1890","Illinois","170","Clinton","0270","Clinton","21","270",17411,203416,48611,7437520,285760,891478,167,107,1489196,1029543,2611,851913,0,0,0,0,0,0,0,0,0,5068,0,0,26284,508,51,0,15923,0,12,5,213,4035,0,128937,769
"G1700290","1890","Illinois","170","Coles","0290","Coles","21","290",30093,245753,34156,11288120,267687,1879380,0,242,3409366,827378,4187,176687,0,0,0,0,0,0,0,0,0,10921,0,137,40970,1973,867,0,257,0,157,0,84,7022592,0,81690,698
"G1700310","1890","Illinois","170","Cook","0310","Cook","21","310",1191922,335951,51374,48149032,812730,2387910,13301,1340,1659009,2667186,48279,51126,0,0,3149,137,16000,0,0,0,0,254,0,50,130624,34,4086,0,100,0,693,284,249,0,0,1432006,0
"G1700330","1890","Illinois","170","Crawford","0330","Crawford","21","330",17283,183562,57462,5352930,184860,954475,65,1955,1527678,452043,998,402783,0,0,0,0,0,0,0,0,14,13357,68,100,21321,2073,790,0,298587,0,0,0,481,4650,0,48570,1383
"G1700350","1890","Illinois","170","Cumberland","0350","Cumberland","21","350",15443,152915,36665,4278080,167980,825110,0,2183,1496353,586998,2907,114378,0,0,0,0,0,0,0,0,7,18481,0,0,31336,1032,961,0,4045,0,0,1,1058,410833,0,58490,1525
"G1700370","1890","Illinois","170","DeKalb","0370","De Kalb","21","370",27066,351497,29845,20033840,510540,2918900,40130,7437,3400259,2703659,91286,80718,0,0,1112,35,0,0,0,0,0,946,0,26,108454,6679,12897,0,0,0,40,8,122,0,0,202869,0
"G1700390","1890","Illinois","170","De Witt","0390","De Witt","21","390",17011,212752,26405,11742390,250920,1800060,140,105,3362983,1722602,6990,100057,0,0,0,0,0,0,0,0,0,1223,40,375,25768,1165,752,0,100,0,0,1,87,0,0,60458,600
"G1700410","1890","Illinois","170","Douglas","0410","Douglas","21","410",17669,225204,15308,11323256,255920,1672175,320,207,3600189,1034621,5334,107554,0,0,0,0,0,0,0,0,28,7744,0,0,33371,871,980,0,300,0,0,0,45,5137755,0,48963,128
"G1700430","1890","Illinois","170","Dupage","0430","Du Page","21","430",22551,175642,16388,15324870,373410,1545920,17635,206,1032592,1579117,134131,45829,0,0,1671,1031,50,0,0,0,0,0,0,0,59604,62,533,0,0,0,2,0,22,0,0,489795,93
"G1700450","1890","Illinois","170","Edgar","0450","Edgar","21","450",26787,335157,37766,14851140,302935,2393480,0,190,4453845,1059479,28811,296754,0,0,0,0,0,0,0,0,0,9087,30,913,49678,1898,1348,0,1444,0,5,0,44,709807,0,72880,2036
"G1700470","1890","Illinois","170","Edwards","0470","Edwards","21","470",9444,98590,29111,2817380,109390,499990,0,273,729860,315374,311,218338,0,0,26,0,0,0,0,0,0,10040,30,20,19043,2984,5510,0,15030,0,0,136,156,0,0,40702,782
"G1700490","1890","Illinois","170","Effingham","0490","Effingham","21","490",19358,200994,52300,5181010,251350,896040,140,383,1356447,1140610,3527,167176,0,0,15,0,0,0,0,0,0,16072,0,0,23058,78,452,0,2950,0,0,0,189,10360,5,106800,806
"G1700510","1890","Illinois","170","Fayette","0510","Fayette","21","510",23367,264394,82905,5917995,200196,1178640,0,863,1538470,1104825,5243,217007,0,0,0,0,0,0,0,0,0,17686,30,25,31193,1673,537,0,12300,0,0,0,139,1750,0,93562,729
"G1700530","1890","Illinois","170","Ford","0530","Ford","21","530",17035,280445,9963,12741210,391910,1624050,5690,55,3576628,2260865,1705,2292,0,0,6170,134,0,0,0,0,0,9170,0,0,39012,855,3149,0,60,0,0,0,587,0,0,107244,72
"G1700550","1890","Illinois","170","Franklin","0550","Franklin","21","550",17138,138683,62423,2498420,101620,766620,0,512,1385633,463883,508,65332,0,0,55,0,0,0,0,0,0,47515,0,9,15365,905,401,0,403143,0,129,141,447,7610,0,68758,10173
"G1700570","1890","Illinois","170","Fulton","0570","Fulton","21","570",43110,348318,128906,19565810,573920,3410450,1703,516,4502978,1333437,15066,941189,0,0,0,0,0,0,0,0,0,7665,2135,1079,93025,32402,2555,0,1637,0,0,6,148,900,0,136813,1439
"G1700590","1890","Illinois","170","Gallatin","0590","Gallatin","21","590",14935,102446,40588,3517740,132120,536600,30,12,1291575,98605,40,474927,0,0,0,0,0,0,0,0,0,22210,0,120,10966,434,0,0,11200,0,10,0,174,17000,0,56869,2333
"G1700610","1890","Illinois","170","Greene","0610","Greene","21","610",23791,224616,49000,10999410,280715,1833465,0,0,2510436,192651,635,900186,0,0,0,0,0,0,0,0,30,1032,22,21,32391,4131,98,0,950,0,2,52,9,0,0,66534,752
"G1700630","1890","Illinois","170","Grundy","0630","Grundy","21","630",21024,226433,12715,10541380,253010,1273640,0,114,3019904,1780851,11552,13052,0,0,170,0,0,0,0,0,0,801,200,0,37684,658,5372,0,0,0,0,0,64,0,0,94113,85
"G1700650","1890","Illinois","170","Hamilton","0650","Hamilton","21","650",17800,152488,56241,2962910,110166,813188,50,684,1527814,376720,68,20917,0,0,0,0,0,0,0,0,1,27386,0,53,15813,1888,1721,0,396387,0,9,198,24,300,0,61058,5131
"G1700670","1890","Illinois","170","Hancock","0670","Hancock","21","670",31907,367562,70098,17557070,522040,3103950,2882,1035,3687715,1592825,6647,630997,0,0,0,0,0,0,0,0,19,11062,145,435,98093,4073,838,0,465,0,30,0,83,500,0,137284,1571
"G1700690","1890","Illinois","170","Hardin","0690","Hardin","21","690",7234,52421,34146,996180,45880,244940,25,300,443310,44636,25,86322,0,0,0,0,0,0,0,0,0,12657,0,0,3019,681,42,0,850,0,0,0,262,100,0,58429,1194
"G1700710","1890","Illinois","170","Henderson","0710","Henderson","21","710",9876,175662,30107,7471960,178120,1578770,150,151,2483444,801966,29414,121009,0,0,110,0,0,0,0,0,13,1993,0,0,27655,469,405,0,0,0,0,0,0,0,0,47817,1013
"G1700730","1890","Illinois","170","Henry","0730","Henry","21","730",33338,430505,35957,19941490,547380,3077700,86475,904,5706169,2839663,88928,29307,0,0,0,0,0,0,0,0,0,9764,0,2,107729,8143,2288,0,250,0,2,0,104,883460,0,192546,655
"G1700750","1890","Illinois","170","Iroquois","0750","Iroquois","21","750",35167,602663,38983,24801270,760570,3645470,3602,2988,6273754,4474934,25218,26615,0,0,3201,163,0,251,0,0,28,7478,0,50,93827,1054,5528,0,25,0,10,0,63,6000,0,192038,357
"G1700770","1890","Illinois","170","Jackson","0770","Jackson","21","770",27809,152566,88279,5112850,233790,834341,656,460,1118000,318766,924,853374,0,0,0,0,0,0,0,0,0,18605,0,120,21319,4582,147,0,2413,0,93,40,119,240,0,230336,39459
"G1700790","1890","Illinois","170","Jasper","0790","Jasper","21","790",18188,181201,57653,4106645,204590,918535,600,497,1417336,772664,865,77453,0,0,50,2,0,0,0,0,0,28579,50,95,21655,245,3927,0,21690,0,1,10,522,46087,2,76587,1024
"G1700810","1890","Illinois","170","Jefferson","0810","Jefferson","21","810",22590,198779,77603,4511800,166690,1161860,0,1146,1595566,725526,249,63451,0,0,0,0,0,0,0,0,0,41366,0,0,21509,674,3117,0,20960,0,1,1648,594,3250,307,90767,4606
"G1700830","1890","Illinois","170","Jersey","0830","Jersey","21","830",14810,146508,50216,6986220,210430,929000,0,52,1683498,236464,140,916269,0,0,0,0,0,0,0,0,0,4199,77,8,18858,1538,83,0,120,0,0,0,41,4000,0,63950,2411
"G1700850","1890","Illinois","170","Jo Daviess","0850","Jo Daviess","21","850",25101,239198,110990,12609200,364375,1849625,29068,2049,2218292,1513939,65706,54662,0,0,0,0,0,0,0,0,0,5366,20,23,68525,3152,2411,0,329537,0,162,157,441,0,0,212879,464
