GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,AG3001,AH3001,AH3002,AH3003,AH3004,AH3005,AH3006,AG6001,AG6002
"G2101770","1860","Kentucky","210","Muhlenberg","1770","Muhlenberg","51","1770",10725,9101,40,1584,0,,,69950,520641
"G2101790","1860","Kentucky","210","Nelson","1790","Nelson","51","1790",15799,10160,109,5530,0,,,124796,1006418
"G2101810","1860","Kentucky","210","Nicholas","1810","Nicholas","51","1810",11030,9261,155,1614,0,,,75909,942938
"G2101830","1860","Kentucky","210","Ohio","1830","Ohio","51","1830",12209,10888,29,1292,0,,,97775,649846
"G2101850","1860","Kentucky","210","Oldham","1850","Oldham","51","1850",7283,4815,37,2431,0,,,81709,495000
"G2101870","1860","Kentucky","210","Owen","1870","Owen","51","1870",12719,10989,70,1660,0,,,68469,724509
"G2101890","1860","Kentucky","210","Owsley","1890","Owsley","51","1890",5335,5205,18,112,0,,,14649,146712
"G2101910","1860","Kentucky","210","Pendleton","1910","Pendleton","51","1910",10443,9977,42,424,0,,,52987,484265
"G2101930","1860","Kentucky","210","Perry","1930","Perry","51","1930",3950,3863,14,73,0,,,11431,148622
"G2101950","1860","Kentucky","210","Pike","1950","Pike","51","1950",7384,7247,40,97,0,,,11097,206781
"G2101970","1860","Kentucky","210","Powell","1970","Powell","51","1970",2257,2108,24,125,0,,,8153,99181
"G2101990","1860","Kentucky","210","Pulaski","1990","Pulaski","51","1990",17201,15819,52,1330,0,,,78551,675750
"G2102030","1860","Kentucky","210","Rockcastle","2030","Rockcastle","51","2030",5343,4946,40,357,0,,,23166,233053
"G2102050","1860","Kentucky","210","Rowan","2050","Rowan","51","2050",2282,2139,1,142,0,,,7559,128286
"G2102070","1860","Kentucky","210","Russell","2070","Russell","51","2070",6024,5453,12,559,0,,,29185,252644
"G2102090","1860","Kentucky","210","Scott","2090","Scott","51","2090",14417,8441,232,5744,0,,,119886,1339454
"G2102110","1860","Kentucky","210","Shelby","2110","Shelby","51","2110",16433,9634,165,6634,0,,,200908,1465012
"G2102130","1860","Kentucky","210","Simpson","2130","Simpson","51","2130",8146,5743,96,2307,0,,,77383,488032
"G2102150","1860","Kentucky","210","Spencer","2150","Spencer","51","2150",6188,3974,9,2205,0,,,80030,547291
"G2102170","1860","Kentucky","210","Taylor","2170","Taylor","51","2170",7481,5755,129,1597,0,,,41001,340276
"G2102190","1860","Kentucky","210","Todd","2190","Todd","51","2190",11575,6681,45,4849,0,,,106215,593882
"G2102210","1860","Kentucky","210","Trigg","2210","Trigg","51","2210",11051,7562,41,3448,0,,,73294,514242
"G2102230","1860","Kentucky","210","Trimble","2230","Trimble","51","2230",5880,5044,5,831,0,,,44261,345355
"G2102250","1860","Kentucky","210","Union","2250","Union","51","2250",12791,9666,20,3105,0,,,143700,802680
"G2102270","1860","Kentucky","210","Warren","2270","Warren","51","2270",17320,11799,203,5318,0,,,142495,1087202
"G2102290","1860","Kentucky","210","Washington","2290","Washington","51","2290",11575,8707,46,2822,0,,,92484,1009356
"G2102310","1860","Kentucky","210","Wayne","2310","Wayne","51","2310",10259,9244,28,987,0,,,49715,460443
"G2102330","1860","Kentucky","210","Webster","2330","Webster","51","2330",7533,6417,33,1083,0,,,53566,309029
"G2102350","1860","Kentucky","210","Whitley","2350","Whitley","51","2350",7762,7552,26,183,1,,,28724,257375
"G2102390","1860","Kentucky","210","Woodford","2390","Woodford","51","2390",11219,5276,114,5829,0,,,154875,1058522
"G2200050","1860","Louisiana","220","Ascension","0050","Ascension","45","50",11484,3940,168,7376,0,,,887690,533868
"G2200070","1860","Louisiana","220","Assumption","0070","Assumption","45","70",15379,7189,94,8096,0,,,700319,618210
"G2200090","1860","Louisiana","220","Avoyelles","0090","Avoyelles","45","90",13167,5904,74,7185,4,,,238787,556505
"G2200130","1860","Louisiana","220","Bienville","0130","Bienville","45","130",11000,5900,100,5000,0,,,,
"G2200150","1860","Louisiana","220","Bossier","0150","Bossier","45","150",11348,3348,0,8000,0,,,228991,655008
"G2200170","1860","Louisiana","220","Caddo","0170","Caddo","45","170",12140,4733,69,7338,0,,,110476,435401
"G2200190","1860","Louisiana","220","Calcasieu","0190","Calcasieu","45","190",5928,4451,305,1171,1,,,41675,197055
"G2200210","1860","Louisiana","220","Caldwell","0210","Caldwell","45","210",4833,2888,0,1945,0,,,87266,231497
"G2200235","1860","Louisiana","220","Carroll","0235","Carroll","45","235",18052,4124,20,13908,0,,,596883,1127725
"G2200250","1860","Louisiana","220","Catahoula","0250","Catahoula","45","250",11651,5492,46,6113,0,,,149160,588305
"G2200270","1860","Louisiana","220","Claiborne","0270","Claiborne","45","270",16848,8996,4,7848,0,,,215303,618121
"G2200290","1860","Louisiana","220","Concordia","0290","Concordia","45","290",13805,1242,21,12542,0,,,837310,920581
"G2200310","1860","Louisiana","220","De Soto","0310","De Soto","45","310",13298,4777,14,8507,0,,,78357,638568
"G2200330","1860","Louisiana","220","East Baton Rouge","0330","East Baton Rouge","45","330",16046,6944,532,8570,0,,,592848,470525
"G2200370","1860","Louisiana","220","East Feliciana","0370","East Feliciana","45","370",14697,4081,23,10593,0,,,213965,592073
"G2200410","1860","Louisiana","220","Franklin","0410","Franklin","45","410",6162,2758,2,3402,0,,,69682,305856
"G2200470","1860","Louisiana","220","Iberville","0470","Iberville","45","470",14661,3793,188,10680,0,,,886719,1111205
"G2200490","1860","Louisiana","220","Jackson","0490","Jackson","45","490",9465,5367,0,4098,0,,,90799,448232
"G2200510","1860","Louisiana","220","Jefferson","0510","Jefferson","45","510",15372,9964,287,5120,1,,,55060,211275
"G2200550","1860","Louisiana","220","Lafayette","0550","Lafayette","45","550",9003,4307,231,4463,2,,,124635,350835
"G2200570","1860","Louisiana","220","Lafourche","0570","Lafourche","45","570",14044,7500,149,6395,0,,,568292,422822
"G2200630","1860","Louisiana","220","Livingston","0630","Livingston","45","630",4431,3120,0,1311,0,,,28250,172210
"G2200650","1860","Louisiana","220","Madison","0650","Madison","45","650",14133,1640,16,12477,0,,,364920,756953
"G2200670","1860","Louisiana","220","Morehouse","0670","Morehouse","45","670",10357,3784,4,6569,0,,,143472,470232
"G2200690","1860","Louisiana","220","Natchitoches","0690","Natchitoches","45","690",16699,6304,959,9434,2,,,99815,616845
"G2200710","1860","Louisiana","220","Orleans","0710","Orleans","45","710",174491,149063,10939,14484,5,,,77050,125965
"G2200730","1860","Louisiana","220","Ouachita","0730","Ouachita","45","730",4727,1887,0,2840,0,,,97489,229958
"G2200750","1860","Louisiana","220","Plaquemines","0750","Plaquemines","45","750",8494,2595,514,5385,0,,,161000,572640
"G2200770","1860","Louisiana","220","Pointe Coupee","0770","Pointe Coupee","45","770",17718,4094,721,12903,0,,,2113835,920730
"G2200790","1860","Louisiana","220","Rapides","0790","Rapides","45","790",25360,9711,291,15358,0,,,1092340,1405040
"G2200850","1860","Louisiana","220","Sabine","0850","Sabine","45","850",5828,4115,0,1713,0,,,43327,248295
"G2200870","1860","Louisiana","220","St Bernard","0870","St Bernard","45","870",4076,1771,65,2240,0,,,,
"G2200890","1860","Louisiana","220","St Charles","0890","St Charles","45","890",5297,938,177,4182,0,,,579795,332019
"G2200910","1860","Louisiana","220","St Helena","0910","St Helena","45","910",7130,3413,6,3711,0,,,80657,306528
"G2200930","1860","Louisiana","220","St James","0930","St James","45","930",11499,3348,61,8090,0,,,1361200,459793
"G2200950","1860","Louisiana","220","St John The Baptist","0950","St John The Baptist","45","950",7930,3037,299,4594,0,,,408250,309660
"G2200970","1860","Louisiana","220","St Landry","0970","St Landry","45","970",23104,10703,965,11436,0,,,314110,814278
"G2200990","1860","Louisiana","220","St Martin","0990","St Martin","45","990",12674,4984,311,7358,21,,,256027,537210
"G2201010","1860","Louisiana","220","St Mary","1010","St Mary","45","1010",16816,3475,251,13057,33,,,1266695,1322850
"G2201030","1860","Louisiana","220","St Tammany","1030","St Tammany","45","1030",5406,3153,412,1841,0,,,4323,108755
"G2201070","1860","Louisiana","220","Tensas","1070","Tensas","45","1070",16078,1479,7,14592,0,,,728074,913835
"G2201090","1860","Louisiana","220","Terrebonne","1090","Terrebonne","45","1090",12091,5131,72,6785,103,,,946733,587124
"G2201110","1860","Louisiana","220","Union","1110","Union","45","1110",10389,6641,3,3745,0,,,115370,458307
"G2201130","1860","Louisiana","220","Vermilion","1130","Vermillion","45","1130",4324,3001,7,1316,0,,,55025,519700
"G2201170","1860","Louisiana","220","Washington","1170","Washington","45","1170",4708,2996,22,1690,0,,,37602,217897
"G2201210","1860","Louisiana","220","West Baton Rouge","1210","West Baton Rouge","45","1210",7312,1859,113,5340,0,,,1106250,385125
"G2201250","1860","Louisiana","220","West Feliciana","1250","West Feliciana","45","1250",11671,2036,64,9571,0,,,345725,534841
"G2201270","1860","Louisiana","220","Winn","1270","Winn","45","1270",6876,5480,41,1354,1,,,46674,186483
"G2300010","1860","Maine","230","Androscoggin","0010","Androscoggin","2","10",29726,29715,11,0,0,,,180428,822209
"G2300030","1860","Maine","230","Aroostook","0030","Aroostook","2","30",22479,22453,26,0,0,,,178182,765138
"G2300050","1860","Maine","230","Cumberland","0050","Cumberland","2","50",75591,75116,475,0,0,,,280129,1176445
"G2300070","1860","Maine","230","Franklin","0070","Franklin","2","70",20403,20398,5,0,0,,,172525,977136
"G2300090","1860","Maine","230","Hancock","0090","Hancock","2","90",37757,37717,40,0,0,,,98010,644310
"G2300110","1860","Maine","230","Kennebec","0110","Kennebec","2","110",55655,55511,144,0,0,,,375864,1637826
"G2300130","1860","Maine","230","Knox","0130","Knox","2","130",32716,32586,130,0,0,,,133122,440117
"G2300150","1860","Maine","230","Lincoln","0150","Lincoln","2","150",27860,27814,46,0,0,,,138030,603855
"G2300170","1860","Maine","230","Oxford","0170","Oxford","2","170",36698,36696,2,0,0,,,273548,1458172
"G2300190","1860","Maine","230","Penobscot","0190","Penobscot","2","190",72731,72632,99,0,0,,,371888,1605051
"G2300210","1860","Maine","230","Piscataquis","0210","Piscataquis","2","210",15032,15032,0,0,0,,,100896,580041
"G2300230","1860","Maine","230","Sagadahoc","0230","Sagadahoc","2","230",21790,21702,83,0,5,,,75134,328162
"G2300250","1860","Maine","230","Somerset","0250","Somerset","2","250",36753,36738,15,0,0,,,323945,1524684
"G2300270","1860","Maine","230","Waldo","0270","Waldo","2","270",38447,38423,24,0,0,,,240002,973517
"G2300290","1860","Maine","230","Washington","0290","Washington","2","290",42534,42360,174,0,0,,,94590,520558
"G2300310","1860","Maine","230","York","0310","York","2","310",62107,62054,53,0,0,,,262034,1380312
"G2400010","1860","Maryland","240","Allegany","0010","Allegany","52","10",28348,27215,467,666,0,,,100395,513281
"G2400030","1860","Maryland","240","Anne Arundel","0030","Anne Arundel","52","30",23900,11704,4864,7332,0,,,189834,616267
"G2400050","1860","Maryland","240","Baltimore","0050","Baltimore","52","50",54135,46722,4231,3182,0,,,455857,1303873
"G2400090","1860","Maryland","240","Calvert","0090","Calvert","52","70",10447,3997,1841,4609,0,,,64354,380338
"G2400110","1860","Maryland","240","Caroline","0110","Caroline","52","90",11129,7604,2786,739,0,,,30315,155113
"G2400130","1860","Maryland","240","Carroll","0130","Carroll","52","110",24533,22525,1225,783,0,,,271805,784346
"G2400150","1860","Maryland","240","Cecil","0150","Cecil","52","130",23862,19994,2918,950,0,,,287988,877563
"G2400170","1860","Maryland","240","Charles","0170","Charles","52","150",16517,5796,1068,9653,0,,,89009,439283
"G2400190","1860","Maryland","240","Dorchester","0190","Dorchester","52","170",20461,11654,4684,4123,0,,,92423,458091
"G2400210","1860","Maryland","240","Frederick","0210","Frederick","52","190",46591,38391,4957,3243,0,,,441814,1534048
"G2400250","1860","Maryland","240","Harford","0250","Harford","52","230",23415,17971,3644,1800,0,,,268546,878736
"G2400270","1860","Maryland","240","Howard","0270","Howard","52","250",13338,9081,1395,2862,0,,,139148,455964
"G2400290","1860","Maryland","240","Kent","0290","Kent","52","270",13267,7347,3411,2509,0,,,132655,699502
"G2400310","1860","Maryland","240","Montgomery","0310","Montgomery","52","290",18322,11349,1552,5421,0,,,314708,852767
"G2400330","1860","Maryland","240","Prince Georges","0330","Prince Georges","52","310",23327,9650,1198,12479,0,,,211971,875317
"G2400350","1860","Maryland","240","Queen Anne's","0350","Queen Anne's","52","330",15961,8415,3372,4174,0,,,146075,627447
"G2400370","1860","Maryland","240","St Mary's","0370","St Mary's","52","370",15213,6798,1866,6549,0,,,109908,546046
"G2400390","1860","Maryland","240","Somerset","0390","Somerset","52","350",24992,15332,4571,5089,0,,,91795,466892
"G2400410","1860","Maryland","240","Talbot","0410","Talbot","52","390",14795,8106,2964,3725,0,,,126950,601861
"G2400430","1860","Maryland","240","Washington","0430","Washington","52","410",31417,28305,1677,1435,0,,,354938,1056125
"G2400470","1860","Maryland","240","Worcester","0470","Worcester","52","450",20661,13442,3571,3648,0,,,90041,544993
"G2405100","1860","Maryland","240","Baltimore City","5100","Baltimore City","52","5100",212418,184520,25680,2218,0,,,,
"G2500010","1860","Massachusetts","250","Barnstable","0010","Barnstable","3","10",35990,35890,100,0,0,,,85095,219777
"G2500030","1860","Massachusetts","250","Berkshire","0030","Berkshire","3","30",55120,53910,1210,0,0,,,330891,1631885
"G2500050","1860","Massachusetts","250","Bristol","0050","Bristol","3","50",93794,91858,1936,0,0,,,222884,617927
"G2500070","1860","Massachusetts","250","Dukes","0070","Dukes","3","70",4403,4385,18,0,0,,,15118,74143
"G2500090","1860","Massachusetts","250","Essex","0090","Essex","3","90",165611,164952,659,0,0,,,341384,856145
"G2500110","1860","Massachusetts","250","Franklin","0110","Franklin","3","110",31434,31370,64,0,0,,,234427,1173401
"G2500130","1860","Massachusetts","250","Hampden","0130","Hampden","3","130",57366,56883,483,0,0,,,266101,995160
"G2500150","1860","Massachusetts","250","Hampshire","0150","Hampshire","3","150",37823,37569,254,0,0,,,296214,1086172
"G2500170","1860","Massachusetts","250","Middlesex","0170","Middlesex","3","170",216354,215458,896,0,0,,,895059,1834446
"G2500190","1860","Massachusetts","250","Nantucket","0190","Nantucket","3","190",6094,5966,128,0,0,,,12015,43358
"G2500210","1860","Massachusetts","250","Norfolk","0210","Norfolk","3","210",109950,109702,248,0,0,,,276108,784767
"G2500230","1860","Massachusetts","250","Plymouth","0230","Plymouth","3","230",64768,64329,439,0,0,,,185078,632816
"G2500250","1860","Massachusetts","250","Suffolk","0250","Suffolk","3","250",192700,190279,2398,0,23,,,16710,31125
"G2500270","1860","Massachusetts","250","Worcester","0270","Worcester","3","270",159659,158881,769,0,9,,,717914,2756622
"G2600010","1860","Michigan","260","Alcona","0010","Alcona","23","10",185,185,0,0,0,,,,
"G2600050","1860","Michigan","260","Allegan","0050","Allegan","23","50",16087,15923,58,0,106,,,143070,497967
"G2600070","1860","Michigan","260","Alpena","0070","Alpena","23","70",290,290,0,0,0,,,,
"G2600090","1860","Michigan","260","Antrim","0090","Antrim","23","90",179,178,0,0,1,,,,
"G2600150","1860","Michigan","260","Barry","0150","Barry","23","150",13858,13785,58,0,15,,,113888,461854
"G2600170","1860","Michigan","260","Bay","0170","Bay","23","170",3164,3106,6,0,52,,,8110,21993
"G2600210","1860","Michigan","260","Berrien","0210","Berrien","23","210",22378,21931,410,0,37,,,135847,566099
"G2600230","1860","Michigan","260","Branch","0230","Branch","23","230",20981,20948,33,0,0,,,134353,797086
"G2600250","1860","Michigan","260","Calhoun","0250","Calhoun","23","250",29564,29180,376,0,8,,,334178,1232006
"G2600270","1860","Michigan","260","Cass","0270","Cass","23","270",17721,16291,1368,0,62,,,154049,665143
"G2600310","1860","Michigan","260","Cheboygan","0310","Cheboygan","23","310",517,393,0,0,124,,,538,5106
"G2600330","1860","Michigan","260","Chippewa","0330","Chippewa","23","330",1603,1351,8,0,244,,,4895,9294
"G2600370","1860","Michigan","260","Clinton","0370","Clinton","23","370",13916,13902,14,0,0,,,128553,505657
"G2600410","1860","Michigan","260","Delta","0410","Delta","23","410",1172,1052,0,0,120,,,905,5300
"G2600450","1860","Michigan","260","Eaton","0450","Eaton","23","450",16476,16454,16,0,6,,,125204,547088
"G2600470","1860","Michigan","260","Emmet","0470","Emmet","23","470",1149,123,0,0,1026,,,953,6491
"G2600490","1860","Michigan","260","Genesee","0490","Genesee","23","490",22498,22407,44,0,47,,,170751,686872
"G2600510","1860","Michigan","260","Gladwin","0510","Gladwin","23","510",14,14,0,0,0,,,,
"G2600550","1860","Michigan","260","Grand Traverse","0550","Grand Traverse","23","550",1286,1243,0,0,43,,,2260,22107
"G2600570","1860","Michigan","260","Gratiot","0570","Gratiot","23","570",4042,4024,9,0,9,,,11312,50299
"G2600590","1860","Michigan","260","Hillsdale","0590","Hillsdale","23","590",25675,25642,33,0,0,,,274677,1162582
"G2600610","1860","Michigan","260","Houghton","0610","Houghton","23","610",9234,8893,62,0,279,,,2170,9990
"G2600630","1860","Michigan","260","Huron","0630","Huron","23","630",3165,3164,1,0,0,,,400,27916
"G2600650","1860","Michigan","260","Ingham","0650","Ingham","23","650",17435,17398,37,0,0,,,117707,521342
"G2600670","1860","Michigan","260","Ionia","0670","Ionia","23","670",16682,16612,30,0,40,,,163595,600419
"G2600690","1860","Michigan","260","Iosco","0690","Iosco","23","690",175,175,0,0,0,,,,
"G2600730","1860","Michigan","260","Isabella","0730","Isabella","23","730",1443,595,0,0,848,,,5726,11451
"G2600750","1860","Michigan","260","Jackson","0750","Jackson","23","750",26671,26486,185,0,0,,,251938,1277645
"G2600770","1860","Michigan","260","Kalamazoo","0770","Kalamazoo","23","770",24646,24327,319,0,0,,,265160,996858
"G2600810","1860","Michigan","260","Kent","0810","Kent","23","810",30716,30590,125,0,1,,,200544,755719
"G2600870","1860","Michigan","260","Lapeer","0870","Lapeer","23","870",14754,14685,52,0,17,,,168860,563103
"G2600890","1860","Michigan","260","Leelanau","0890","Leelanau","23","890",2158,1527,3,0,628,,,3205,7140
"G2600910","1860","Michigan","260","Lenawee","0910","Lenawee","23","910",38112,37861,243,0,8,,,329394,1517422
"G2600930","1860","Michigan","260","Livingston","0930","Livingston","23","930",16851,16825,26,0,0,,,161463,775233
