GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,AOT001,APP001,APP002,APP003,APP004
"G4701690","1880","Tennessee","470","Trousdale","1690","Trousdale","54","1690",6646,4505,2141,0,0
"G4701710","1880","Tennessee","470","Unicoi","1710","Unicoi","54","1710",3645,3526,119,0,0
"G4701730","1880","Tennessee","470","Union","1730","Union","54","1730",10260,10042,218,0,0
"G4701750","1880","Tennessee","470","Van Buren","1750","Van Buren","54","1750",2933,2747,186,0,0
"G4701770","1880","Tennessee","470","Warren","1770","Warren","54","1770",14079,11801,2276,0,2
"G4701790","1880","Tennessee","470","Washington","1790","Washington","54","1790",16181,14604,1577,0,0
"G4701810","1880","Tennessee","470","Wayne","1810","Wayne","54","1810",11301,10232,1069,0,0
"G4701830","1880","Tennessee","470","Weakley","1830","Weakley","54","1830",24538,20125,4413,0,0
"G4701850","1880","Tennessee","470","White","1850","White","54","1850",11176,10173,988,0,15
"G4701870","1880","Tennessee","470","Williamson","1870","Williamson","54","1870",28313,15922,12390,0,1
"G4701890","1880","Tennessee","470","Wilson","1890","Wilson","54","1890",28747,20292,8455,0,0
"G4800010","1880","Texas","480","Anderson","0010","Anderson","49","10",17395,9619,7775,1,0
"G4800030","1880","Texas","480","Andrews","0030","Andrews","49","30",0,0,0,0,0
"G4800050","1880","Texas","480","Angelina","0050","Angelina","49","50",5239,4405,834,0,0
"G4800070","1880","Texas","480","Aransas","0070","Aransas","49","70",996,917,79,0,0
"G4800090","1880","Texas","480","Archer","0090","Archer","49","90",596,589,7,0,0
"G4800110","1880","Texas","480","Armstrong","0110","Armstrong","49","110",31,30,0,0,1
"G4800130","1880","Texas","480","Atascosa","0130","Atascosa","49","130",4217,3938,279,0,0
"G4800150","1880","Texas","480","Austin","0150","Austin","49","150",14429,10490,3939,0,0
"G4800170","1880","Texas","480","Bailey","0170","Bailey","49","170",0,0,0,0,0
"G4800190","1880","Texas","480","Bandera","0190","Bandera","49","190",2158,2127,31,0,0
"G4800210","1880","Texas","480","Bastrop","0210","Bastrop","49","210",17215,9909,7306,0,0
"G4800230","1880","Texas","480","Baylor","0230","Baylor","49","230",715,709,6,0,0
"G4800250","1880","Texas","480","Bee","0250","Bee","49","250",2298,2145,153,0,0
"G4800270","1880","Texas","480","Bell","0270","Bell","49","270",20518,18783,1734,0,1
"G4800290","1880","Texas","480","Bexar","0290","Bexar","49","290",30470,26603,3867,0,0
"G4800310","1880","Texas","480","Blanco","0310","Blanco","49","310",3583,3415,168,0,0
"G4800330","1880","Texas","480","Borden","0330","Borden","49","330",35,35,0,0,0
"G4800350","1880","Texas","480","Bosque","0350","Bosque","49","350",11217,10718,498,1,0
"G4800370","1880","Texas","480","Bowie","0370","Bowie","49","370",10965,6628,4331,0,6
"G4800390","1880","Texas","480","Brazoria","0390","Brazoria","49","390",9774,2250,7524,0,0
"G4800410","1880","Texas","480","Brazos","0410","Brazos","49","410",13576,7325,6250,0,1
"G4800450","1880","Texas","480","Briscoe","0450","Briscoe","49","450",12,12,0,0,0
"G4800490","1880","Texas","480","Brown","0490","Brown","49","490",8414,8291,114,0,9
"G4800510","1880","Texas","480","Burleson","0510","Burleson","49","510",9243,5356,3886,0,1
"G4800530","1880","Texas","480","Burnet","0530","Burnet","49","530",6855,6607,248,0,0
"G4800550","1880","Texas","480","Caldwell","0550","Caldwell","49","550",11757,7723,4034,0,0
"G4800570","1880","Texas","480","Calhoun","0570","Calhoun","49","570",1739,1192,547,0,0
"G4800590","1880","Texas","480","Callahan","0590","Callahan","49","590",3453,3419,24,0,10
"G4800610","1880","Texas","480","Cameron","0610","Cameron","49","610",14959,14842,117,0,0
"G4800630","1880","Texas","480","Camp","0630","Camp","49","630",5931,3085,2845,0,1
"G4800650","1880","Texas","480","Carson","0650","Carson","49","650",0,0,0,0,0
"G4800670","1880","Texas","480","Cass","0670","Cass","49","670",16724,10274,6444,0,6
"G4800690","1880","Texas","480","Castro","0690","Castro","49","690",0,0,0,0,0
"G4800710","1880","Texas","480","Chambers","0710","Chambers","49","710",2187,1494,693,0,0
"G4800730","1880","Texas","480","Cherokee","0730","Cherokee","49","730",16723,11014,5708,0,1
"G4800750","1880","Texas","480","Childress","0750","Childress","49","750",25,24,1,0,0
"G4800770","1880","Texas","480","Clay","0770","Clay","49","770",5045,5019,26,0,0
"G4800790","1880","Texas","480","Cochran","0790","Cochran","49","790",0,0,0,0,0
"G4800830","1880","Texas","480","Coleman","0830","Coleman","49","830",3603,3568,35,0,0
"G4800850","1880","Texas","480","Collin","0850","Collin","49","850",25983,24003,1979,0,1
"G4800870","1880","Texas","480","Collingsworth","0870","Collingsworth","49","870",6,3,3,0,0
"G4800890","1880","Texas","480","Colorado","0890","Colorado","49","890",16673,8987,7686,0,0
"G4800910","1880","Texas","480","Comal","0910","Comal","49","910",5546,5276,270,0,0
"G4800930","1880","Texas","480","Comanche","0930","Comanche","49","930",8608,8529,79,0,0
"G4800950","1880","Texas","480","Concho","0950","Concho","49","950",800,783,17,0,0
"G4800970","1880","Texas","480","Cooke","0970","Cooke","49","970",20391,19560,814,2,15
"G4800990","1880","Texas","480","Coryell","0990","Coryell","49","990",10924,10539,385,0,0
"G4801010","1880","Texas","480","Cottle","1010","Cottle","49","1010",24,24,0,0,0
"G4801050","1880","Texas","480","Crockett","1050","Crockett","49","1050",127,127,0,0,0
"G4801070","1880","Texas","480","Crosby","1070","Crosby","49","1070",82,81,1,0,0
"G4801110","1880","Texas","480","Dallam","1110","Dallam","49","1110",0,0,0,0,0
"G4801130","1880","Texas","480","Dallas","1130","Dallas","49","1130",33488,28530,4947,6,5
"G4801150","1880","Texas","480","Dawson","1150","Dawson","49","1150",24,23,1,0,0
"G4801170","1880","Texas","480","Deaf Smith","1170","Deaf Smith","49","1170",38,37,1,0,0
"G4801190","1880","Texas","480","Delta","1190","Delta","49","1190",5597,4999,598,0,0
"G4801210","1880","Texas","480","Denton","1210","Denton","49","1210",18143,17071,1070,0,2
"G4801230","1880","Texas","480","DeWitt","1230","De Witt","49","1230",10082,7144,2938,0,0
"G4801250","1880","Texas","480","Dickens","1250","Dickens","49","1250",28,28,0,0,0
"G4801270","1880","Texas","480","Dimmit","1270","Dimmit","49","1270",665,649,16,0,0
"G4801290","1880","Texas","480","Donley","1290","Donley","49","1290",160,159,0,0,1
"G4801310","1880","Texas","480","Duval","1310","Duval","49","1310",5732,5687,37,0,8
"G4801330","1880","Texas","480","Eastland","1330","Eastland","49","1330",4855,4837,18,0,0
"G4801370","1880","Texas","480","Edwards","1370","Edwards","49","1370",266,265,1,0,0
"G4801390","1880","Texas","480","Ellis","1390","Ellis","49","1390",21294,18755,2539,0,0
"G4801410","1880","Texas","480","El Paso","1410","El Paso","49","1410",3845,3598,47,0,200
"G4801415","1880","Texas","480","Encinal","1415","Encinal","49","1415",1902,1901,1,0,0
"G4801430","1880","Texas","480","Erath","1430","Erath","49","1430",11796,11539,257,0,0
"G4801450","1880","Texas","480","Falls","1450","Falls","49","1450",16240,9565,6673,0,2
"G4801470","1880","Texas","480","Fannin","1470","Fannin","49","1470",25501,22081,3416,0,4
"G4801490","1880","Texas","480","Fayette","1490","Fayette","49","1490",27996,19167,8763,0,66
"G4801510","1880","Texas","480","Fisher","1510","Fisher","49","1510",136,135,1,0,0
"G4801530","1880","Texas","480","Floyd","1530","Floyd","49","1530",3,3,0,0,0
"G4801570","1880","Texas","480","Fort Bend","1570","Fort Bend","49","1570",9380,1871,7508,0,1
"G4801590","1880","Texas","480","Franklin","1590","Franklin","49","1590",5280,4666,614,0,0
"G4801610","1880","Texas","480","Freestone","1610","Freestone","49","1610",14921,8269,6652,0,0
"G4801630","1880","Texas","480","Frio","1630","Frio","49","1630",2130,2065,65,0,0
"G4801650","1880","Texas","480","Gaines","1650","Gaines","49","1650",8,8,0,0,0
"G4801670","1880","Texas","480","Galveston","1670","Galveston","49","1670",24121,18454,5651,15,1
"G4801690","1880","Texas","480","Garza","1690","Garza","49","1690",36,35,1,0,0
"G4801710","1880","Texas","480","Gillespie","1710","Gillespie","49","1710",5228,5096,132,0,0
"G4801750","1880","Texas","480","Goliad","1750","Goliad","49","1750",5832,4166,1666,0,0
"G4801770","1880","Texas","480","Gonzales","1770","Gonzales","49","1770",14840,9974,4861,0,5
"G4801790","1880","Texas","480","Gray","1790","Gray","49","1790",56,55,1,0,0
"G4801810","1880","Texas","480","Grayson","1810","Grayson","49","1810",38108,33549,4548,2,9
"G4801830","1880","Texas","480","Gregg","1830","Gregg","49","1830",8530,3817,4711,0,2
"G4801850","1880","Texas","480","Grimes","1850","Grimes","49","1850",18603,8323,10276,0,4
"G4801870","1880","Texas","480","Guadalupe","1870","Guadalupe","49","1870",12202,8747,3455,0,0
"G4801890","1880","Texas","480","Hale","1890","Hale","49","1890",0,0,0,0,0
"G4801910","1880","Texas","480","Hall","1910","Hall","49","1910",36,35,1,0,0
"G4801930","1880","Texas","480","Hamilton","1930","Hamilton","49","1930",6365,6341,24,0,0
"G4801950","1880","Texas","480","Hansford","1950","Hansford","49","1950",18,18,0,0,0
"G4801970","1880","Texas","480","Hardeman","1970","Hardeman","49","1970",50,49,1,0,0
"G4801990","1880","Texas","480","Hardin","1990","Hardin","49","1990",1870,1634,236,0,0
"G4802010","1880","Texas","480","Harris","2010","Harris","49","2010",27985,17160,10816,7,2
"G4802030","1880","Texas","480","Harrison","2030","Harrison","49","2030",25177,7976,17196,0,5
"G4802050","1880","Texas","480","Hartley","2050","Hartley","49","2050",100,100,0,0,0
"G4802070","1880","Texas","480","Haskell","2070","Haskell","49","2070",48,46,2,0,0
"G4802090","1880","Texas","480","Hays","2090","Hays","49","2090",7555,6076,1475,0,4
"G4802110","1880","Texas","480","Hemphill","2110","Hemphill","49","2110",149,146,3,0,0
"G4802130","1880","Texas","480","Henderson","2130","Henderson","49","2130",9735,7641,2094,0,0
"G4802150","1880","Texas","480","Hidalgo","2150","Hidalgo","49","2150",4347,4233,114,0,0
"G4802170","1880","Texas","480","Hill","2170","Hill","49","2170",16554,15256,1298,0,0
"G4802190","1880","Texas","480","Hockley","2190","Hockley","49","2190",0,0,0,0,0
"G4802210","1880","Texas","480","Hood","2210","Hood","49","2210",6125,5927,198,0,0
"G4802230","1880","Texas","480","Hopkins","2230","Hopkins","49","2230",15461,13306,2153,0,2
"G4802250","1880","Texas","480","Houston","2250","Houston","49","2250",16702,9465,7233,0,4
"G4802270","1880","Texas","480","Howard","2270","Howard","49","2270",50,48,2,0,0
"G4802310","1880","Texas","480","Hunt","2310","Hunt","49","2310",17230,16015,1211,0,4
"G4802330","1880","Texas","480","Hutchinson","2330","Hutchinson","49","2330",50,50,0,0,0
"G4802370","1880","Texas","480","Jack","2370","Jack","49","2370",6626,6508,118,0,0
"G4802390","1880","Texas","480","Jackson","2390","Jackson","49","2390",2723,1310,1412,0,1
"G4802410","1880","Texas","480","Jasper","2410","Jasper","49","2410",5779,3241,2538,0,0
"G4802450","1880","Texas","480","Jefferson","2450","Jefferson","49","2450",3489,2290,1199,0,0
"G4802510","1880","Texas","480","Johnson","2510","Johnson","49","2510",17911,17337,574,0,0
"G4802530","1880","Texas","480","Jones","2530","Jones","49","2530",546,542,4,0,0
"G4802550","1880","Texas","480","Karnes","2550","Karnes","49","2550",3270,2780,489,0,1
"G4802570","1880","Texas","480","Kaufman","2570","Kaufman","49","2570",15448,13471,1974,3,0
"G4802590","1880","Texas","480","Kendall","2590","Kendall","49","2590",2763,2588,175,0,0
"G4802630","1880","Texas","480","Kent","2630","Kent","49","2630",92,92,0,0,0
"G4802650","1880","Texas","480","Kerr","2650","Kerr","49","2650",2168,2075,92,0,1
"G4802670","1880","Texas","480","Kimble","2670","Kimble","49","2670",1343,1335,8,0,0
"G4802690","1880","Texas","480","King","2690","King","49","2690",40,39,1,0,0
"G4802710","1880","Texas","480","Kinney","2710","Kinney","49","2710",4487,4006,475,0,6
"G4802750","1880","Texas","480","Knox","2750","Knox","49","2750",77,74,3,0,0
"G4802770","1880","Texas","480","Lamar","2770","Lamar","49","2770",27193,20445,6729,1,18
"G4802790","1880","Texas","480","Lamb","2790","Lamb","49","2790",0,0,0,0,0
"G4802810","1880","Texas","480","Lampasas","2810","Lampasas","49","2810",5421,5248,172,0,1
"G4802830","1880","Texas","480","La Salle","2830","La Salle","49","2830",789,775,14,0,0
"G4802850","1880","Texas","480","Lavaca","2850","Lavaca","49","2850",13641,10221,3420,0,0
"G4802870","1880","Texas","480","Lee","2870","Lee","49","2870",8937,6981,1956,0,0
"G4802890","1880","Texas","480","Leon","2890","Leon","49","2890",12817,7707,5102,0,8
"G4802910","1880","Texas","480","Liberty","2910","Liberty","49","2910",4999,2565,2433,0,1
"G4802930","1880","Texas","480","Limestone","2930","Limestone","49","2930",16246,13075,3171,0,0
"G4802950","1880","Texas","480","Lipscomb","2950","Lipscomb","49","2950",69,67,2,0,0
"G4802970","1880","Texas","480","Live Oak","2970","Live Oak","49","2970",1994,1918,76,0,0
"G4802990","1880","Texas","480","Llano","2990","Llano","49","2990",4962,4896,66,0,0
"G4803030","1880","Texas","480","Lubbock","3030","Lubbock","49","3030",25,25,0,0,0
"G4803050","1880","Texas","480","Lynn","3050","Lynn","49","3050",9,9,0,0,0
"G4803070","1880","Texas","480","McCulloch","3070","Mcculloch","49","3070",1533,1511,22,0,0
"G4803090","1880","Texas","480","McLennan","3090","Mclennan","49","3090",26934,19276,7643,3,12
"G4803110","1880","Texas","480","McMullen","3110","Mcmullen","49","3110",701,654,47,0,0
"G4803130","1880","Texas","480","Madison","3130","Madison","49","3130",5395,3693,1702,0,0
"G4803150","1880","Texas","480","Marion","3150","Marion","49","3150",10983,3759,7210,1,13
"G4803170","1880","Texas","480","Martin","3170","Martin","49","3170",12,12,0,0,0
"G4803190","1880","Texas","480","Mason","3190","Mason","49","3190",2655,2614,41,0,0
"G4803210","1880","Texas","480","Matagorda","3210","Matagorda","49","3210",3940,1416,2524,0,0
"G4803230","1880","Texas","480","Maverick","3230","Maverick","49","3230",2967,2873,94,0,0
"G4803250","1880","Texas","480","Medina","3250","Medina","49","3250",4492,4209,277,0,6
"G4803270","1880","Texas","480","Menard","3270","Menard","49","3270",1239,1202,37,0,0
"G4803310","1880","Texas","480","Milam","3310","Milam","49","3310",18659,14723,3934,0,2
"G4803350","1880","Texas","480","Mitchell","3350","Mitchell","49","3350",117,112,5,0,0
"G4803370","1880","Texas","480","Montague","3370","Montague","49","3370",11257,11210,47,0,0
"G4803390","1880","Texas","480","Montgomery","3390","Montgomery","49","3390",10154,4926,5220,0,8
"G4803410","1880","Texas","480","Moore","3410","Moore","49","3410",0,0,0,0,0
"G4803430","1880","Texas","480","Morris","3430","Morris","49","3430",5032,2988,2043,1,0
"G4803450","1880","Texas","480","Motley","3450","Motley","49","3450",24,24,0,0,0
"G4803470","1880","Texas","480","Nacogdoches","3470","Nacogdoches","49","3470",11590,8550,3040,0,0
"G4803490","1880","Texas","480","Navarro","3490","Navarro","49","3490",21702,16356,5344,0,2
"G4803510","1880","Texas","480","Newton","3510","Newton","49","3510",4359,2852,1507,0,0
"G4803530","1880","Texas","480","Nolan","3530","Nolan","49","3530",640,635,5,0,0
"G4803550","1880","Texas","480","Nueces","3550","Nueces","49","3550",7673,7044,629,0,0
"G4803570","1880","Texas","480","Ochiltree","3570","Ochiltree","49","3570",0,0,0,0,0
"G4803590","1880","Texas","480","Oldham","3590","Oldham","49","3590",287,287,0,0,0
"G4803610","1880","Texas","480","Orange","3610","Orange","49","3610",2938,2475,463,0,0
"G4803630","1880","Texas","480","Palo Pinto","3630","Palo Pinto","49","3630",5885,5797,85,0,3
"G4803650","1880","Texas","480","Panola","3650","Panola","49","3650",12219,7284,4924,0,11
"G4803670","1880","Texas","480","Parker","3670","Parker","49","3670",15870,15250,615,5,0
"G4803690","1880","Texas","480","Parmer","3690","Parmer","49","3690",0,0,0,0,0
"G4803710","1880","Texas","480","Pecos","3710","Pecos","49","3710",1807,1680,127,0,0
"G4803730","1880","Texas","480","Polk","3730","Polk","49","3730",7189,4342,2611,0,236
"G4803750","1880","Texas","480","Potter","3750","Potter","49","3750",28,26,2,0,0
"G4803770","1880","Texas","480","Presidio","3770","Presidio","49","3770",2873,2444,429,0,0
"G4803790","1880","Texas","480","Rains","3790","Rains","49","3790",3035,2785,250,0,0
"G4803810","1880","Texas","480","Randall","3810","Randall","49","3810",3,3,0,0,0
"G4803870","1880","Texas","480","Red River","3870","Red River","49","3870",17194,10912,6242,0,40
"G4803910","1880","Texas","480","Refugio","3910","Refugio","49","3910",1585,1249,336,0,0
"G4803930","1880","Texas","480","Roberts","3930","Roberts","49","3930",32,32,0,0,0
"G4803950","1880","Texas","480","Robertson","3950","Robertson","49","3950",22383,11386,10925,72,0
"G4803970","1880","Texas","480","Rockwall","3970","Rockwall","49","3970",2984,2898,83,0,3
"G4803990","1880","Texas","480","Runnels","3990","Runnels","49","3990",980,967,13,0,0
"G4804010","1880","Texas","480","Rusk","4010","Rusk","49","4010",18986,10807,8169,0,10
"G4804030","1880","Texas","480","Sabine","4030","Sabine","49","4030",4161,3168,993,0,0
"G4804050","1880","Texas","480","San Augustine","4050","San Augustine","49","4050",5084,3169,1915,0,0
"G4804070","1880","Texas","480","San Jacinto","4070","San Jacinto","49","4070",6186,2851,3293,0,42
"G4804090","1880","Texas","480","San Patricio","4090","San Patricio","49","4090",1010,936,74,0,0
"G4804110","1880","Texas","480","San Saba","4110","San Saba","49","4110",5324,5183,140,0,1
"G4804150","1880","Texas","480","Scurry","4150","Scurry","49","4150",102,94,8,0,0
"G4804170","1880","Texas","480","Shackelford","4170","Shackelford","49","4170",2037,1781,135,0,121
"G4804190","1880","Texas","480","Shelby","4190","Shelby","49","4190",9523,7369,2154,0,0
"G4804210","1880","Texas","480","Sherman","4210","Sherman","49","4210",0,0,0,0,0
"G4804230","1880","Texas","480","Smith","4230","Smith","49","4230",21863,11506,10357,0,0
"G4804250","1880","Texas","480","Somervell","4250","Somervell","49","4250",2649,2621,24,0,4
"G4804270","1880","Texas","480","Starr","4270","Starr","49","4270",8304,8093,211,0,0
"G4804290","1880","Texas","480","Stephens","4290","Stephens","49","4290",4725,4700,25,0,0
"G4804330","1880","Texas","480","Stonewall","4330","Stonewall","49","4330",104,91,10,0,3
"G4804370","1880","Texas","480","Swisher","4370","Swisher","49","4370",4,4,0,0,0
"G4804390","1880","Texas","480","Tarrant","4390","Tarrant","49","4390",24671,22488,2160,3,20
"G4804410","1880","Texas","480","Taylor","4410","Taylor","49","4410",1736,1728,8,0,0
"G4804450","1880","Texas","480","Terry","4450","Terry","49","4450",0,0,0,0,0
"G4804470","1880","Texas","480","Throckmorton","4470","Throckmorton","49","4470",711,699,12,0,0
"G4804490","1880","Texas","480","Titus","4490","Titus","49","4490",5959,4609,1346,0,4
"G4804510","1880","Texas","480","Tom Green","4510","Tom Green","49","4510",3615,2966,645,2,2
"G4804530","1880","Texas","480","Travis","4530","Travis","49","4530",27028,18410,8599,10,9
"G4804550","1880","Texas","480","Trinity","4550","Trinity","49","4550",4915,3753,1162,0,0
"G4804570","1880","Texas","480","Tyler","4570","Tyler","49","4570",5825,4323,1502,0,0
"G4804590","1880","Texas","480","Upshur","4590","Upshur","49","4590",10266,6884,3381,0,1
"G4804630","1880","Texas","480","Uvalde","4630","Uvalde","49","4630",2541,2478,63,0,0
"G4804670","1880","Texas","480","Van Zandt","4670","Van Zandt","49","4670",12619,11456,1163,0,0
"G4804690","1880","Texas","480","Victoria","4690","Victoria","49","4690",6289,3883,2406,0,0
"G4804710","1880","Texas","480","Walker","4710","Walker","49","4710",12024,5257,6766,0,1
"G4804730","1880","Texas","480","Waller","4730","Waller","49","4730",9024,3192,5830,0,2
"G4804770","1880","Texas","480","Washington","4770","Washington","49","4770",27565,12845,14719,1,0
"G4804790","1880","Texas","480","Webb","4790","Webb","49","4790",5273,5089,184,0,0
"G4804810","1880","Texas","480","Wharton","4810","Wharton","49","4810",4549,917,3631,0,1
"G4804830","1880","Texas","480","Wheeler","4830","Wheeler","49","4830",512,477,35,0,0
"G4804850","1880","Texas","480","Wichita","4850","Wichita","49","4850",433,416,17,0,0
"G4804870","1880","Texas","480","Wilbarger","4870","Wilbarger","49","4870",126,126,0,0,0
"G4804910","1880","Texas","480","Williamson","4910","Williamson","49","4910",15155,13520,1631,0,4
"G4804930","1880","Texas","480","Wilson","4930","Wilson","49","4930",7118,6197,921,0,0
"G4804970","1880","Texas","480","Wise","4970","Wise","49","4970",16601,16436,165,0,0
"G4804990","1880","Texas","480","Wood","4990","Wood","49","4990",11212,8653,2558,0,1
"G4805010","1880","Texas","480","Yoakum","5010","Yoakum","49","5010",0,0,0,0,0
"G4805030","1880","Texas","480","Young","5030","Young","49","5030",4726,4709,17,0,0
"G4805050","1880","Texas","480","Zapata","5050","Zapata","49","5050",3636,3620,7,0,9
"G4805070","1880","Texas","480","Zavala","5070","Zavala","49","5070",410,400,10,0,0
"G4950015","1880","Utah Territory","495","Beaver","0015","Beaver","67","10",3918,3828,22,28,40
"G4950035","1880","Utah Territory","495","Box Elder","0035","Box Elder","67","30",6761,6357,8,159,237
"G4950055","1880","Utah Territory","495","Cache","0055","Cache","67","50",12562,12544,9,0,9
"G4950115","1880","Utah Territory","495","Davis","0115","Davis","67","110",5279,5272,0,0,7
"G4950155","1880","Utah Territory","495","Emery","0155","Emery","67","150",556,555,1,0,0
"G4950295","1880","Utah Territory","495","Iron","0295","Iron","67","210",4013,3944,14,0,55
"G4950315","1880","Utah Territory","495","Juab","0315","Juab","67","230",3474,3468,2,0,4
"G4950335","1880","Utah Territory","495","Kane","0335","Kane","67","250",3085,3079,0,0,6
"G4950375","1880","Utah Territory","495","Millard","0375","Millard","67","270",3727,3721,1,1,4
"G4950395","1880","Utah Territory","495","Morgan","0395","Morgan","67","290",1783,1766,0,17,0
"G4950415","1880","Utah Territory","495","Piute","0415","Piute","67","310",1651,1529,2,0,120
"G4950435","1880","Utah Territory","495","Rich","0435","Rich","67","330",1263,1262,0,0,1
"G4950495","1880","Utah Territory","495","Salt Lake","0495","Salt Lake","67","350",31977,31694,133,131,19
"G4950515","1880","Utah Territory","495","San Juan","0515","San Juan","67","370",204,204,0,0,0
"G4950535","1880","Utah Territory","495","Sanpete","0535","Sanpete","67","390",11557,11484,2,0,71
"G4950555","1880","Utah Territory","495","Sevier","0555","Sevier","67","410",4457,4455,0,0,2
"G4950595","1880","Utah Territory","495","Summit","0595","Summit","67","430",4921,4845,7,67,2
"G4950615","1880","Utah Territory","495","Tooele","0615","Tooele","67","450",4497,4330,5,10,152
"G4950635","1880","Utah Territory","495","Uintah","0635","Uintah","67","470",799,780,1,0,18
"G4950675","1880","Utah Territory","495","Utah","0675","Utah","67","490",17973,17942,6,0,25
"G4950715","1880","Utah Territory","495","Wasatch","0715","Wasatch","67","510",2927,2918,1,2,6
"G4950735","1880","Utah Territory","495","Washington","0735","Washington","67","530",4235,4155,1,53,26
"G4950755","1880","Utah Territory","495","Weber","0755","Weber","67","570",12344,12291,17,33,3
"G5000010","1880","Vermont","500","Addison","0010","Addison","6","10",24173,24048,125,0,0
"G5000030","1880","Vermont","500","Bennington","0030","Bennington","6","30",21950,21798,151,0,1
"G5000050","1880","Vermont","500","Caledonia","0050","Caledonia","6","50",23607,23590,16,0,1
"G5000070","1880","Vermont","500","Chittenden","0070","Chittenden","6","70",32792,32584,208,0,0
"G5000090","1880","Vermont","500","Essex","0090","Essex","6","90",7931,7916,10,0,5
"G5000110","1880","Vermont","500","Franklin","0110","Franklin","6","110",30225,30131,94,0,0
"G5000130","1880","Vermont","500","Grand Isle","0130","Grand Isle","6","130",4124,4110,12,0,2
"G5000150","1880","Vermont","500","Lamoille","0150","Lamoille","6","150",12684,12678,6,0,0
"G5000170","1880","Vermont","500","Orange","0170","Orange","6","170",23525,23508,17,0,0
"G5000190","1880","Vermont","500","Orleans","0190","Orleans","6","190",22083,22060,23,0,0
"G5000210","1880","Vermont","500","Rutland","0210","Rutland","6","210",41829,41653,174,0,2
"G5000230","1880","Vermont","500","Washington","0230","Washington","6","230",25404,25370,34,0,0
"G5000250","1880","Vermont","500","Windham","0250","Windham","6","250",26763,26673,90,0,0
"G5000270","1880","Vermont","500","Windsor","0270","Windsor","6","270",35196,35099,97,0,0
"G5100010","1880","Virginia","510","Accomack","0010","Accomack","40","10",24408,15015,9393,0,0
"G5100030","1880","Virginia","510","Albemarle","0030","Albemarle","40","30",32618,15959,16659,0,0
"G5100035","1880","Virginia","510","Alexandria","0035","Alexandria","40","130",17546,9972,7574,0,0
"G5100050","1880","Virginia","510","Alleghany","0050","Alleghany","40","50",5586,4454,1132,0,0
"G5100070","1880","Virginia","510","Amelia","0070","Amelia","40","70",10377,3037,7340,0,0
"G5100090","1880","Virginia","510","Amherst","0090","Amherst","40","90",18709,10001,8702,0,6
"G5100110","1880","Virginia","510","Appomattox","0110","Appomattox","40","110",10080,5153,4927,0,0
"G5100150","1880","Virginia","510","Augusta","0150","Augusta","40","150",35710,26393,9310,0,7
"G5100170","1880","Virginia","510","Bath","0170","Bath","40","170",4482,3521,961,0,0
"G5100190","1880","Virginia","510","Bedford","0190","Bedford","40","190",31205,18528,12677,0,0
"G5100210","1880","Virginia","510","Bland","0210","Bland","40","210",5004,4750,254,0,0
"G5100230","1880","Virginia","510","Botetourt","0230","Botetourt","40","230",14809,10159,4650,0,0
"G5100250","1880","Virginia","510","Brunswick","0250","Brunswick","40","250",16707,6022,10685,0,0
"G5100270","1880","Virginia","510","Buchanan","0270","Buchanan","40","270",5694,5661,33,0,0
"G5100290","1880","Virginia","510","Buckingham","0290","Buckingham","40","290",15540,6767,8773,0,0
"G5100310","1880","Virginia","510","Campbell","0310","Campbell","40","310",36250,17297,18953,0,0
"G5100330","1880","Virginia","510","Caroline","0330","Caroline","40","330",17243,7606,9628,0,9
"G5100350","1880","Virginia","510","Carroll","0350","Carroll","40","350",13323,12977,346,0,0
"G5100360","1880","Virginia","510","Charles City","0360","Charles City","40","360",5512,1761,3751,0,0
"G5100370","1880","Virginia","510","Charlotte","0370","Charlotte","40","370",16653,5704,10949,0,0
"G5100410","1880","Virginia","510","Chesterfield","0410","Chesterfield","40","410",25085,13564,11521,0,0
"G5100430","1880","Virginia","510","Clarke","0430","Clarke","40","430",7682,5145,2537,0,0
"G5100450","1880","Virginia","510","Craig","0450","Craig","40","450",3794,3558,236,0,0
"G5100470","1880","Virginia","510","Culpeper","0470","Culpeper","40","470",13408,6785,6623,0,0
"G5100490","1880","Virginia","510","Cumberland","0490","Cumberland","40","490",10540,3123,7417,0,0
"G5100510","1880","Virginia","510","Dickenson","0510","Dickenson","40","510",,,,,
"G5100530","1880","Virginia","510","Dinwiddie","0530","Dinwiddie","40","530",32870,14437,18428,0,5
"G5100550","1880","Virginia","510","Elizabeth City","0550","Elizabeth City","40","550",10689,4156,6531,0,2
"G5100570","1880","Virginia","510","Essex","0570","Essex","40","570",11032,3463,7569,0,0
"G5100590","1880","Virginia","510","Fairfax","0590","Fairfax","40","590",16025,10761,5264,0,0
"G5100610","1880","Virginia","510","Fauquier","0610","Fauquier","40","610",22993,13688,9305,0,0
"G5100630","1880","Virginia","510","Floyd","0630","Floyd","40","630",13255,11981,1274,0,0
"G5100650","1880","Virginia","510","Fluvanna","0650","Fluvanna","40","650",10802,5512,5290,0,0
"G5100670","1880","Virginia","510","Franklin","0670","Franklin","40","670",25084,17069,8015,0,0
"G5100690","1880","Virginia","510","Frederick","0690","Frederick","40","690",17553,14997,2556,0,0
"G5100710","1880","Virginia","510","Giles","0710","Giles","40","710",8794,7685,1109,0,0
