GISJOIN,year,state,census_pop,enslaved,farmv_total,improved,unimproved,slavery_legal,total_farmland
G4100610,1900,Oregon,16070,0,8587507,162495,228804,0,391299
G3400090,1900,New Jersey,13201,0,1691357,24387,29979,0,54366
G3900410,1900,Ohio,26401,0,13366614,234482,47914,0,282396
G2101170,1900,Kentucky,63591,0,5269531,86867,8381,1,95248
G2200730,1900,Louisiana,20947,0,2366226,78150,103770,1,181920
G2000710,1900,Kansas,493,0,223429,4778,13305,0,18083
G3101390,1900,Nebraska,8445,0,8449454,226699,67137,0,293836
G4600670,1900,South Dakota,11897,0,11832785,435998,89394,0,525392
G4804450,1900,Texas,48,0,585711,115,287725,1,287840
G2901170,1900,Missouri,22302,0,13456178,246638,74430,1,321068
G3200090,1900,Nevada,1972,0,366595,6610,16188,0,22798
G4200910,1900,Pennsylvania,138995,0,49281102,239764,31005,0,270769
G5500670,1900,Wisconsin,12553,0,2275044,31168,65761,0,96929
G5400290,1900,West Virginia,6693,0,2207012,36201,12288,1,48489
G0600010,1900,California,130197,0,34619536,226118,172171,0,398289
G3800210,1900,North Dakota,6061,0,4176813,249915,220895,0,470810
G3700010,1900,North Carolina,25665,0,2671967,97229,146949,1,244178
G4600430,1900,South Dakota,5012,0,3540210,150965,96855,0,247820
G3000490,1900,Montana,19171,0,4613368,63682,379443,0,443125
G4803490,1900,Texas,43374,0,11957205,301290,195385,1,496675
G3901390,1900,Ohio,44289,0,14261449,239351,64892,0,304243
G5401090,1900,West Virginia,8380,0,1393775,38210,95926,1,134136
G5400730,1900,West Virginia,9345,0,1923588,52061,25682,1,77743
G4700110,1900,Tennessee,15759,0,2408751,93040,99041,1,192081
G1801250,1900,Indiana,20486,0,5933183,172689,28035,0,200724
G5300770,1900,Washington,13462,0,6761376,104680,437696,0,542376
G1201070,1900,Florida,11641,0,938644,14466,55468,1,69934
G0501030,1900,Arkansas,20892,0,1515645,94497,168951,1,263448
G5100950,1900,Virginia,3688,0,897053,22374,46989,1,69363
G0501150,1900,Arkansas,21715,0,2668603,119079,137517,1,256596
G1800550,1900,Indiana,28530,0,9839820,269545,63214,0,332759
G0600470,1900,California,9215,0,22636859,613376,1089591,0,1702967
G3700070,1900,North Carolina,21870,0,2499126,116084,193902,1,309986
G1900610,1900,Iowa,56403,0,20941839,259735,107468,0,367203
G4900070,1900,Utah,5004,0,459261,8780,19195,0,27975
G2600610,1900,Michigan,66063,0,922181,18193,30259,0,48452
G4600930,1900,South Dakota,4907,0,2972952,59534,204407,0,263941
G4805070,1900,Texas,792,0,1311849,2338,429334,1,431672
G4500670,1900,South Carolina,35181,0,5356832,156893,259474,1,416367
G3101570,1900,Nebraska,2552,0,2187832,39490,134592,0,174082
G4803650,1900,Texas,21404,0,2366582,140931,196782,1,337713
G3101190,1900,Nebraska,16976,0,11269237,280031,80648,0,360679
G4701590,1900,Tennessee,19026,0,4875643,115240,88630,1,203870
G0100230,1900,Alabama,18136,0,1739493,107684,256921,1,364605
G3100210,1900,Nebraska,13040,0,12810115,277464,15269,0,292733
G2000790,1900,Kansas,17591,0,9437573,276465,50351,0,326816
G1900170,1900,Iowa,16305,0,16354178,242494,33007,0,275501
G2900530,1900,Missouri,22532,0,13501315,264760,73681,1,338441
G3900830,1900,Ohio,27768,0,13536082,267660,58389,0,326049
G1801170,1900,Indiana,16854,0,4152408,160648,87020,0,247668
G2001150,1900,Kansas,20676,0,13697661,419763,147486,0,567249
G2100250,1900,Kentucky,14322,0,1386144,59914,201633,1,261547
G2200710,1900,Louisiana,287104,0,3134339,7167,9057,1,16224
G2001250,1900,Kansas,29039,0,9696926,271718,118662,0,390380
G2902230,1900,Missouri,15309,0,2392853,83022,114391,1,197413
G2801370,1900,Mississippi,20618,0,3088442,120504,97836,1,218340
G1302010,1900,Georgia,6319,0,535863,40463,78110,1,118573
G4804090,1900,Texas,2372,0,2010423,12110,389894,1,402004
G1700310,1900,Illinois,1838735,0,81034575,349519,57524,0,407043
G2901150,1900,Missouri,25503,0,14093253,304720,88734,1,393454
G4701790,1900,Tennessee,22604,0,4199535,132789,52284,1,185073
G3100950,1900,Nebraska,15196,0,12362458,278445,80809,0,359254
G4500590,1900,South Carolina,37382,0,5251578,201065,202072,1,403137
G3701570,1900,North Carolina,33163,0,3586778,115874,220845,1,336719
G3700730,1900,North Carolina,10413,0,1330742,53425,84069,1,137494
G2900870,1900,Missouri,17083,0,13943962,224996,40924,1,265920
G2701470,1900,Minnesota,16524,0,12966558,226873,36498,0,263371
G1301490,1900,Georgia,11177,0,1304094,73652,75539,1,149191
G3901130,1900,Ohio,130146,0,22312189,234828,46110,0,280938
G2101130,1900,Kentucky,11925,0,5790191,88152,10546,1,98698
G2800330,1900,Mississippi,24751,0,3946402,151066,106705,1,257771
G2200610,1900,Louisiana,15898,0,1775956,116143,129819,1,245962
G2801150,1900,Mississippi,18274,0,2256608,85333,154993,1,240326
G2700030,1900,Minnesota,11313,0,4148946,87072,87626,0,174698
G1901550,1900,Iowa,54336,0,35085925,523790,76140,0,599930
G2901010,1900,Missouri,27843,0,15372688,411544,76587,1,488131
G0100250,1900,Alabama,27790,0,2677211,135633,343334,1,478967
G5101690,1900,Virginia,22694,0,4059093,149572,147783,1,297355
G1801450,1900,Indiana,26491,0,16388232,218744,32219,0,250963
G0800890,1900,Colorado,11522,0,6488096,68036,176558,0,244594
G3600470,1900,New York,1166582,0,10704223,5989,491,0,6480
G1701070,1900,Illinois,28680,0,31639852,357205,23832,0,381037
G4804510,1900,Texas,6804,0,4213600,20862,1125629,1,1146491
G1700110,1900,Illinois,41112,0,37970986,453244,69718,0,522962
G0600590,1900,California,19696,0,22346595,236847,362589,0,599436
G1901170,1900,Iowa,16126,0,11076330,198724,64950,0,263674
G3700450,1900,North Carolina,25078,0,4022296,126058,131984,1,258042
G4802590,1900,Texas,4103,0,2110433,22300,317353,1,339653
G1302450,1900,Georgia,53735,0,1676205,53835,62048,1,115883
G4600390,1900,South Dakota,6656,0,6458233,201840,88272,0,290112
G3701030,1900,North Carolina,8226,0,1202738,56122,134906,1,191028
G1700770,1900,Illinois,33871,0,8593287,202256,90406,0,292662
G4800130,1900,Texas,7143,0,3622010,51605,740144,1,791749
G2700410,1900,Minnesota,17964,0,8273041,192084,156218,0,348302
G3700690,1900,North Carolina,25116,0,2646762,117900,149630,1,267530
G0100670,1900,Alabama,36147,0,3649787,239388,297634,1,537022
G5300030,1900,Washington,3366,0,1915360,37516,91133,0,128649
G4700190,1900,Tennessee,16688,0,2496694,55637,79201,1,134838
G3701010,1900,North Carolina,32250,0,4383438,167339,203661,1,371000
G2100970,1900,Kentucky,18570,0,7248125,170330,24150,1,194480
G0501110,1900,Arkansas,7025,0,1075159,27615,63750,1,91365
G3100710,1900,Nebraska,2127,0,1251807,43991,62479,0,106470
G3900950,1900,Ohio,153559,0,14973762,131098,36035,0,167133
G1302110,1900,Georgia,15813,0,2096964,100283,77669,1,177952
G4805010,1900,Texas,26,0,165087,10,140150,1,140160
G0100070,1900,Alabama,18498,0,1717459,52128,132235,1,184363
G1600390,1900,Idaho,2286,0,1034259,11367,18186,0,29553
G0501430,1900,Arkansas,34256,0,7816255,237606,252105,1,489711
G4700790,1900,Tennessee,24208,0,4671118,172809,147689,1,320498
G3100990,1900,Nebraska,9866,0,8788168,266017,46374,0,312391
G1801610,1900,Indiana,6748,0,5740050,79951,21759,0,101710
G3600190,1900,New York,47430,0,12055032,214929,220896,0,435825
G4801190,1900,Texas,15249,0,3718887,106213,38938,1,145151
G5600130,1900,Wyoming,5357,0,4801187,34765,1337801,0,1372566
G0100370,1900,Alabama,16144,0,1708125,96176,203269,1,299445
G2000430,1900,Kansas,15079,0,11455640,195784,31796,0,227580
G5101930,1900,Virginia,9243,0,1553573,70068,57517,1,127585
G4701730,1900,Tennessee,12894,0,1694068,80654,72264,1,152918
G4701190,1900,Tennessee,42703,0,11826216,233671,134433,1,368104
G5300350,1900,Washington,6767,0,757608,5204,23928,0,29132
G3000010,1900,Montana,5615,0,5451808,168451,217184,0,385635
G5108300,1900,Virginia,2044,0,21977,166,97,1,263
G3800790,1900,North Dakota,7995,0,2692563,127777,129917,0,257694
G3700970,1900,North Carolina,29064,0,4216859,159174,194189,1,353363
G3600430,1900,New York,51049,0,15041046,272158,111022,0,383180
G2001050,1900,Kansas,9886,0,7637455,236000,211758,0,447758
G3100570,1900,Nebraska,2434,0,1814795,90041,164422,0,254463
G0800710,1900,Colorado,21842,0,3834234,38441,381062,0,419503
G2101330,1900,Kentucky,9172,0,1023141,49876,113005,1,162881
G5500190,1900,Wisconsin,25848,0,10330664,120964,204791,0,325755
G4801970,1900,Texas,3634,0,1889774,43764,331616,1,375380
G4600910,1900,South Dakota,5942,0,4518861,218426,194278,0,412704
G3700210,1900,North Carolina,44288,0,6627473,142283,206361,1,348644
G2601570,1900,Michigan,35890,0,15408257,301147,142728,0,443875
G3801030,1900,North Dakota,8310,0,6688340,291201,178803,0,470004
G5101450,1900,Virginia,6824,0,1469551,56629,87816,1,144445
G2100950,1900,Kentucky,9838,0,1338957,46975,132510,1,179485
G5101950,1900,Virginia,19653,0,1642209,43196,75074,1,118270
G2600410,1900,Michigan,23881,0,1737452,33088,60622,0,93710
G4900030,1900,Utah,10009,0,4429116,90703,479966,0,570669
G2100070,1900,Kentucky,10761,0,2764964,84401,46096,1,130497
G1300310,1900,Georgia,21377,0,3308510,107943,330751,1,438694
G1800430,1900,Indiana,30118,0,3201493,53901,27693,0,81594
G5101990,1900,Virginia,7482,0,930212,24345,28629,1,52974
G3700890,1900,North Carolina,14104,0,2313014,61670,103739,1,165409
G2901810,1900,Missouri,13186,0,1404958,63496,96227,1,159723
G4803110,1900,Texas,1024,0,1397806,2859,501519,1,504378
G2101350,1900,Kentucky,17868,0,2635156,101670,117481,1,219151
G1200650,1900,Florida,16195,0,1278627,101570,72572,1,174142
G1901470,1900,Iowa,14354,0,13169105,326854,15655,0,342509
G3100670,1900,Nebraska,30051,0,21940212,464937,74812,0,539749
G1800450,1900,Indiana,21446,0,12984771,196238,48913,0,245151
G3700350,1900,North Carolina,22133,0,3302930,116379,123445,1,239824
G2600990,1900,Michigan,33244,0,17958652,222753,63613,0,286366
G2700110,1900,Minnesota,8731,0,6151572,243724,33244,0,276968
G3901170,1900,Ohio,17879,0,11249506,194642,53761,0,248403
G1901690,1900,Iowa,23159,0,21925924,329856,26798,0,356654
G2001410,1900,Kansas,11844,0,8327652,385429,177185,0,562614
G2002090,1900,Kansas,73227,0,9252477,61354,19077,0,80431
G1901450,1900,Iowa,24187,0,21648571,311495,26637,0,338132
G1201310,1900,Florida,9346,0,573706,18502,78337,1,96839
G4802790,1900,Texas,31,0,472152,370,158150,1,158520
G0500810,1900,Arkansas,13731,0,1847588,67462,108751,1,176213
G0500970,1900,Arkansas,9444,0,1195077,53422,157669,1,211091
G3601050,1900,New York,32306,0,12474144,201032,277751,0,478783
G0800190,1900,Colorado,7082,0,111434,1196,9692,0,10888
G3200010,1900,Nevada,830,0,1012386,30188,26303,0,56491
G4701330,1900,Tennessee,13353,0,1808752,99414,136201,1,235615
G4802210,1900,Texas,9146,0,2639834,115113,116092,1,231205
G5600110,1900,Wyoming,3137,0,4271113,39044,256107,0,295151
G1302810,1900,Georgia,4748,0,368130,24385,55631,1,80016
G0501490,1900,Arkansas,22750,0,3078116,113356,138885,1,252241
G2000690,1900,Kansas,1264,0,1527891,31590,139460,0,171050
G2600550,1900,Michigan,20479,0,4346397,83423,65226,0,148649
G2901970,1900,Missouri,10840,0,6489765,162867,35663,1,198530
G2902050,1900,Missouri,16167,0,10087016,245638,61876,1,307514
G0801090,1900,Colorado,3853,0,3578576,119587,209750,0,329337
G5100990,1900,Virginia,6918,0,1223085,67039,36490,1,103529
G0800750,1900,Colorado,3292,0,3444842,57639,124874,0,182513
G2102310,1900,Kentucky,14892,0,1991669,121483,164831,1,286314
G1700930,1900,Illinois,11467,0,15316625,185555,15295,0,200850
G3600230,1900,New York,27576,0,11009891,232647,70607,0,303254
G5600330,1900,Wyoming,5122,0,5516191,55567,754697,0,810264
G2801010,1900,Mississippi,19708,0,2394546,114928,184713,1,299641
G4200050,1900,Pennsylvania,52551,0,14794229,277262,90605,0,367867
G1701450,1900,Illinois,19830,0,5671481,171916,54465,0,226381
G0500410,1900,Arkansas,11511,0,2028921,61388,60913,1,122301
G2601430,1900,Michigan,1787,0,175897,4219,18982,0,23201
G5300110,1900,Washington,13419,0,5195255,51102,141635,0,192737
G3550555,1900,New Mexico Territory,13895,0,2173093,11973,53956,1,65929
G1200750,1900,Florida,8603,0,713927,28534,61923,1,90457
G1300610,1900,Georgia,8568,0,1065782,68362,48792,1,117154
G2102350,1900,Kentucky,25015,0,2422860,116503,160283,1,276786
G0600190,1900,California,37862,0,42829477,786337,498399,0,1284736
G4601070,1900,South Dakota,2988,0,2152326,148518,140975,0,289493
G1300270,1900,Georgia,18606,0,2223083,107695,180360,1,288055
G1801510,1900,Indiana,15219,0,8013622,139657,46182,0,185839
G2200690,1900,Louisiana,33216,0,4001814,125341,190730,1,316071
G2900150,1900,Missouri,16556,0,6369051,190928,176819,1,367747
G2101150,1900,Kentucky,13730,0,1563318,85441,80286,1,165727
G1901430,1900,Iowa,8725,0,10631868,236099,10776,0,246875
G2101850,1900,Kentucky,7078,0,3654675,88633,22871,1,111504
G3900450,1900,Ohio,34259,0,16550887,266174,42455,0,308629
G2700250,1900,Minnesota,13248,0,5906326,85277,129501,0,214778
G1302630,1900,Georgia,12197,0,1233531,79768,104650,1,184418
G3900430,1900,Ohio,37650,0,10547996,123140,25276,0,148416
G2601130,1900,Michigan,9308,0,1381103,33498,67916,0,101414
G1901130,1900,Iowa,55392,0,28128851,351998,80890,0,432888
G3700190,1900,North Carolina,12657,0,958876,31243,220874,1,252117
G0801130,1900,Colorado,5379,0,1115206,10088,35478,0,45566
G1900390,1900,Iowa,12440,0,10883038,197318,62173,0,259491
G2800570,1900,Mississippi,13544,0,1495236,80228,192167,1,272395
G4050095,1900,Oklahoma Territory,12264,0,4805723,144611,311204,1,455815
G2101010,1900,Kentucky,32907,0,9263925,216725,40992,1,257717
G0900110,1900,Connecticut,82758,0,10436511,127331,197375,0,324706
G3400070,1900,New Jersey,107643,0,6978422,55370,21165,0,76535
G3600010,1900,New York,165571,0,15866867,245969,52687,0,298656
G3901570,1900,Ohio,53751,0,14324419,275206,64580,0,339786
G3800650,1900,North Dakota,990,0,534960,21573,40508,0,62081
G2800970,1900,Mississippi,16536,0,1887538,91375,124592,1,215967
G2700690,1900,Minnesota,7889,0,6528478,205544,134133,0,339677
G4800110,1900,Texas,1205,0,3554898,22486,1037805,1,1060291
G4700490,1900,Tennessee,6106,0,905097,37607,139415,1,177022
G2800830,1900,Mississippi,23834,0,4900831,117013,75095,1,192108
G3900090,1900,Ohio,38730,0,8759387,229399,67767,0,297166
G2900250,1900,Missouri,16656,0,12581766,246077,30750,1,276827
G4500870,1900,South Carolina,25501,0,2745935,109150,181401,1,290551
G1201190,1900,Florida,6187,0,951715,20525,60769,1,81294
G5600470,1900,Wyoming,369,0,NA,NA,NA,0,NA
G2700470,1900,Minnesota,21838,0,17412256,342876,93872,0,436748
G4802030,1900,Texas,31878,0,2936091,175020,173906,1,348926
G3100390,1900,Nebraska,14584,0,16728728,332802,31263,0,364065
G4700770,1900,Tennessee,18117,0,2268393,109876,189114,1,298990
G4900150,1900,Utah,4657,0,1272268,25918,28263,0,54181
G5500910,1900,Wisconsin,7905,0,3254996,68811,67552,0,136363
G5100110,1900,Virginia,9662,0,1414485,84602,109330,1,193932
G4801670,1900,Texas,44116,0,2803544,18091,66930,1,85021
G1701310,1900,Illinois,20945,0,19540874,258074,72628,0,330702
G1900950,1900,Iowa,19544,0,20648403,312378,56401,0,368779
G2500030,1900,Massachusetts,95667,0,16625757,200034,272254,0,472288
G3101650,1900,Nebraska,2055,0,2871905,34364,215185,0,249549
G2700610,1900,Minnesota,4573,0,338147,4274,23367,0,27641
G4500790,1900,South Carolina,45589,0,2946834,98016,140177,1,238193
G4900050,1900,Utah,18139,0,6347995,166272,150390,0,316662
G3101590,1900,Nebraska,15690,0,14237283,315418,44147,0,359565
G2001630,1900,Kansas,7960,0,4515271,211789,277343,0,489132
G5101670,1900,Virginia,18031,0,5682115,161395,131002,1,292397
G1700210,1900,Illinois,32790,0,27517815,409057,16885,0,425942
G5500510,1900,Wisconsin,6616,0,160169,2320,8475,0,10795
G2001490,1900,Kansas,18470,0,16675885,315073,241468,0,556541
G4803810,1900,Texas,963,0,1662293,8278,569118,1,577396
G2300310,1900,Maine,64885,0,12961121,141203,297422,0,438625
G2700390,1900,Minnesota,13340,0,9649612,219508,39471,0,258979
G2100270,1900,Kentucky,20534,0,3867329,231596,126307,1,357903
G4803510,1900,Texas,7282,0,625172,22397,86785,1,109182
G0100630,1900,Alabama,24182,0,2784740,150087,145955,1,296042
G2900890,1900,Missouri,18337,0,10183366,213894,71627,1,285521
G2500050,1900,Massachusetts,252029,0,13649394,73919,121775,0,195694
G4701210,1900,Tennessee,7491,0,1874599,64248,60571,1,124819
G1100010,1900,District of Columbia,NA,NA,NA,NA,NA,1,NA
G5500650,1900,Wisconsin,20959,0,20015551,287785,101275,0,389060
G2900330,1900,Missouri,26455,0,17193925,371073,48172,1,419245
G5400350,1900,West Virginia,22987,0,5229620,184167,98960,1,283127
G1701090,1900,Illinois,28412,0,25438205,307108,51045,0,358153
G4700910,1900,Tennessee,10589,0,2159887,55992,66578,1,122570
G4050055,1900,Oklahoma Territory,15981,0,8700568,370193,149142,1,519335
G2101210,1900,Kentucky,17372,0,1823789,96026,103192,1,199218
G2100990,1900,Kentucky,18390,0,3837171,157729,82794,1,240523
G2901410,1900,Missouri,12175,0,5264420,139649,127808,1,267457
G5400190,1900,West Virginia,31987,0,2037686,46935,71842,1,118777
G4701010,1900,Tennessee,4455,0,609656,15967,46315,1,62282
G0800230,1900,Colorado,4632,0,2453619,79678,554527,0,634205
G2800590,1900,Mississippi,16513,0,790363,8239,118131,1,126370
G1301350,1900,Georgia,25585,0,3124794,147256,136106,1,283362
G4600730,1900,South Dakota,2798,0,1892986,155245,156237,0,311482
G2901870,1900,Missouri,24051,0,4321149,97765,109920,1,207685
G2800490,1900,Mississippi,52577,0,5616454,251369,142677,1,394046
G4700370,1900,Tennessee,122815,0,14679999,177337,125507,1,302844
G4201230,1900,Pennsylvania,38946,0,8235793,131545,145017,0,276562
G4600810,1900,South Dakota,17897,0,2471646,38502,82093,0,120595
G2101410,1900,Kentucky,25994,0,6956417,221350,95202,1,316552
G4800270,1900,Texas,45535,0,13909399,323864,239256,1,563120
G0500530,1900,Arkansas,7671,0,862389,45430,97699,1,143129
G3600910,1900,New York,61089,0,12619250,271135,134944,0,406079
G4804650,1900,Texas,5263,0,3059344,3316,1794816,1,1798132
G0900070,1900,Connecticut,41760,0,6002437,51491,99114,0,150605
G2800790,1900,Mississippi,17360,0,1850987,102736,199528,1,302264
G3901190,1900,Ohio,53185,0,12666550,333865,71616,0,405481
G0600430,1900,California,4720,0,1328151,14003,146153,0,160156
G2600150,1900,Michigan,22514,0,12571569,251826,90331,0,342157
G4803330,1900,Texas,7851,0,2398577,61650,274530,1,336180
G1800270,1900,Indiana,29914,0,9185209,223610,36034,0,259644
G5107500,1900,Virginia,3344,0,149721,2497,510,1,3007
G5300330,1900,Washington,110053,0,7740547,42196,238362,0,280558
G4801470,1900,Texas,51793,0,14399259,346288,103111,1,449399
G3550315,1900,New Mexico Territory,13777,0,2566331,18152,56071,1,74223
G4701270,1900,Tennessee,5706,0,1496259,43195,25548,1,68743
G2601610,1900,Michigan,47761,0,21453765,332344,90558,0,422902
G4701170,1900,Tennessee,18763,0,5585711,136927,92555,1,229482
G4600030,1900,South Dakota,4011,0,3736049,214944,125088,0,340032
G1301770,1900,Georgia,10344,0,1182538,100489,69944,1,170433
G3550395,1900,New Mexico Territory,22053,0,4300631,23531,980936,1,1004467
G3701950,1900,North Carolina,23596,0,3003481,99762,112924,1,212686
G4700970,1900,Tennessee,21971,0,4022894,119545,96420,1,215965
G4100630,1900,Oregon,5538,0,2775356,55131,138124,0,193255
G2101790,1900,Kentucky,16587,0,5235550,153862,70745,1,224607
G4701610,1900,Tennessee,15224,0,2199755,83199,114495,1,197694
G5500330,1900,Wisconsin,25043,0,8748003,218067,213011,0,431078
G4700850,1900,Tennessee,13398,0,2587574,69095,166274,1,235369
G4700810,1900,Tennessee,16367,0,3104549,87673,155142,1,242815
G3200230,1900,Nevada,1140,0,893121,16143,30110,0,46253
G4600890,1900,South Dakota,6327,0,2617525,169470,249874,0,419344
G4601270,1900,South Dakota,11153,0,11281456,233383,39717,0,273100
G0800690,1900,Colorado,12168,0,9920153,180353,363110,0,543463
G3701270,1900,North Carolina,25478,0,2848843,119988,188329,1,308317
G4600770,1900,South Dakota,9866,0,7807140,303991,155390,0,459381
G5501390,1900,Wisconsin,58225,0,17471199,201572,66404,0,267976
G5500010,1900,Wisconsin,9141,0,4214007,125064,178521,0,303585
