GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,AJR001,AJU001,AJU002,AJU003,AJV001,AJV002
"G5101550","1870","Virginia","510","Pulaski","1550","Pulaski","40","1550",6538,61250,110604,0,2500533,44286
"G5101570","1870","Virginia","510","Rappahannock","1570","Rappahannock","40","1570",8261,84135,42695,5,1847386,47830
"G5101590","1870","Virginia","510","Richmond","1590","Richmond","40","1590",6503,50206,49971,2129,1000685,15655
"G5101610","1870","Virginia","510","Roanoke","1610","Roanoke","40","1610",9350,69553,74788,19440,3235520,63578
"G5101630","1870","Virginia","510","Rockbridge","1630","Rockbridge","40","1630",16058,100794,110252,2388,3950537,88572
"G5101650","1870","Virginia","510","Rockingham","1650","Rockingham","40","1650",23668,184134,129687,409,9218090,241655
"G5101670","1870","Virginia","510","Russell","1670","Russell","40","1670",11103,74209,132391,140,1662746,45908
"G5101690","1870","Virginia","510","Scott","1690","Scott","40","1690",13036,70449,158004,13,1181395,35467
"G5101710","1870","Virginia","510","Shenandoah","1710","Shenandoah","40","1710",14936,114931,81063,4272,4409310,116037
"G5101730","1870","Virginia","510","Smyth","1730","Smyth","40","1730",8898,56478,87138,1845,1755188,31411
"G5101750","1870","Virginia","510","Southampton","1750","Southampton","40","1750",12285,123059,165857,400,1203975,38885
"G5101770","1870","Virginia","510","Spotsylvania","1770","Spotsylvania","40","1770",11728,65324,68652,36091,1789206,37967
"G5101790","1870","Virginia","510","Stafford","1790","Stafford","40","1790",6420,46090,72166,13158,1490483,36725
"G5101810","1870","Virginia","510","Surry","1810","Surry","40","1810",5585,34069,60428,6683,759957,19004
"G5101830","1870","Virginia","510","Sussex","1830","Sussex","40","1830",7885,68064,97876,21524,772499,19584
"G5101850","1870","Virginia","510","Tazewell","1850","Tazewell","40","1850",10791,63404,154914,0,2374906,39707
"G5101870","1870","Virginia","510","Warren","1870","Warren","40","1870",5716,55269,40778,860,2041435,49048
"G5101890","1870","Virginia","510","Warwick","1890","Warwick","40","1875",1672,10489,20369,1713,412360,4133
"G5101910","1870","Virginia","510","Washington","1910","Washington","40","1910",16816,145802,178014,8240,3435203,80664
"G5101930","1870","Virginia","510","Westmoreland","1930","Westmoreland","40","1930",7682,58850,41724,3868,1298843,19912
"G5101950","1870","Virginia","510","Wise","1950","Wise","40","1950",4785,24696,3533,191682,509894,9457
"G5101970","1870","Virginia","510","Wythe","1970","Wythe","40","1970",11611,85387,149301,10020,2442561,57361
"G5101990","1870","Virginia","510","York","1990","York","40","1990",7198,20665,21919,1144,484734,17159
"G5350015","1870","Washington Territory","535","Chihallis","0015","Chihallis","73","270",401,4155,700,19638,102530,9710
"G5350035","1870","Washington Territory","535","Clallam","0035","Clallam","73","90",408,2858,9045,2010,103675,10960
"G5350055","1870","Washington Territory","535","Clark","0055","Clark","73","110",3081,21611,80512,12256,589850,29839
"G5350095","1870","Washington Territory","535","Cowlitz","0095","Cowlitz","73","150",730,2809,11757,10562,212550,7623
"G5350115","1870","Washington Territory","535","Island","0115","Island","73","290",626,7275,13444,1836,194020,15175
"G5350135","1870","Washington Territory","535","Jefferson","0135","Jefferson","73","310",1268,2358,7184,507,106810,6770
"G5350155","1870","Washington Territory","535","King","0155","King","73","330",2120,5234,29298,548,262980,10680
"G5350175","1870","Washington Territory","535","Kitsap","0175","Kitsap","73","350",866,92,299,0,4500,190
"G5350195","1870","Washington Territory","535","Klikatat","0195","Klikatat","73","390",329,1935,1509,10163,72365,3288
"G5350215","1870","Washington Territory","535","Lewis","0215","Lewis","73","410",888,15281,28726,420,354450,26585
"G5350235","1870","Washington Territory","535","Mason","0235","Mason","73","450",289,429,5720,0,24000,1000
"G5350255","1870","Washington Territory","535","Pacific","0255","Pacific","73","490",738,3145,810,19081,68855,3635
"G5350275","1870","Washington Territory","535","Pierce","0275","Pierce","73","530",1409,23975,17362,3696,175250,18976
"G5350295","1870","Washington Territory","535","The Disputed Islands","0295","The Disputed Islands","73","550",554,,,,,
"G5350355","1870","Washington Territory","535","Skamania","0355","Skamania","73","590",133,252,3717,581,17050,360
"G5350395","1870","Washington Territory","535","Snohomish","0395","Snohomish","73","610",599,1473,15647,2138,81570,2314
"G5350435","1870","Washington Territory","535","Stevens","0435","Stevens","73","650",734,1930,0,2833,33181,9354
"G5350455","1870","Washington Territory","535","Thurston","0455","Thurston","73","670",2246,39424,37516,2294,376365,22615
"G5350475","1870","Washington Territory","535","Wahkiakum","0475","Wahkiakum","73","690",270,204,488,1513,11900,490
"G5350495","1870","Washington Territory","535","Walla Walla","0495","Walla Walla","73","710",5300,52110,3762,65319,989805,89676
"G5350515","1870","Washington Territory","535","Whatcom","0515","Whatcom","73","730",534,4832,23134,8734,173865,9164
"G5350555","1870","Washington Territory","535","Yakima","0555","Yakima","73","770",432,634,576,1788,22770,2147
"G5400010","1870","West Virginia","540","Barbour","0010","Barbour","56","10",10312,95668,120446,110,3226800,49105
"G5400030","1870","West Virginia","540","Berkeley","0030","Berkeley","56","30",14900,111857,40004,2931,5487717,106688
"G5400050","1870","West Virginia","540","Boone","0050","Boone","56","50",4553,14762,116689,0,268899,7399
"G5400070","1870","West Virginia","540","Braxton","0070","Braxton","56","70",6480,32240,133479,20824,878588,17410
"G5400090","1870","West Virginia","540","Brooke","0090","Brooke","56","90",5464,54856,360,604,3548075,62125
"G5400110","1870","West Virginia","540","Cabell","0110","Cabell","56","110",6429,26866,60802,24131,1391833,23961
"G5400130","1870","West Virginia","540","Calhoun","0130","Calhoun","56","130",2939,11315,67509,0,332762,6087
"G5400150","1870","West Virginia","540","Clay","0150","Clay","56","150",2196,7798,627,55181,166282,4543
"G5400170","1870","West Virginia","540","Doddridge","0170","Doddridge","56","170",7076,37752,112040,116,1586866,40581
"G5400190","1870","West Virginia","540","Fayette","0190","Fayette","56","190",6647,36410,5658,202375,1164172,21859
"G5400210","1870","West Virginia","540","Gilmer","0210","Gilmer","56","210",4338,20721,93586,3567,620749,13903
"G5400230","1870","West Virginia","540","Grant","0230","Grant","56","230",4467,63145,113393,59,1381852,36309
"G5400250","1870","West Virginia","540","Greenbrier","0250","Greenbrier","56","250",11417,95099,170748,29740,4152216,57243
"G5400270","1870","West Virginia","540","Hampshire","0270","Hampshire","56","270",7643,77873,163050,15221,1924264,55166
"G5400290","1870","West Virginia","540","Hancock","0290","Hancock","56","290",4363,30947,16941,2605,2317814,46177
"G5400310","1870","West Virginia","540","Hardy","0310","Hardy","56","310",5518,43675,127180,8521,1722357,30598
"G5400330","1870","West Virginia","540","Harrison","0330","Harrison","56","330",16714,147488,134608,1687,6935258,117999
"G5400350","1870","West Virginia","540","Jackson","0350","Jackson","56","350",10300,49903,100298,100,1620335,49799
"G5400370","1870","West Virginia","540","Jefferson","0370","Jefferson","56","370",13219,92245,17898,524,6883804,155028
"G5400390","1870","West Virginia","540","Kanawha","0390","Kanawha","56","390",22349,59459,164598,7298,3097767,38727
"G5400410","1870","West Virginia","540","Lewis","0410","Lewis","56","410",10175,75878,110197,118692,2417175,45601
"G5400430","1870","West Virginia","540","Lincoln","0430","Lincoln","56","430",5053,15613,84099,0,393511,5045
"G5400450","1870","West Virginia","540","Logan","0450","Logan","56","450",5124,14149,666,169147,355009,13423
"G5400470","1870","West Virginia","540","McDowell","0470","Mcdowell","56","470",1952,4592,358,64286,85834,1956
"G5400490","1870","West Virginia","540","Marion","0490","Marion","56","490",12107,37410,25480,0,1440408,23803
"G5400510","1870","West Virginia","540","Marshall","0510","Marshall","56","510",14941,78852,68992,601,3511574,81886
"G5400530","1870","West Virginia","540","Mason","0530","Mason","56","530",15978,67010,86426,0,2980122,65201
"G5400550","1870","West Virginia","540","Mercer","0550","Mercer","56","550",7064,47313,7762,237890,1110793,20512
"G5400570","1870","West Virginia","540","Mineral","0570","Mineral","56","570",6332,59119,16420,92834,1406707,38253
"G5400610","1870","West Virginia","540","Monongalia","0610","Monongalia","56","610",13547,112045,80519,143,4724358,83187
"G5400630","1870","West Virginia","540","Monroe","0630","Monroe","56","630",11124,104760,164630,3429,3423584,64712
"G5400650","1870","West Virginia","540","Morgan","0650","Morgan","56","650",4315,32729,63301,1270,700364,26525
"G5400670","1870","West Virginia","540","Nicholas","0670","Nicholas","56","670",4458,24455,122120,36146,641456,33194
"G5400690","1870","West Virginia","540","Ohio","0690","Ohio","56","690",28831,46059,14552,300,4061879,88278
"G5400710","1870","West Virginia","540","Pendleton","0710","Pendleton","56","710",6455,54041,169895,0,1326476,28725
"G5400730","1870","West Virginia","540","Pleasants","0730","Pleasants","56","730",3012,17098,44545,1874,578465,8907
"G5400750","1870","West Virginia","540","Pocahontas","0750","Pocahontas","56","750",4069,43329,6924,286701,1379774,28248
"G5400770","1870","West Virginia","540","Preston","0770","Preston","56","770",14555,102062,160074,15975,2541651,95024
"G5400790","1870","West Virginia","540","Putnam","0790","Putnam","56","790",7794,36044,74695,4644,1419585,44511
"G5400810","1870","West Virginia","540","Raleigh","0810","Raleigh","56","810",3673,20969,148413,0,422896,8571
"G5400830","1870","West Virginia","540","Randolph","0830","Randolph","56","830",5563,50036,188858,62991,1469878,30781
"G5400850","1870","West Virginia","540","Ritchie","0850","Ritchie","56","850",9055,46119,112135,24881,1676082,42459
"G5400870","1870","West Virginia","540","Roane","0870","Roane","56","870",7232,34921,130289,85441,965212,12334
"G5400910","1870","West Virginia","540","Taylor","0910","Taylor","56","910",9367,53815,40457,0,2311085,26905
"G5400930","1870","West Virginia","540","Tucker","0930","Tucker","56","930",1907,13078,53017,0,361970,8290
"G5400950","1870","West Virginia","540","Tyler","0950","Tyler","56","950",7832,45019,72861,0,1781480,34179
"G5400970","1870","West Virginia","540","Upshur","0970","Upshur","56","970",8023,59812,95355,62,2341054,29781
"G5400990","1870","West Virginia","540","Wayne","0990","Wayne","56","990",7852,39554,115548,0,1025269,17380
"G5401010","1870","West Virginia","540","Webster","1010","Webster","56","1010",1730,6945,62708,0,151720,10366
"G5401030","1870","West Virginia","540","Wetzel","1030","Wetzel","56","1030",8595,34202,77118,240,1460361,34011
"G5401050","1870","West Virginia","540","Wirt","1050","Wirt","56","1050",4804,20061,75773,574,625354,19375
"G5401070","1870","West Virginia","540","Wood","1070","Wood","56","1070",19000,63281,94428,0,3625905,94390
"G5401090","1870","West Virginia","540","Wyoming","1090","Wyoming","56","1090",3171,9805,35876,20,178980,6417
"G5500010","1870","Wisconsin","550","Adams","0010","Adams","25","10",6601,45230,92603,15726,1205135,89084
"G5500030","1870","Wisconsin","550","Ashland","0030","Ashland","25","30",221,175,0,655,17400,0
"G5500050","1870","Wisconsin","550","Barron","0050","Barron","25","50",538,1014,2246,395,25590,3080
"G5500070","1870","Wisconsin","550","Bayfield","0070","Bayfield","25","70",344,10,0,0,1000,0
"G5500090","1870","Wisconsin","550","Brown","0090","Brown","25","90",25168,51884,98302,1694,2655608,93275
"G5500110","1870","Wisconsin","550","Buffalo","0110","Buffalo","25","110",11123,59197,37407,117818,2412645,337174
"G5500130","1870","Wisconsin","550","Burnett","0130","Burnett","25","130",706,1164,9643,0,33170,1510
"G5500150","1870","Wisconsin","550","Calumet","0150","Calumet","25","150",12335,62194,88424,1776,3879810,114199
"G5500170","1870","Wisconsin","550","Chippewa","0170","Chippewa","25","170",8311,22268,28834,43355,740047,50673
"G5500190","1870","Wisconsin","550","Clark","0190","Clark","25","190",3450,8992,45234,1688,645460,20862
"G5500210","1870","Wisconsin","550","Columbia","0210","Columbia","25","210",28802,251814,73703,95785,10422098,546883
"G5500230","1870","Wisconsin","550","Crawford","0230","Crawford","25","230",13075,54556,125289,7407,1985630,93005
"G5500250","1870","Wisconsin","550","Dane","0250","Dane","25","250",53096,396900,145972,144464,21111052,1073054
"G5500270","1870","Wisconsin","550","Dodge","0270","Dodge","25","270",47035,321597,82345,101718,21279848,1070020
"G5500290","1870","Wisconsin","550","Door","0290","Door","25","290",4919,11452,36399,12,429043,27836
"G5500310","1870","Wisconsin","550","Douglas","0310","Douglas","25","310",1122,234,694,0,66760,2150
"G5500330","1870","Wisconsin","550","Dunn","0330","Dunn","25","330",9488,44931,46780,66870,1571834,100112
"G5500350","1870","Wisconsin","550","Eau Claire","0350","Eau Claire","25","350",10769,35070,3456,54372,1340385,80052
"G5500390","1870","Wisconsin","550","Fond du Lac","0390","Fond Du Lac","25","390",46273,285777,89635,42129,17161132,642178
"G5500430","1870","Wisconsin","550","Grant","0430","Grant","25","430",37979,273850,166847,124214,11662856,674760
"G5500450","1870","Wisconsin","550","Green","0450","Green","25","450",23611,250998,80483,6879,10269402,527501
"G5500470","1870","Wisconsin","550","Green Lake","0470","Green Lake","25","470",13195,97149,43090,46267,5622125,294780
"G5500490","1870","Wisconsin","550","Iowa","0490","Iowa","25","490",24544,167581,94324,153113,8222321,525565
"G5500530","1870","Wisconsin","550","Jackson","0530","Jackson","25","530",7687,35630,23144,60935,1181810,25495
"G5500550","1870","Wisconsin","550","Jefferson","0550","Jefferson","25","550",34040,228409,59837,29003,11716020,499722
"G5500570","1870","Wisconsin","550","Juneau","0570","Juneau","25","570",12372,51665,58706,34014,1963725,113999
"G5500590","1870","Wisconsin","550","Kenosha","0590","Kenosha","25","590",13147,142139,16160,2547,6073921,207391
"G5500610","1870","Wisconsin","550","Kewaunee","0610","Kewaunee","25","610",10128,31944,76572,3071,1391975,146507
"G5500630","1870","Wisconsin","550","La Crosse","0630","La Crosse","25","630",20297,77703,36333,75125,3537085,183392
"G5500650","1870","Wisconsin","550","Lafayette","0650","Lafayette","25","650",22659,207887,41969,69638,10278218,413866
"G5500710","1870","Wisconsin","550","Manitowoc","0710","Manitowoc","25","710",33364,131292,86395,70754,7029669,347368
"G5500730","1870","Wisconsin","550","Marathon","0730","Marathon","25","730",5885,12146,52879,60,592540,14392
"G5500770","1870","Wisconsin","550","Marquette","0770","Marquette","25","770",8056,62219,97008,29800,1680355,127543
"G5500790","1870","Wisconsin","550","Milwaukee","0790","Milwaukee","25","790",89930,90358,27011,1717,10284556,282768
"G5500810","1870","Wisconsin","550","Monroe","0810","Monroe","25","810",16550,76590,87783,95344,3631240,210790
"G5500830","1870","Wisconsin","550","Oconto","0830","Oconto","25","830",8321,9736,22525,0,474700,21252
"G5500870","1870","Wisconsin","550","Outagamie","0870","Outagamie","25","870",18430,74886,107861,4723,4426800,136153
"G5500890","1870","Wisconsin","550","Ozaukee","0890","Ozaukee","25","890",15564,83966,46259,3069,5230670,222199
"G5500910","1870","Wisconsin","550","Pepin","0910","Pepin","25","910",4659,19900,56255,22480,745285,44550
"G5500930","1870","Wisconsin","550","Pierce","0930","Pierce","25","930",9958,44702,57160,37230,1950350,69848
"G5500950","1870","Wisconsin","550","Polk","0950","Polk","25","950",3422,8987,37151,15036,513130,24625
"G5500970","1870","Wisconsin","550","Portage","0970","Portage","25","970",10634,58961,29764,89500,1769417,123008
"G5501010","1870","Wisconsin","550","Racine","1010","Racine","25","1010",26740,174591,14753,3321,8447746,353650
