GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,AWS001,AWT001,AWU001,AWW001,AWW002,AWW003,AWW004
"G1000050","1900","Delaware","100","Sussex","0050","Sussex","11","50",42276,483200,312526,6052050,2753560,644680,1314421
"G1100010","1900","District Of Columbia","110","District Of Columbia","0010","District Of Columbia","98","10",278718,8489,5934,9700230,1573760,136060,125326
"G1200010","1900","Florida","120","Alachua","0010","Alachua","43","10",32245,278675,101594,1605180,543810,154000,637574
"G1200030","1900","Florida","120","Baker","0030","Baker","43","30",4516,36200,13836,214420,83860,16600,116474
"G1200070","1900","Florida","120","Bradford","0070","Bradford","43","70",10295,116836,39773,524830,229230,41890,274375
"G1200090","1900","Florida","120","Brevard","0090","Brevard","43","90",5158,38113,7290,1649170,483590,26440,160625
"G1200130","1900","Florida","120","Calhoun","0130","Calhoun","43","130",5132,49901,19566,138500,82480,20030,110224
"G1200170","1900","Florida","120","Citrus","0170","Citrus","43","170",5391,29078,7346,367210,130160,17570,105770
"G1200190","1900","Florida","120","Clay","0190","Clay","43","190",5635,48075,7173,159870,100380,17030,139460
"G1200230","1900","Florida","120","Columbia","0230","Columbia","43","230",17094,205557,94037,783370,316930,58560,342317
"G1200250","1900","Florida","120","Dade","0250","Dade","43","250",4955,39231,4726,915570,172080,24590,29198
"G1200270","1900","Florida","120","DeSoto","0270","De Soto","43","270",8047,59576,10203,2048630,210070,35440,794485
"G1200310","1900","Florida","120","Duval","0310","Duval","43","310",39733,66795,9609,1051830,324130,39260,226653
"G1200330","1900","Florida","120","Escambia","0330","Escambia","43","330",28313,43456,7977,261350,204960,29030,133796
"G1200370","1900","Florida","120","Franklin","0370","Franklin","43","370",4890,12389,2585,17010,12140,2440,34234
"G1200390","1900","Florida","120","Gadsden","0390","Gadsden","43","390",15294,212022,79135,1120710,434910,250090,238145
"G1200470","1900","Florida","120","Hamilton","0470","Hamilton","43","470",11881,182781,74026,672560,197840,50760,252170
"G1200530","1900","Florida","120","Hernando","0530","Hernando","43","530",3638,25453,8040,156540,94410,13070,98610
"G1200570","1900","Florida","120","Hillsborough","0570","Hillsborough","43","570",36013,103561,22346,2590070,588970,75450,364743
"G1200590","1900","Florida","120","Holmes","0590","Holmes","43","590",7762,120291,29414,214050,117280,21670,150837
"G1200630","1900","Florida","120","Jackson","0630","Jackson","43","630",23377,324269,144871,846319,437851,122400,497872
"G1200650","1900","Florida","120","Jefferson","0650","Jefferson","43","650",16195,174142,101570,712185,209495,66580,290367
"G1200670","1900","Florida","120","Lafayette","0670","Lafayette","43","670",4987,92031,25594,222010,94100,22380,288963
"G1200690","1900","Florida","120","Lake","0690","Lake","43","690",7467,88099,22171,1181410,400610,46840,176259
"G1200710","1900","Florida","120","Lee","0710","Lee","43","710",3071,24021,3387,799630,116560,23930,193859
"G1200730","1900","Florida","120","Leon","0730","Leon","43","730",19887,207307,118930,1102067,352118,92340,371634
"G1200750","1900","Florida","120","Levy","0750","Levy","43","750",8603,90457,28534,278300,124380,23670,287577
"G1200770","1900","Florida","120","Liberty","0770","Liberty","43","770",2956,50227,10098,58510,33870,8810,60218
"G1200790","1900","Florida","120","Madison","0790","Madison","43","790",15446,226942,119885,857985,258598,80260,342013
"G1200810","1900","Florida","120","Manatee","0810","Manatee","43","810",4663,20346,4252,1466440,134420,17340,110311
"G1200830","1900","Florida","120","Marion","0830","Marion","43","830",24403,201472,72755,1216630,704230,112030,519851
"G1200870","1900","Florida","120","Monroe","0870","Monroe","43","870",18006,12266,2129,181950,43360,2530,9734
"G1200890","1900","Florida","120","Nassau","0890","Nassau","43","890",9654,85315,7100,123700,74370,11630,113861
"G1200950","1900","Florida","120","Orange","0950","Orange","43","950",11374,85509,20790,2168830,659570,71580,362058
"G1200970","1900","Florida","120","Osceola","0970","Osceola","43","970",3444,55126,5251,423120,66130,11030,783030
"G1201010","1900","Florida","120","Pasco","1010","Pasco","43","1010",6054,45271,13669,403700,181420,30540,214751
"G1201050","1900","Florida","120","Polk","1050","Polk","43","1050",12472,75134,17836,1013080,252300,40890,452676
"G1201070","1900","Florida","120","Putnam","1070","Putnam","43","1070",11641,69934,14466,437800,260910,36830,203104
"G1201090","1900","Florida","120","St Johns","1090","St Johns","43","1090",9165,20869,3737,187970,84570,16480,105390
"G1201130","1900","Florida","120","Santa Rosa","1130","Santa Rosa","43","1130",10293,51957,9385,152530,113340,17230,154977
"G1201190","1900","Florida","120","Sumter","1190","Sumter","43","1190",6187,81294,20525,504350,152120,43390,251855
"G1201210","1900","Florida","120","Suwannee","1210","Suwannee","43","1210",14554,220779,102836,593990,236080,62880,326302
"G1201230","1900","Florida","120","Taylor","1230","Taylor","43","1230",3999,83286,21913,188560,63710,13900,153568
"G1201270","1900","Florida","120","Volusia","1270","Volusia","43","1270",10003,46758,10741,619790,316640,32330,220568
"G1201290","1900","Florida","120","Wakulla","1290","Wakulla","43","1290",5149,72935,22710,105490,54890,16020,102669
"G1201310","1900","Florida","120","Walton","1310","Walton","43","1310",9346,96839,18502,256210,114430,22120,180946
"G1201330","1900","Florida","120","Washington","1330","Washington","43","1330",10154,93316,29340,229590,109520,23330,181913
"G1300010","1900","Georgia","130","Appling","0010","Appling","44","10",12336,340742,44415,620680,247130,46830,324770
"G1300070","1900","Georgia","130","Baker","0070","Baker","44","70",6704,102554,59452,218690,90050,30770,147113
"G1300090","1900","Georgia","130","Baldwin","0090","Baldwin","44","90",17768,143413,71837,737300,275350,66960,209401
"G1300110","1900","Georgia","130","Banks","0110","Banks","44","110",10545,132121,55423,892180,236090,55050,199252
"G1300150","1900","Georgia","130","Bartow","0150","Bartow","44","150",20823,208602,109766,1906370,532610,136230,393100
"G1300190","1900","Georgia","130","Berrien","0190","Berrien","44","190",19440,413118,71205,1100910,433450,85530,407313
"G1300210","1900","Georgia","130","Bibb","0210","Bibb","44","210",50473,131668,70984,1636040,529730,85030,244804
"G1300270","1900","Georgia","130","Brooks","0270","Brooks","44","270",18606,288055,107695,1339410,422150,95430,366093
"G1300290","1900","Georgia","130","Bryan","0290","Bryan","44","290",6122,189882,20083,314490,149530,30750,150683
"G1300310","1900","Georgia","130","Bulloch","0310","Bulloch","44","310",21377,438694,107943,1967450,718960,123750,498350
"G1300330","1900","Georgia","130","Burke","0330","Burke","44","330",30165,412270,259315,2120590,737560,232660,602849
"G1300350","1900","Georgia","130","Butts","0350","Butts","44","350",12805,107530,64844,982100,332190,64320,203518
"G1300370","1900","Georgia","130","Calhoun","0370","Calhoun","44","370",9274,113868,69383,646650,177350,42670,166342
"G1300390","1900","Georgia","130","Camden","0390","Camden","44","390",7669,182973,14404,399430,231210,32560,163094
"G1300395","1900","Georgia","130","Campbell","0395","Campbell","44","410",9518,119865,55193,911720,244300,52850,166717
"G1300450","1900","Georgia","130","Carroll","0450","Carroll","44","450",26576,265853,141802,2146450,690840,157660,546416
"G1300470","1900","Georgia","130","Catoosa","0470","Catoosa","44","470",5823,86527,40544,614640,182890,47080,159960
"G1300490","1900","Georgia","130","Charlton","0490","Charlton","44","490",3592,161051,9683,114810,59100,11550,119095
"G1300510","1900","Georgia","130","Chatham","0510","Chatham","44","510",71239,74976,17681,1469390,263450,48770,147446
"G1300530","1900","Georgia","130","Chattahoochee","0530","Chattahoochee","44","530",5790,135423,41506,423010,105780,23800,106384
"G1300550","1900","Georgia","130","Chattooga","0550","Chattooga","44","550",12952,153580,65028,1049530,330090,66900,297945
"G1300570","1900","Georgia","130","Cherokee","0570","Cherokee","44","570",15243,203699,67711,1079570,300750,76320,295724
"G1300590","1900","Georgia","130","Clarke","0590","Clarke","44","590",17708,61310,38567,627450,271240,48460,110142
"G1300610","1900","Georgia","130","Clay","0610","Clay","44","610",8568,117154,68362,668810,192690,40010,164272
"G1300630","1900","Georgia","130","Clayton","0630","Clayton","44","630",9598,87560,47636,985260,382020,58780,170206
"G1300650","1900","Georgia","130","Clinch","0650","Clinch","44","650",8732,260618,23860,294680,97630,27040,218847
"G1300670","1900","Georgia","130","Cobb","0670","Cobb","44","670",24664,192673,98468,1792860,676060,134620,377193
"G1300690","1900","Georgia","130","Coffee","0690","Coffee","44","690",16169,494029,55323,898040,261830,55160,340760
