GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,AKE001,AK3001,AK3002,AK3003,AK3004
"G2801270","1870","Mississippi","280","Simpson","1270","Simpson","46","1270",0,3569,2149,0,0
"G2801290","1870","Mississippi","280","Smith","1290","Smith","46","1290",0,5415,1711,0,0
"G2801330","1870","Mississippi","280","Sunflower","1330","Sunflower","46","1330",0,1772,3243,0,0
"G2801350","1870","Mississippi","280","Tallahatchie","1350","Tallahatchie","46","1350",0,3215,4637,0,0
"G2801390","1870","Mississippi","280","Tippah","1390","Tippah","46","1390",0,15636,5091,0,0
"G2801410","1870","Mississippi","280","Tishomingo","1410","Tishomingo","46","1410",0,6609,741,0,0
"G2801430","1870","Mississippi","280","Tunica","1430","Tunica","46","1430",0,1231,4127,0,0
"G2801490","1870","Mississippi","280","Warren","1490","Warren","46","1490",12443,7907,18862,0,0
"G2801510","1870","Mississippi","280","Washington","1510","Washington","46","1510",0,2164,12405,0,0
"G2801530","1870","Mississippi","280","Wayne","1530","Wayne","46","1530",0,2570,1636,0,0
"G2801570","1870","Mississippi","280","Wilkinson","1570","Wilkinson","46","1570",0,2698,10007,0,0
"G2801590","1870","Mississippi","280","Winston","1590","Winston","46","1590",0,5572,3403,0,9
"G2801610","1870","Mississippi","280","Yalobusha","1610","Yalobusha","46","1610",0,6202,7052,0,0
"G2801630","1870","Mississippi","280","Yazoo","1630","Yazoo","46","1630",0,4884,12395,0,0
"G2900010","1870","Missouri","290","Adair","0010","Adair","34","10",0,11305,143,0,0
"G2900030","1870","Missouri","290","Andrew","0030","Andrew","34","30",0,14736,401,0,0
"G2900050","1870","Missouri","290","Atchison","0050","Atchison","34","50",0,8405,34,0,1
"G2900070","1870","Missouri","290","Audrain","0070","Audrain","34","70",2602,11237,1070,0,0
"G2900090","1870","Missouri","290","Barry","0090","Barry","34","90",0,10320,52,0,1
"G2900110","1870","Missouri","290","Barton","0110","Barton","34","110",0,5068,19,0,0
"G2900130","1870","Missouri","290","Bates","0130","Bates","34","130",0,15840,120,0,0
"G2900150","1870","Missouri","290","Benton","0150","Benton","34","150",0,11002,320,0,0
"G2900170","1870","Missouri","290","Bollinger","0170","Bollinger","34","170",0,8116,46,0,0
"G2900190","1870","Missouri","290","Boone","0190","Boone","34","190",0,16727,4038,0,0
"G2900210","1870","Missouri","290","Buchanan","0210","Buchanan","34","210",19565,33155,1953,0,1
"G2900230","1870","Missouri","290","Butler","0230","Butler","34","230",0,4275,21,0,2
"G2900250","1870","Missouri","290","Caldwell","0250","Caldwell","34","250",0,11106,284,0,0
"G2900270","1870","Missouri","290","Callaway","0270","Callaway","34","270",0,15768,3434,0,0
"G2900290","1870","Missouri","290","Camden","0290","Camden","34","290",0,5959,149,0,0
"G2900310","1870","Missouri","290","Cape Girardeau","0310","Cape Girardeau","34","310",3585,15912,1646,0,0
"G2900330","1870","Missouri","290","Carroll","0330","Carroll","34","330",0,16619,827,0,0
"G2900350","1870","Missouri","290","Carter","0350","Carter","34","350",0,1425,30,0,0
"G2900370","1870","Missouri","290","Cass","0370","Cass","34","370",2554,18793,502,0,1
"G2900390","1870","Missouri","290","Cedar","0390","Cedar","34","390",0,9363,111,0,0
"G2900410","1870","Missouri","290","Chariton","0410","Chariton","34","410",0,16336,2800,0,0
"G2900430","1870","Missouri","290","Christian","0430","Christian","34","430",0,6592,114,0,1
"G2900450","1870","Missouri","290","Clark","0450","Clark","34","450",0,13372,295,0,0
"G2900470","1870","Missouri","290","Clay","0470","Clay","34","470",0,13718,1846,0,0
"G2900490","1870","Missouri","290","Clinton","0490","Clinton","34","490",0,13380,683,0,0
"G2900510","1870","Missouri","290","Cole","0510","Cole","34","510",4420,9041,1251,0,0
"G2900530","1870","Missouri","290","Cooper","0530","Cooper","34","530",3506,17340,3352,0,0
"G2900550","1870","Missouri","290","Crawford","0550","Crawford","34","550",0,7896,86,0,0
"G2900570","1870","Missouri","290","Dade","0570","Dade","34","570",0,8479,204,0,0
"G2900590","1870","Missouri","290","Dallas","0590","Dallas","34","590",0,8294,89,0,0
"G2900610","1870","Missouri","290","Daviess","0610","Daviess","34","610",0,14086,324,0,0
"G2900630","1870","Missouri","290","DeKalb","0630","De Kalb","34","630",0,9736,122,0,0
"G2900650","1870","Missouri","290","Dent","0650","Dent","34","650",0,6326,31,0,0
"G2900670","1870","Missouri","290","Douglas","0670","Douglas","34","670",0,3888,27,0,0
"G2900690","1870","Missouri","290","Dunklin","0690","Dunklin","34","690",0,5816,166,0,0
"G2900710","1870","Missouri","290","Franklin","0710","Franklin","34","710",0,27925,2173,0,0
"G2900730","1870","Missouri","290","Gasconade","0730","Gasconade","34","730",0,10013,80,0,0
"G2900750","1870","Missouri","290","Gentry","0750","Gentry","34","750",0,11551,56,0,0
"G2900770","1870","Missouri","290","Greene","0770","Greene","34","770",5555,19393,2156,0,0
"G2900790","1870","Missouri","290","Grundy","0790","Grundy","34","790",0,10452,115,0,0
"G2900810","1870","Missouri","290","Harrison","0810","Harrison","34","810",0,14625,10,0,0
"G2900830","1870","Missouri","290","Henry","0830","Henry","34","830",0,16759,642,0,0
"G2900850","1870","Missouri","290","Hickory","0850","Hickory","34","850",0,6362,90,0,0
"G2900870","1870","Missouri","290","Holt","0870","Holt","34","870",0,11468,184,0,0
"G2900890","1870","Missouri","290","Howard","0890","Howard","34","890",0,12040,5193,0,0
"G2900910","1870","Missouri","290","Howell","0910","Howell","34","910",0,4193,24,0,1
"G2900930","1870","Missouri","290","Iron","0930","Iron","34","930",0,5926,352,0,0
"G2900950","1870","Missouri","290","Jackson","0950","Jackson","34","950",35444,49810,5223,0,8
"G2900970","1870","Missouri","290","Jasper","0970","Jasper","34","970",0,14790,138,0,0
"G2900990","1870","Missouri","290","Jefferson","0990","Jefferson","34","990",0,14617,763,0,0
"G2901010","1870","Missouri","290","Johnson","1010","Johnson","34","1010",2945,23189,1458,0,1
"G2901030","1870","Missouri","290","Knox","1030","Knox","34","1030",0,10774,200,0,0
"G2901050","1870","Missouri","290","Laclede","1050","Laclede","34","1050",0,9218,162,0,0
"G2901070","1870","Missouri","290","Lafayette","1070","Lafayette","34","1070",4373,18582,4039,0,2
"G2901090","1870","Missouri","290","Lawrence","1090","Lawrence","34","1090",0,12808,259,0,0
"G2901110","1870","Missouri","290","Lewis","1110","Lewis","34","1110",0,13933,1181,0,0
"G2901130","1870","Missouri","290","Lincoln","1130","Lincoln","34","1130",0,13972,1987,0,1
"G2901150","1870","Missouri","290","Linn","1150","Linn","34","1150",0,15158,742,0,0
"G2901170","1870","Missouri","290","Livingston","1170","Livingston","34","1170",3978,15774,956,0,0
"G2901190","1870","Missouri","290","McDonald","1190","Mcdonald","34","1190",0,5189,37,0,0
"G2901210","1870","Missouri","290","Macon","1210","Macon","34","1210",3678,21734,1496,0,0
"G2901230","1870","Missouri","290","Madison","1230","Madison","34","1230",0,5688,159,2,0
"G2901250","1870","Missouri","290","Maries","1250","Maries","34","1250",0,5894,22,0,0
"G2901270","1870","Missouri","290","Marion","1270","Marion","34","1270",12740,20187,3592,0,1
"G2901290","1870","Missouri","290","Mercer","1290","Mercer","34","1290",0,11464,93,0,0
"G2901310","1870","Missouri","290","Miller","1310","Miller","34","1310",0,6440,176,0,0
"G2901330","1870","Missouri","290","Mississippi","1330","Mississippi","34","1330",0,4063,919,0,0
"G2901350","1870","Missouri","290","Moniteau","1350","Moniteau","34","1350",0,10496,879,0,0
"G2901370","1870","Missouri","290","Monroe","1370","Monroe","34","1370",0,15144,2005,0,0
"G2901390","1870","Missouri","290","Montgomery","1390","Montgomery","34","1390",0,9466,939,0,0
"G2901410","1870","Missouri","290","Morgan","1410","Morgan","34","1410",0,8127,307,0,0
"G2901430","1870","Missouri","290","New Madrid","1430","New Madrid","34","1430",0,4931,1425,0,1
"G2901450","1870","Missouri","290","Newton","1450","Newton","34","1450",0,12471,350,0,0
"G2901470","1870","Missouri","290","Nodaway","1470","Nodaway","34","1470",0,14663,87,0,1
"G2901490","1870","Missouri","290","Oregon","1490","Oregon","34","1490",0,3283,4,0,0
"G2901510","1870","Missouri","290","Osage","1510","Osage","34","1510",0,10467,326,0,0
"G2901530","1870","Missouri","290","Ozark","1530","Ozark","34","1530",0,3351,12,0,0
"G2901550","1870","Missouri","290","Pemiscot","1550","Pemiscot","34","1550",0,1911,148,0,0
"G2901570","1870","Missouri","290","Perry","1570","Perry","34","1570",0,9477,400,0,0
"G2901590","1870","Missouri","290","Pettis","1590","Pettis","34","1590",4560,16580,2126,0,0
"G2901610","1870","Missouri","290","Phelps","1610","Phelps","34","1610",0,10212,294,0,0
"G2901630","1870","Missouri","290","Pike","1630","Pike","34","1630",3639,18881,4195,0,0
"G2901650","1870","Missouri","290","Platte","1650","Platte","34","1650",0,16160,1192,0,0
"G2901670","1870","Missouri","290","Polk","1670","Polk","34","1670",0,12186,259,0,0
"G2901690","1870","Missouri","290","Pulaski","1690","Pulaski","34","1690",0,4689,25,0,0
"G2901710","1870","Missouri","290","Putnam","1710","Putnam","34","1710",0,11208,9,0,0
"G2901730","1870","Missouri","290","Ralls","1730","Ralls","34","1730",0,9255,1255,0,0
"G2901750","1870","Missouri","290","Randolph","1750","Randolph","34","1750",0,13774,2134,0,0
"G2901770","1870","Missouri","290","Ray","1770","Ray","34","1770",0,16867,1833,0,0
"G2901790","1870","Missouri","290","Reynolds","1790","Reynolds","34","1790",0,3745,11,0,0
"G2901810","1870","Missouri","290","Ripley","1810","Ripley","34","1810",0,3165,10,0,0
"G2901830","1870","Missouri","290","St Charles","1830","St Charles","34","1830",5570,19381,1922,0,1
"G2901850","1870","Missouri","290","St Clair","1850","St Clair","34","1850",0,6590,152,0,0
"G2901860","1870","Missouri","290","Ste Genevieve","1860","Ste Genevieve","34","1930",0,7953,431,0,0
"G2901870","1870","Missouri","290","St Francois","1870","St Francois","34","1870",0,9224,518,0,0
"G2901890","1870","Missouri","290","St Louis","1890","St Louis","34","1890",310864,324760,26387,1,41
"G2901950","1870","Missouri","290","Saline","1950","Saline","34","1950",0,17918,3754,0,0
"G2901970","1870","Missouri","290","Schuyler","1970","Schuyler","34","1970",0,8806,14,0,0
"G2901990","1870","Missouri","290","Scotland","1990","Scotland","34","1990",0,10541,129,0,0
"G2902010","1870","Missouri","290","Scott","2010","Scott","34","2010",0,6991,326,0,0
"G2902030","1870","Missouri","290","Shannon","2030","Shannon","34","2030",0,2336,3,0,0
"G2902050","1870","Missouri","290","Shelby","2050","Shelby","34","2050",0,9540,571,0,8
"G2902070","1870","Missouri","290","Stoddard","2070","Stoddard","34","2070",0,8465,70,0,0
"G2902090","1870","Missouri","290","Stone","2090","Stone","34","2090",0,3233,20,0,0
"G2902110","1870","Missouri","290","Sullivan","2110","Sullivan","34","2110",0,11865,42,0,0
"G2902130","1870","Missouri","290","Taney","2130","Taney","34","2130",0,4397,10,0,0
"G2902150","1870","Missouri","290","Texas","2150","Texas","34","2150",0,9523,95,0,0
"G2902170","1870","Missouri","290","Vernon","2170","Vernon","34","2170",0,11165,82,0,0
"G2902190","1870","Missouri","290","Warren","2190","Warren","34","2190",0,8931,741,0,1
"G2902210","1870","Missouri","290","Washington","2210","Washington","34","2210",0,10748,971,0,0
"G2902230","1870","Missouri","290","Wayne","2230","Wayne","34","2230",0,6001,67,0,0
"G2902250","1870","Missouri","290","Webster","2250","Webster","34","2250",0,10185,248,0,1
"G2902270","1870","Missouri","290","Worth","2270","Worth","34","2270",0,5004,0,0,0
"G2902290","1870","Missouri","290","Wright","2290","Wright","34","2290",0,5658,26,0,0
"G3050015","1870","Montana Territory","305","Beaverhead","0015","Beaverhead","64","10",0,714,2,6,0
"G3050035","1870","Montana Territory","305","Big Horn","0035","Big Horn","64","30",0,38,0,0,0
"G3050055","1870","Montana Territory","305","Chouteau","0055","Chouteau","64","150",0,476,20,3,18
"G3050095","1870","Montana Territory","305","Dawson","0095","Dawson","64","210",0,161,4,0,12
"G3050115","1870","Montana Territory","305","Deer Lodge","0115","Deer Lodge","64","230",0,3551,15,776,25
"G3050135","1870","Montana Territory","305","Gallatin","0135","Gallatin","64","310",0,1554,13,4,7
"G3050155","1870","Montana Territory","305","Jefferson","0155","Jefferson","64","430",0,1406,2,122,1
"G3050175","1870","Montana Territory","305","Lewis And Clark","0175","Lewis And Clark","64","490",3106,4279,92,666,3
"G3050195","1870","Montana Territory","305","Madison","0195","Madison","64","570",0,2361,20,299,4
"G3050215","1870","Montana Territory","305","Meagher","0215","Meagher","64","590",0,1346,4,29,8
"G3050235","1870","Montana Territory","305","Missoula","0235","Missoula","64","630",0,2420,11,44,79
"G3100010","1870","Nebraska","310","Adams","0010","Adams","35","10",0,19,0,0,0
"G3100075","1870","Nebraska","310","Blackbird","0075","Blackbird","35","1730",0,31,0,0,0
"G3100190","1870","Nebraska","310","Buffalo","0190","Buffalo","35","190",0,192,1,0,0
"G3100210","1870","Nebraska","310","Burt","0210","Burt","35","210",0,2847,0,0,0
"G3100230","1870","Nebraska","310","Butler","0230","Butler","35","230",0,1286,4,0,0
"G3100250","1870","Nebraska","310","Cass","0250","Cass","35","250",0,8127,24,0,0
"G3100270","1870","Nebraska","310","Cedar","0270","Cedar","35","270",0,1030,1,0,1
"G3100330","1870","Nebraska","310","Cheyenne","0330","Cheyenne","35","330",0,187,3,0,0
"G3100350","1870","Nebraska","310","Clay","0350","Clay","35","350",0,54,0,0,0
"G3100370","1870","Nebraska","310","Colfax","0370","Colfax","35","370",0,1417,7,0,0
"G3100390","1870","Nebraska","310","Cuming","0390","Cuming","35","390",0,2964,0,0,0
"G3100430","1870","Nebraska","310","Dakota","0430","Dakota","35","430",0,2040,0,0,0
"G3100470","1870","Nebraska","310","Dawson","0470","Dawson","35","470",0,103,0,0,0
"G3100510","1870","Nebraska","310","Dixon","0510","Dixon","35","510",0,1345,0,0,0
"G3100530","1870","Nebraska","310","Dodge","0530","Dodge","35","530",0,4208,4,0,0
"G3100550","1870","Nebraska","310","Douglas","0550","Douglas","35","550",16083,19523,459,0,0
"G3100590","1870","Nebraska","310","Fillmore","0590","Fillmore","35","590",0,238,0,0,0
"G3100610","1870","Nebraska","310","Franklin","0610","Franklin","35","610",0,26,0,0,0
"G3100670","1870","Nebraska","310","Gage","0670","Gage","35","670",0,3357,2,0,0
"G3100755","1870","Nebraska","310","Grant (old)","0755","Grant (old)","35","750",0,475,9,0,0
"G3100790","1870","Nebraska","310","Hall","0790","Hall","35","790",0,1057,0,0,0
"G3100810","1870","Nebraska","310","Hamilton","0810","Hamilton","35","810",0,130,0,0,0
"G3100835","1870","Nebraska","310","Harrison","0835","Harrison","35","835",0,625,6,0,0
"G3100935","1870","Nebraska","310","Jackson","0935","Jackson","35","935",0,9,0,0,0
"G3100950","1870","Nebraska","310","Jefferson","0950","Jefferson","35","950",0,2440,0,0,0
"G3100970","1870","Nebraska","310","Johnson","0970","Johnson","35","970",0,3429,0,0,0
"G3100990","1870","Nebraska","310","Kearney","0990","Kearney","35","990",0,58,0,0,0
"G3101090","1870","Nebraska","310","Lancaster","1090","Lancaster","35","1090",0,7059,15,0,0
"G3101095","1870","Nebraska","310","L'Eau Qui Court","1095","L'Eau Qui","35","1070",0,258,0,0,3
"G3101110","1870","Nebraska","310","Lincoln","1110","Lincoln","35","1110",0,17,0,0,0
"G3101155","1870","Nebraska","310","Lyon","1155","Lyon","35","1155",0,78,0,0,0
"G3101190","1870","Nebraska","310","Madison","1190","Madison","35","1190",0,1133,0,0,0
"G3101210","1870","Nebraska","310","Merrick","1210","Merrick","35","1210",0,557,0,0,0
"G3101215","1870","Nebraska","310","Monroe","1215","Monroe","35","1215",0,235,0,0,0
"G3101270","1870","Nebraska","310","Nemaha","1270","Nemaha","35","1270",0,7583,8,0,2
"G3101290","1870","Nebraska","310","Nuckolls","1290","Nuckolls","35","1290",0,8,0,0,0
"G3101310","1870","Nebraska","310","Otoe","1310","Otoe","35","1310",6050,12123,219,0,3
"G3101330","1870","Nebraska","310","Pawnee","1330","Pawnee","35","1330",0,4171,0,0,0
"G3101390","1870","Nebraska","310","Pierce","1390","Pierce","35","1390",0,152,0,0,0
"G3101410","1870","Nebraska","310","Platte","1410","Platte","35","1410",0,1895,4,0,0
"G3101430","1870","Nebraska","310","Polk","1430","Polk","35","1430",0,136,0,0,0
"G3101470","1870","Nebraska","310","Richardson","1470","Richardson","35","1470",0,9692,10,0,78
"G3101510","1870","Nebraska","310","Saline","1510","Saline","35","1510",0,3106,0,0,0
"G3101530","1870","Nebraska","310","Sarpy","1530","Sarpy","35","1530",0,2911,2,0,0
"G3101550","1870","Nebraska","310","Saunders","1550","Saunders","35","1550",0,4537,10,0,0
"G3101590","1870","Nebraska","310","Seward","1590","Seward","35","1590",0,2953,0,0,0
"G3101670","1870","Nebraska","310","Stanton","1670","Stanton","35","1670",0,636,0,0,0
"G3101675","1870","Nebraska","310","Taylor","1675","Taylor","35","1675",0,97,0,0,0
"G3101731","1870","Nebraska","310","Unorganized NW Territory","1731","Unorganized NW Territory","35","8010",0,52,0,0,0
"G3101733","1870","Nebraska","310","Unorganized Territory West of Madison County","1733","Unorganized Territory West of Madison County","35","8030",0,183,0,0,0
"G3101770","1870","Nebraska","310","Washington","1770","Washington","35","1770",0,4451,1,0,0
"G3101790","1870","Nebraska","310","Wayne","1790","Wayne","35","1790",0,182,0,0,0
"G3101810","1870","Nebraska","310","Webster","1810","Webster","35","1810",0,16,0,0,0
"G3101850","1870","Nebraska","310","York","1850","York","35","1850",0,604,0,0,0
"G3109015","1870","Nebraska","310","Pawnee Reservation","9015","Pawnee Reservation","35","8070",0,44,0,0,0
"G3109035","1870","Nebraska","310","Winnebago Reservation","9035","Winnebago Reservation","35","8050",0,31,0,0,0
"G3200010","1870","Nevada","320","Churchill","0010","Churchill","65","10",0,180,0,16,0
"G3200050","1870","Nevada","320","Douglas","0050","Douglas","65","50",0,1157,32,23,3
"G3200070","1870","Nevada","320","Elko","0070","Elko","65","70",0,2975,33,439,0
"G3200090","1870","Nevada","320","Esmeralda","0090","Esmeralda","65","90",0,1489,8,56,0
"G3200130","1870","Nevada","320","Humboldt","0130","Humboldt","65","130",0,1684,9,220,3
"G3200150","1870","Nevada","320","Lander","0150","Lander","65","150",0,2566,31,218,0
"G3200170","1870","Nevada","320","Lincoln","0170","Lincoln","65","170",0,2937,11,23,14
"G3200190","1870","Nevada","320","Lyon","0190","Lyon","65","190",0,1719,2,116,0
"G3200230","1870","Nevada","320","Nye","0230","Nye","65","230",0,1080,1,6,0
"G3200250","1870","Nevada","320","Ormsby","0250","Ormsby","65","250",0,2868,31,769,0
"G3200255","1870","Nevada","320","Rio Virgin","0255","Rio Virgin","67","335",0,449,0,0,1
"G3200275","1870","Nevada","320","Roop","0275","Roop","65","279",0,129,0,4,0
"G3200290","1870","Nevada","320","Storey","0290","Storey","65","290",0,10514,96,749,0
"G3200310","1870","Nevada","320","Washoe","0310","Washoe","65","310",7048,2831,36,221,3
"G3200330","1870","Nevada","320","White Pine","0330","White Pine","65","330",0,6830,67,292,0
"G3300010","1870","New Hampshire","330","Belknap","0010","Belknap","4","10",0,17640,41,0,0
"G3300030","1870","New Hampshire","330","Carroll","0030","Carroll","4","30",0,17316,13,0,3
"G3300050","1870","New Hampshire","330","Cheshire","0050","Cheshire","4","50",5971,27250,15,0,0
"G3300070","1870","New Hampshire","330","Coos","0070","Coos","4","70",0,14909,10,0,13
"G3300090","1870","New Hampshire","330","Grafton","0090","Grafton","4","90",0,39062,41,0,0
"G3300110","1870","New Hampshire","330","Hillsborough","0110","Hillsborough","4","110",34079,64109,124,0,5
"G3300130","1870","New Hampshire","330","Merrimack","0130","Merrimack","4","130",12241,42055,96,0,0
"G3300150","1870","New Hampshire","330","Rockingham","0150","Rockingham","4","150",9211,47143,153,0,1
"G3300170","1870","New Hampshire","330","Strafford","0170","Strafford","4","170",17901,30199,44,0,0
"G3300190","1870","New Hampshire","330","Sullivan","0190","Sullivan","4","190",4053,18014,43,0,1
"G3400010","1870","New Jersey","340","Atlantic","0010","Atlantic","12","10",0,13909,184,0,0
"G3400030","1870","New Jersey","340","Bergen","0030","Bergen","12","30",0,28489,1632,1,0
"G3400050","1870","New Jersey","340","Burlington","0050","Burlington","12","50",5817,51098,2540,0,1
"G3400070","1870","New Jersey","340","Camden","0070","Camden","12","70",23727,41751,4430,0,12
"G3400090","1870","New Jersey","340","Cape May","0090","Cape May","12","90",0,7922,427,0,0
"G3400110","1870","New Jersey","340","Cumberland","0110","Cumberland","12","110",12931,32898,1767,0,0
"G3400130","1870","New Jersey","340","Essex","0130","Essex","12","130",114407,141296,2539,2,2
"G3400150","1870","New Jersey","340","Gloucester","0150","Gloucester","12","150",0,20589,973,0,0
"G3400170","1870","New Jersey","340","Hudson","0170","Hudson","12","170",115446,128016,1050,0,1
"G3400190","1870","New Jersey","340","Hunterdon","0190","Hunterdon","12","190",3842,36329,634,0,0
"G3400210","1870","New Jersey","340","Mercer","0210","Mercer","12","210",25672,44018,2368,0,0
"G3400230","1870","New Jersey","340","Middlesex","0230","Middlesex","12","230",17919,43474,1545,10,0
"G3400250","1870","New Jersey","340","Monmouth","0250","Monmouth","12","250",0,43285,2910,0,0
"G3400270","1870","New Jersey","340","Morris","0270","Morris","12","270",0,42403,733,1,0
"G3400290","1870","New Jersey","340","Ocean","0290","Ocean","12","290",0,13511,117,0,0
"G3400310","1870","New Jersey","340","Passaic","0310","Passaic","12","310",33579,45741,675,0,0
"G3400330","1870","New Jersey","340","Salem","0330","Salem","12","330",4555,21203,2737,0,0
"G3400350","1870","New Jersey","340","Somerset","0350","Somerset","12","350",0,21985,1524,1,0
"G3400370","1870","New Jersey","340","Sussex","0370","Sussex","12","370",0,22972,196,0,0
"G3400390","1870","New Jersey","340","Union","0390","Union","12","390",32185,40563,1296,0,0
"G3400410","1870","New Jersey","340","Warren","0410","Warren","12","410",5932,33955,381,0,0
"G3550035","1870","New Mexico Territory","355","Bernalillo","0035","Bernalillo","66","10",0,7473,7,0,111
"G3550075","1870","New Mexico Territory","355","Colfax","0075","Colfax","66","70",0,1960,10,0,22
"G3550115","1870","New Mexico Territory","355","Dona Ana","0115","Dona Ana","66","130",0,5862,1,0,1
"G3550155","1870","New Mexico Territory","355","Grant","0155","Grant","66","170",0,1134,9,0,0
"G3550195","1870","New Mexico Territory","355","Lincoln","0195","Lincoln","66","270",0,1789,14,0,0
"G3550255","1870","New Mexico Territory","355","Mora","0255","Mora","66","330",0,7986,18,0,52
"G3550315","1870","New Mexico Territory","355","Rio Arriba","0315","Rio Arriba","66","390",0,8976,2,0,316
"G3550395","1870","New Mexico Territory","355","San Miguel","0395","San Miguel","66","470",0,15924,17,0,117
"G3550415","1870","New Mexico Territory","355","Santa Anna","0415","Santa Anna","66","475",0,2534,24,0,41
"G3550435","1870","New Mexico Territory","355","Santa Fe","0435","Santa Fe","66","490",4765,9585,38,0,76
"G3550475","1870","New Mexico Territory","355","Socorro","0475","Socorro","66","530",0,6537,19,0,47
"G3550495","1870","New Mexico Territory","355","Taos","0495","Taos","66","550",0,11792,3,0,284
"G3550555","1870","New Mexico Territory","355","Valencia","0555","Valencia","66","610",0,8841,10,0,242
"G3600010","1870","New York","360","Albany","0010","Albany","13","10",98607,131957,1095,0,0
"G3600030","1870","New York","360","Allegany","0030","Allegany","13","30",0,40465,349,0,0
"G3600070","1870","New York","360","Broome","0070","Broome","13","70",12692,43622,481,0,0
"G3600090","1870","New York","360","Cattaraugus","0090","Cattaraugus","13","90",0,43745,164,0,0
"G3600110","1870","New York","360","Cayuga","0110","Cayuga","13","110",17225,58890,657,0,3
"G3600130","1870","New York","360","Chautauqua","0130","Chautauqua","13","130",16113,59127,195,0,5
"G3600150","1870","New York","360","Chemung","0150","Chemung","13","150",15863,34484,793,0,4
"G3600170","1870","New York","360","Chenango","0170","Chenango","13","170",4279,40259,302,0,3
"G3600190","1870","New York","360","Clinton","0190","Clinton","13","190",5139,47819,128,0,0
"G3600210","1870","New York","360","Columbia","0210","Columbia","13","210",8615,45730,1312,1,1
"G3600230","1870","New York","360","Cortland","0230","Cortland","13","230",3066,25115,58,0,0
"G3600250","1870","New York","360","Delaware","0250","Delaware","13","250",0,42740,232,0,0
"G3600270","1870","New York","360","Dutchess","0270","Dutchess","13","270",23072,71926,2113,2,0
"G3600290","1870","New York","360","Erie","0290","Erie","13","290",120526,177841,858,0,0
"G3600310","1870","New York","360","Essex","0310","Essex","13","310",0,28962,80,0,0
"G3600330","1870","New York","360","Franklin","0330","Franklin","13","330",0,30244,27,0,0
"G3600350","1870","New York","360","Fulton","0350","Fulton","13","350",7800,26835,221,0,8
"G3600370","1870","New York","360","Genesee","0370","Genesee","13","370",6524,31453,153,0,0
"G3600390","1870","New York","360","Greene","0390","Greene","13","390",3791,31203,629,0,0
"G3600410","1870","New York","360","Hamilton","0410","Hamilton","13","410",0,2958,1,0,1
"G3600430","1870","New York","360","Herkimer","0430","Herkimer","13","430",8263,39696,226,0,7
"G3600450","1870","New York","360","Jefferson","0450","Jefferson","13","450",9336,65178,236,0,1
"G3600470","1870","New York","360","Kings","0470","Kings","13","470",396099,414254,5653,7,7
"G3600490","1870","New York","360","Lewis","0490","Lewis","13","490",0,28642,54,0,3
"G3600510","1870","New York","360","Livingston","0510","Livingston","13","510",3387,38094,215,0,0
"G3600530","1870","New York","360","Madison","0530","Madison","13","530",3262,43124,313,0,85
"G3600550","1870","New York","360","Monroe","0550","Monroe","13","550",65203,117263,605,0,0
"G3600570","1870","New York","360","Montgomery","0570","Montgomery","13","570",5426,34102,351,0,4
"G3600610","1870","New York","360","New York","0610","New York","13","610",942292,929199,13072,12,9
"G3600630","1870","New York","360","Niagara","0630","Niagara","13","630",15432,49989,448,0,0
"G3600650","1870","New York","360","Oneida","0650","Oneida","13","650",39804,109358,590,0,60
"G3600670","1870","New York","360","Onondaga","0670","Onondaga","13","670",46680,103475,707,0,1
"G3600690","1870","New York","360","Ontario","0690","Ontario","13","690",10383,44578,530,0,0
"G3600710","1870","New York","360","Orange","0710","Orange","13","710",29440,78370,2524,0,8
"G3600730","1870","New York","360","Orleans","0730","Orleans","13","730",6143,27517,172,0,0
"G3600750","1870","New York","360","Oswego","0750","Oswego","13","750",24417,77633,306,0,2
"G3600770","1870","New York","360","Otsego","0770","Otsego","13","770",0,48732,229,0,6
"G3600790","1870","New York","360","Putnam","0790","Putnam","13","790",3086,15300,120,0,0
"G3600810","1870","New York","360","Queens","0810","Queens","13","810",22737,70007,3791,1,4
"G3600830","1870","New York","360","Rensselaer","0830","Rensselaer","13","830",52837,98765,783,0,1
"G3600850","1870","New York","360","Richmond","0850","Richmond","13","850",10523,32242,787,0,0
"G3600870","1870","New York","360","Rockland","0870","Rockland","13","870",6907,24484,728,0,1
"G3600890","1870","New York","360","St Lawrence","0890","St Lawrence","13","890",12967,84746,72,0,8
"G3600910","1870","New York","360","Saratoga","0910","Saratoga","13","910",13557,50839,683,0,7
"G3600930","1870","New York","360","Schenectady","0930","Schenectady","13","930",11026,21179,168,0,0
"G3600950","1870","New York","360","Schoharie","0950","Schoharie","13","950",0,32914,426,0,0
"G3600970","1870","New York","360","Schuyler","0970","Schuyler","13","970",2639,18803,186,0,0
"G3600990","1870","New York","360","Seneca","0990","Seneca","13","990",9976,27584,239,0,0
"G3601010","1870","New York","360","Steuben","1010","Steuben","13","1010",8570,67330,383,0,4
"G3601030","1870","New York","360","Suffolk","1030","Suffolk","13","1030",0,44956,1806,0,162
"G3601050","1870","New York","360","Sullivan","1050","Sullivan","13","1050",0,34451,99,0,0
"G3601070","1870","New York","360","Tioga","1070","Tioga","13","1070",4756,30206,359,0,7
