GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,AUM001,AVF001,AVF002,AVF003,AVF004,AVF005,AVF006,AVF007,AVF008,AVF009,AVF010,AVF011,AVF012,AUY001,AUY002
"G2901860","1890","Missouri","290","Ste Genevieve","1860","Ste Genevieve","34","1930",9883,496,558,431,0,0,0,0,0,0,1,0,0,2131770,113560
"G2901870","1890","Missouri","290","St Francois","1870","St Francois","34","1870",17347,545,653,518,0,0,0,0,0,0,0,0,0,2414760,85040
"G2901890","1890","Missouri","290","St Louis","1890","St Louis","34","1890",36307,3469,3880,26387,0,0,1,0,0,0,2,0,41,18636870,491350
"G2901950","1890","Missouri","290","Saline","1950","Saline","34","1950",33762,5101,4931,3754,1,0,0,0,0,0,1,0,0,14192768,393210
"G2901970","1890","Missouri","290","Schuyler","1970","Schuyler","34","1970",11249,3,9,14,0,0,0,0,0,0,0,0,0,3206874,140380
"G2901990","1890","Missouri","290","Scotland","1990","Scotland","34","1990",12674,112,131,129,0,0,0,0,0,0,0,0,0,5156150,241590
"G2902010","1890","Missouri","290","Scott","2010","Scott","34","2010",11228,493,550,326,0,0,0,0,0,0,0,1,0,2242080,146160
"G2902030","1890","Missouri","290","Shannon","2030","Shannon","34","2030",8898,4,0,3,0,0,0,0,0,0,0,0,0,613170,28330
"G2902050","1890","Missouri","290","Shelby","2050","Shelby","34","2050",15642,755,931,571,0,0,0,0,0,0,1,4,8,6142010,234580
"G2902070","1890","Missouri","290","Stoddard","2070","Stoddard","34","2070",17327,135,35,70,0,0,0,0,0,0,0,0,0,2110540,122480
"G2902090","1890","Missouri","290","Stone","2090","Stone","34","2090",7090,10,28,20,0,0,0,0,0,0,0,0,0,875700,45430
"G2902110","1890","Missouri","290","Sullivan","2110","Sullivan","34","2110",19000,45,83,42,0,0,0,0,0,0,0,0,0,5579500,234520
"G2902130","1890","Missouri","290","Taney","2130","Taney","34","2130",7973,3,4,10,0,0,0,0,0,0,0,1,0,837070,33990
"G2902150","1890","Missouri","290","Texas","2150","Texas","34","2150",19406,21,29,95,0,0,0,0,0,0,0,0,0,2520170,123780
"G2902170","1890","Missouri","290","Vernon","2170","Vernon","34","2170",31505,231,106,82,0,0,0,0,0,0,1,0,0,10085860,320710
"G2902190","1890","Missouri","290","Warren","2190","Warren","34","2190",9913,725,954,741,0,0,0,0,0,0,0,0,1,4200770,240430
"G2902210","1890","Missouri","290","Washington","2210","Washington","34","2210",13153,772,1038,971,0,0,0,0,0,0,0,0,0,1959630,85300
"G2902230","1890","Missouri","290","Wayne","2230","Wayne","34","2230",11927,104,108,67,0,0,0,0,0,0,0,0,0,1227675,69600
"G2902250","1890","Missouri","290","Webster","2250","Webster","34","2250",15177,167,247,248,0,0,0,0,0,0,2,1,1,2508180,112030
"G2902270","1890","Missouri","290","Worth","2270","Worth","34","2270",8738,1,1,0,0,0,0,0,0,0,0,0,0,3070210,127540
"G2902290","1890","Missouri","290","Wright","2290","Wright","34","2290",14484,364,260,26,0,0,0,0,0,0,5,2,0,1822070,74020
"G2905100","1890","Missouri","290","St Louis City","5100","St Louis City","34","5100",451770,26865,22256,0,170,56,0,0,0,0,31,15,0,3624730,53610
"G3000010","1890","Montana","300","Beaverhead","0010","Beaverhead","64","10",4655,34,6,2,92,131,6,1,0,0,0,1,0,1800610,111420
"G3000130","1890","Montana","300","Cascade","0130","Cascade","64","130",8755,291,0,0,23,0,0,0,0,0,20,0,0,2361630,60910
"G3000150","1890","Montana","300","Chouteau","0150","Chouteau","64","150",4741,18,71,20,42,18,3,0,0,0,190,521,18,447410,52520
"G3000170","1890","Montana","300","Custer","0170","Custer","64","170",5308,114,33,0,18,2,0,0,0,0,159,14,0,553980,55860
"G3000210","1890","Montana","300","Dawson","0210","Dawson","64","210",2056,2,3,4,4,0,0,0,0,0,56,15,12,86950,11850
"G3000230","1890","Montana","300","Deer Lodge","0230","Deer Lodge","64","230",15155,75,60,15,438,710,776,0,0,0,21,31,25,3096030,184880
"G3000270","1890","Montana","300","Fergus","0270","Fergus","64","270",3514,17,0,0,9,0,0,0,0,0,88,0,0,1671580,112840
"G3000310","1890","Montana","300","Gallatin","0310","Gallatin","64","310",6246,43,31,13,39,27,4,0,0,0,0,15,7,2953180,147350
"G3000430","1890","Montana","300","Jefferson","0430","Jefferson","64","430",6026,9,14,2,46,52,122,0,0,0,7,9,1,1153900,53440
"G3000490","1890","Montana","300","Lewis And Clark","0490","Lewis And Clark","64","490",19145,299,86,92,602,359,666,1,0,0,121,366,3,2565200,106390
"G3000570","1890","Montana","300","Madison","0570","Madison","64","570",4692,13,20,20,155,265,299,0,0,0,11,18,4,2056340,105800
"G3000590","1890","Montana","300","Meagher","0590","Meagher","64","590",4749,30,18,4,37,52,29,0,0,0,14,215,8,2161080,97210
"G3000630","1890","Montana","300","Missoula","0630","Missoula","64","630",14427,314,4,11,405,149,44,0,0,0,165,458,79,2063920,114640
"G3000670","1890","Montana","300","Park","0670","Park","64","670",6881,31,0,0,23,0,0,0,0,0,7,0,0,1574540,90690
"G3000930","1890","Montana","300","Silver Bow","0930","Silver Bow","64","930",23744,186,0,0,584,0,0,4,0,0,1,0,0,403600,22340
"G3001110","1890","Montana","300","Yellowstone","1110","Yellowstone","64","1110",2065,14,0,0,15,0,0,0,0,0,0,0,0,562390,27870
"G3100010","1890","Nebraska","310","Adams","0010","Adams","35","10",24303,327,25,0,7,0,0,0,0,0,0,0,0,6941830,284675
"G3100030","1890","Nebraska","310","Antelope","0030","Antelope","35","30",10399,2,7,0,0,0,0,0,0,0,0,0,0,4455410,217560
"G3100050","1890","Nebraska","310","Arthur","0050","Arthur","35","50",91,2,0,0,0,0,0,0,0,0,0,0,0,7730,885
"G3100070","1890","Nebraska","310","Banner","0070","Banner","35","70",2435,2,0,0,0,0,0,0,0,0,0,0,0,464865,36560
"G3100090","1890","Nebraska","310","Blaine","0090","Blaine","35","90",1146,2,0,0,0,0,0,0,0,0,0,0,0,386878,21750
"G3100110","1890","Nebraska","310","Boone","0110","Boone","35","110",8683,7,1,0,0,0,0,0,0,0,0,0,0,4102810,204350
"G3100130","1890","Nebraska","310","Box Butte","0130","Box Butte","35","130",5494,25,0,0,0,0,0,0,0,0,0,0,0,1388500,102250
"G3100150","1890","Nebraska","310","Boyd","0150","Boyd","35","150",695,4,0,0,0,0,0,0,0,0,107,0,0,,
"G3100170","1890","Nebraska","310","Brown","0170","Brown","35","170",4359,3,0,0,0,0,0,0,0,0,0,0,0,1042070,67765
"G3100190","1890","Nebraska","310","Buffalo","0190","Buffalo","35","190",22162,49,12,1,4,0,0,0,0,0,0,0,0,8125730,365575
"G3100210","1890","Nebraska","310","Burt","0210","Burt","35","210",11069,21,8,0,0,0,0,0,0,0,1,0,0,5821830,223929
"G3100230","1890","Nebraska","310","Butler","0230","Butler","35","230",15454,5,23,4,1,0,0,1,0,0,0,0,0,8331260,301630
"G3100250","1890","Nebraska","310","Cass","0250","Cass","35","250",24080,105,46,24,1,0,0,0,0,0,0,0,0,12176950,283215
"G3100270","1890","Nebraska","310","Cedar","0270","Cedar","35","270",7028,4,0,1,0,0,0,0,0,0,5,6,1,3212820,159765
"G3100290","1890","Nebraska","310","Chase","0290","Chase","35","290",4807,0,0,0,0,0,0,0,0,0,0,0,0,1632790,97600
"G3100310","1890","Nebraska","310","Cherry","0310","Cherry","35","310",6428,170,0,0,5,0,0,0,0,0,2,0,0,1352050,113600
"G3100330","1890","Nebraska","310","Cheyenne","0330","Cheyenne","35","330",5693,9,42,3,2,0,0,0,0,0,0,0,0,1683580,84625
"G3100350","1890","Nebraska","310","Clay","0350","Clay","35","350",16310,15,6,0,1,0,0,0,0,0,1,0,0,7831950,327450
"G3100370","1890","Nebraska","310","Colfax","0370","Colfax","35","370",10453,50,25,7,1,0,0,0,0,0,0,0,0,5126520,197180
"G3100390","1890","Nebraska","310","Cuming","0390","Cuming","35","390",12265,1,0,0,0,0,0,0,0,0,39,0,0,7331240,292530
"G3100410","1890","Nebraska","310","Custer","0410","Custer","35","410",21677,22,4,0,0,0,0,0,0,0,0,0,0,8340470,512290
"G3100430","1890","Nebraska","310","Dakota","0430","Dakota","35","430",5386,33,6,0,0,0,0,0,0,0,1,5,0,2722280,96330
"G3100450","1890","Nebraska","310","Dawes","0450","Dawes","35","450",9722,395,0,0,9,0,0,0,0,0,3,0,0,2248636,148035
"G3100470","1890","Nebraska","310","Dawson","0470","Dawson","35","470",10129,46,53,0,1,0,0,0,0,0,0,0,0,5062010,310560
"G3100490","1890","Nebraska","310","Deuel","0490","Deuel","35","490",2893,0,0,0,0,0,0,0,0,0,0,0,0,953160,59035
"G3100510","1890","Nebraska","310","Dixon","0510","Dixon","35","510",8084,3,0,0,0,0,0,0,0,0,0,0,0,3481960,171590
"G3100530","1890","Nebraska","310","Dodge","0530","Dodge","35","530",19260,31,20,4,6,0,0,0,0,0,0,1,0,9493070,341180
"G3100550","1890","Nebraska","310","Douglas","0550","Douglas","35","550",158008,4665,811,459,90,14,0,1,0,0,3,37,0,10569410,200290
"G3100570","1890","Nebraska","310","Dundy","0570","Dundy","35","570",4012,5,0,0,0,0,0,0,0,0,0,0,0,1304420,71950
"G3100590","1890","Nebraska","310","Fillmore","0590","Fillmore","35","590",16022,15,6,0,2,0,0,0,0,0,0,0,0,8797500,340720
"G3100610","1890","Nebraska","310","Franklin","0610","Franklin","35","610",7693,4,0,0,0,0,0,0,0,0,0,0,0,3092030,118750
"G3100630","1890","Nebraska","310","Frontier","0630","Frontier","35","630",8497,1,0,0,0,0,0,0,0,0,0,0,0,3100070,177440
"G3100650","1890","Nebraska","310","Furnas","0650","Furnas","35","650",9840,2,3,0,0,0,0,0,0,0,0,0,0,3343950,160300
"G3100670","1890","Nebraska","310","Gage","0670","Gage","35","670",36344,374,24,2,10,0,0,0,0,0,0,0,0,14774430,479205
"G3100710","1890","Nebraska","310","Garfield","0710","Garfield","35","710",1659,1,0,0,0,0,0,0,0,0,0,0,0,679760,31805
"G3100730","1890","Nebraska","310","Gosper","0730","Gosper","35","730",4816,2,0,0,0,0,0,0,0,0,0,6,0,2083750,119960
"G3100750","1890","Nebraska","310","Grant","0750","Grant","35","750",458,0,0,9,0,0,0,0,0,0,0,0,0,109760,5970
"G3100770","1890","Nebraska","310","Greeley","0770","Greeley","35","770",4869,12,0,0,0,0,0,0,0,0,0,0,0,2057380,111420
"G3100790","1890","Nebraska","310","Hall","0790","Hall","35","790",16513,38,27,0,5,0,0,0,0,0,0,0,0,6802000,229730
"G3100810","1890","Nebraska","310","Hamilton","0810","Hamilton","35","810",14096,58,29,0,2,0,0,0,0,0,0,0,0,8057320,344760
"G3100830","1890","Nebraska","310","Harlan","0830","Harlan","35","830",8158,12,0,0,1,0,0,0,0,0,0,0,0,3741920,177535
"G3100850","1890","Nebraska","310","Hayes","0850","Hayes","35","850",3953,1,0,0,0,0,0,0,0,0,0,0,0,1024500,84320
"G3100870","1890","Nebraska","310","Hitchcock","0870","Hitchcock","35","870",5799,1,0,0,0,0,0,0,0,0,0,0,0,2041000,108420
"G3100890","1890","Nebraska","310","Holt","0890","Holt","35","890",13672,37,2,0,0,0,0,0,0,0,0,0,0,4961720,295125
"G3100910","1890","Nebraska","310","Hooker","0910","Hooker","35","910",426,0,0,0,0,0,0,0,0,0,0,0,0,63750,7030
"G3100930","1890","Nebraska","310","Howard","0930","Howard","35","930",9430,6,8,0,1,0,0,0,0,0,0,0,0,3757540,195430
"G3100950","1890","Nebraska","310","Jefferson","0950","Jefferson","35","950",14850,15,10,0,5,0,0,0,0,0,0,1,0,7731020,292250
"G3100970","1890","Nebraska","310","Johnson","0970","Johnson","35","970",10333,4,25,0,1,0,0,0,0,0,0,0,0,5622600,204210
"G3100990","1890","Nebraska","310","Kearney","0990","Kearney","35","990",9061,0,0,0,0,0,0,0,0,0,0,0,0,4618570,229880
"G3101010","1890","Nebraska","310","Keith","1010","Keith","35","1010",2556,0,1,0,0,0,0,0,0,0,1,0,0,1011100,65270
"G3101030","1890","Nebraska","310","Keya Paha","1030","Keya Paha","35","1030",3920,24,0,0,0,0,0,0,0,0,0,0,0,1174180,70710
"G3101050","1890","Nebraska","310","Kimball","1050","Kimball","35","1050",959,1,0,0,0,0,0,0,0,0,0,0,0,290010,16970
"G3101070","1890","Nebraska","310","Knox","1070","Knox","35","1070",8582,19,1,0,0,0,0,0,0,0,625,64,3,2872550,182090
"G3101090","1890","Nebraska","310","Lancaster","1090","Lancaster","35","1090",76395,1419,628,15,36,4,0,0,0,0,3,3,0,17725850,495055
"G3101110","1890","Nebraska","310","Lincoln","1110","Lincoln","35","1110",10441,24,6,0,2,0,0,0,0,0,0,0,0,3259330,163735
"G3101130","1890","Nebraska","310","Logan","1130","Logan","35","1130",1378,0,0,0,0,0,0,0,0,0,0,0,0,462120,28130
"G3101150","1890","Nebraska","310","Loup","1150","Loup","35","1150",1662,4,0,0,0,0,0,0,0,0,0,0,0,545120,34780
"G3101170","1890","Nebraska","310","McPherson","1170","Mcpherson","35","1170",401,0,0,0,0,0,0,0,0,0,0,0,0,33150,4175
"G3101190","1890","Nebraska","310","Madison","1190","Madison","35","1190",13669,42,6,0,1,0,0,0,0,0,0,0,0,5150420,216070
"G3101210","1890","Nebraska","310","Merrick","1210","Merrick","35","1210",8758,18,15,0,2,0,0,0,0,0,0,0,0,4427860,179210
"G3101250","1890","Nebraska","310","Nance","1250","Nance","35","1250",5773,1,1,0,1,0,0,0,0,0,201,0,0,4108738,151478
"G3101270","1890","Nebraska","310","Nemaha","1270","Nemaha","35","1270",12930,84,87,8,0,0,0,0,0,0,0,7,2,6851240,214300
"G3101290","1890","Nebraska","310","Nuckolls","1290","Nuckolls","35","1290",11417,23,0,0,1,0,0,0,0,0,0,0,0,5298090,186500
"G3101310","1890","Nebraska","310","Otoe","1310","Otoe","35","1310",25403,278,181,219,2,0,0,0,0,0,0,0,3,11351860,320850
"G3101330","1890","Nebraska","310","Pawnee","1330","Pawnee","35","1330",10340,3,6,0,0,0,0,0,0,0,0,0,0,6318020,215845
"G3101350","1890","Nebraska","310","Perkins","1350","Perkins","35","1350",4364,0,0,0,0,0,0,0,0,0,0,0,0,1564750,111560
"G3101370","1890","Nebraska","310","Phelps","1370","Phelps","35","1370",9869,3,2,0,3,0,0,0,0,0,0,0,0,4400810,264850
"G3101390","1890","Nebraska","310","Pierce","1390","Pierce","35","1390",4864,1,0,0,0,0,0,0,0,0,0,0,0,2840150,146900
"G3101410","1890","Nebraska","310","Platte","1410","Platte","35","1410",15437,26,24,4,2,0,0,0,0,0,1,0,0,7785146,325120
"G3101430","1890","Nebraska","310","Polk","1430","Polk","35","1430",10817,13,0,0,1,0,0,0,0,0,0,0,0,6286840,249920
"G3101450","1890","Nebraska","310","Red Willow","1450","Red Willow","35","1450",8837,13,1,0,2,0,0,0,0,0,0,0,0,2853980,141100
"G3101470","1890","Nebraska","310","Richardson","1470","Richardson","35","1470",17574,65,91,10,1,0,0,0,0,0,1,2,78,9088710,292900
"G3101490","1890","Nebraska","310","Rock","1490","Rock","35","1490",3083,0,0,0,0,0,0,0,0,0,0,0,0,1345900,60490
"G3101510","1890","Nebraska","310","Saline","1510","Saline","35","1510",20097,23,8,0,1,0,0,0,0,0,0,0,0,10013830,382990
"G3101530","1890","Nebraska","310","Sarpy","1530","Sarpy","35","1530",6875,9,4,2,0,0,0,0,0,0,0,6,0,5390730,122950
"G3101550","1890","Nebraska","310","Saunders","1550","Saunders","35","1550",21577,17,13,10,2,0,0,0,0,0,1,0,0,12741740,435860
"G3101570","1890","Nebraska","310","Scotts Bluff","1570","Scotts Bluff","35","1570",1888,0,0,0,0,0,0,0,0,0,0,0,0,594600,33380
"G3101590","1890","Nebraska","310","Seward","1590","Seward","35","1590",16140,22,37,0,0,0,0,0,0,0,0,0,0,9929480,400600
"G3101610","1890","Nebraska","310","Sheridan","1610","Sheridan","35","1610",8687,5,0,0,0,0,0,0,0,0,0,0,0,3115510,207300
"G3101630","1890","Nebraska","310","Sherman","1630","Sherman","35","1630",6399,4,0,0,0,0,0,0,0,0,0,0,0,2634060,141505
"G3101650","1890","Nebraska","310","Sioux","1650","Sioux","35","1650",2452,7,12,0,0,0,0,0,0,0,0,59,0,693100,44885
"G3101670","1890","Nebraska","310","Stanton","1670","Stanton","35","1670",4619,7,0,0,0,0,0,0,0,0,0,0,0,3061950,122900
"G3101690","1890","Nebraska","310","Thayer","1690","Thayer","35","1690",12738,12,2,0,0,0,0,0,0,0,0,0,0,5888250,222795
"G3101710","1890","Nebraska","310","Thomas","1710","Thomas","35","1710",517,0,0,0,0,0,0,0,0,0,0,0,0,124630,7400
"G3101730","1890","Nebraska","310","Thurston","1730","Thurston","35","1730",3176,6,0,0,0,0,0,0,0,0,1898,38,0,1202010,44820
"G3101733","1890","Nebraska","310","Unorganized Territory","1733","Unorganized Territory","35","9995",0,0,2,0,0,0,0,0,0,0,0,0,0,25000,0
"G3101750","1890","Nebraska","310","Valley","1750","Valley","35","1750",7092,0,0,0,0,0,0,0,0,0,0,0,0,2743330,153450
"G3101770","1890","Nebraska","310","Washington","1770","Washington","35","1770",11869,30,20,1,1,0,0,0,0,0,0,0,0,6771770,255670
"G3101790","1890","Nebraska","310","Wayne","1790","Wayne","35","1790",6169,3,1,0,0,0,0,0,0,0,0,0,0,3619410,142240
"G3101810","1890","Nebraska","310","Webster","1810","Webster","35","1810",11210,10,5,0,1,0,0,0,0,0,0,0,0,4747750,193100
"G3101830","1890","Nebraska","310","Wheeler","1830","Wheeler","35","1830",1683,59,0,0,0,0,0,0,0,0,0,0,0,766920,36700
"G3101850","1890","Nebraska","310","York","1850","York","35","1850",17279,52,8,0,0,0,0,0,0,0,0,0,0,9196120,374010
"G3200010","1890","Nevada","320","Churchill","0010","Churchill","65","10",703,0,0,0,30,32,16,0,0,0,230,0,0,399300,21730
"G3200050","1890","Nevada","320","Douglas","0050","Douglas","65","50",1551,12,22,32,56,159,23,0,0,0,117,1,3,296360,4050
"G3200070","1890","Nevada","320","Elko","0070","Elko","65","70",4794,26,33,33,311,613,439,0,0,0,301,372,0,3127620,112990
"G3200090","1890","Nevada","320","Esmeralda","0090","Esmeralda","65","90",2148,1,7,8,277,242,56,0,0,0,406,303,0,219350,13210
"G3200110","1890","Nevada","320","Eureka","0110","Eureka","65","110",3275,20,49,0,284,633,0,0,0,0,194,288,0,597250,28450
"G3200130","1890","Nevada","320","Humboldt","0130","Humboldt","65","130",3434,48,21,9,377,529,220,0,0,0,425,211,3,2514790,98390
"G3200150","1890","Nevada","320","Lander","0150","Lander","65","150",2266,1,16,31,87,387,218,0,0,0,382,224,0,440180,31910
"G3200170","1890","Nevada","320","Lincoln","0170","Lincoln","65","170",2466,9,16,11,34,100,23,0,0,0,355,416,14,248780,13940
"G3200190","1890","Nevada","320","Lyon","0190","Lyon","65","190",1987,1,1,2,86,390,116,0,0,0,0,5,0,580800,36500
"G3200230","1890","Nevada","320","Nye","0230","Nye","65","230",1290,4,96,1,23,66,6,0,0,0,414,50,0,333730,22350
"G3200250","1890","Nevada","320","Ormsby","0250","Ormsby","65","250",4883,56,59,31,760,988,769,0,0,0,134,127,0,166700,7600
"G3200255","1890","Nevada","320","Rio Virgin","0255","Rio Virgin","67","335",0,0,0,0,0,0,0,0,0,0,0,0,1,,
"G3200279","1890","Nevada","320","Roop (annexed by Washoe 1886)","0279","Roop (annexed by Washoe 1886)","65","279",0,0,0,0,0,5,4,0,0,0,0,81,0,,
"G3200290","1890","Nevada","320","Storey","0290","Storey","65","290",8806,37,115,96,245,639,749,0,2,0,100,114,0,12000,300
"G3200310","1890","Nevada","320","Washoe","0310","Washoe","65","310",6437,27,44,36,217,526,221,3,1,0,303,331,3,2711550,107390
"G3200330","1890","Nevada","320","White Pine","0330","White Pine","65","330",1721,0,9,67,46,107,292,0,0,0,238,280,0,691000,38670
"G3300010","1890","New Hampshire","330","Belknap","0010","Belknap","4","10",20321,66,72,41,2,0,0,1,0,0,0,1,0,4099530,228590
"G3300030","1890","New Hampshire","330","Carroll","0030","Carroll","4","30",18124,15,12,13,0,0,0,0,0,0,1,5,3,4014480,201520
"G3300050","1890","New Hampshire","330","Cheshire","0050","Cheshire","4","50",29579,24,14,15,0,0,0,0,0,0,1,0,0,5975060,346970
"G3300070","1890","New Hampshire","330","Coos","0070","Coos","4","70",23211,11,15,10,1,0,0,0,0,0,7,22,13,4072190,257610
"G3300090","1890","New Hampshire","330","Grafton","0090","Grafton","4","90",37217,53,20,41,2,0,0,0,0,0,1,12,0,8683580,513900
"G3300110","1890","New Hampshire","330","Hillsborough","0110","Hillsborough","4","110",93247,105,119,124,18,5,0,0,0,0,5,0,5,9439180,498290
"G3300130","1890","New Hampshire","330","Merrimack","0130","Merrimack","4","130",49435,182,158,96,7,1,0,1,0,0,1,8,0,8954780,516350
"G3300150","1890","New Hampshire","330","Rockingham","0150","Rockingham","4","150",49650,98,189,153,11,8,0,0,0,0,0,15,1,12812200,557270
"G3300170","1890","New Hampshire","330","Strafford","0170","Strafford","4","170",38442,34,47,44,12,0,0,0,0,0,0,0,0,4354350,234810
"G3300190","1890","New Hampshire","330","Sullivan","0190","Sullivan","4","190",17304,26,39,43,5,0,0,0,0,0,0,0,1,3757250,239540
"G3400010","1890","New Jersey","340","Atlantic","0010","Atlantic","12","10",28836,2267,894,184,8,0,0,6,0,0,7,0,0,2079480,99380
"G3400030","1890","New Jersey","340","Bergen","0030","Bergen","12","30",47226,1814,1891,1632,10,100,1,0,0,0,0,0,0,9997030,356770
"G3400050","1890","New Jersey","340","Burlington","0050","Burlington","12","50",58528,2624,2570,2540,1,0,0,2,0,0,15,4,1,14819960,689750
"G3400070","1890","New Jersey","340","Camden","0070","Camden","12","70",87687,7475,5687,4430,54,2,0,0,0,0,7,13,12,6010520,233410
"G3400090","1890","New Jersey","340","Cape May","0090","Cape May","12","90",11268,861,570,427,0,0,0,1,0,0,5,0,0,1312530,68330
"G3400110","1890","New Jersey","340","Cumberland","0110","Cumberland","12","110",45438,2100,1965,1767,5,0,0,0,0,0,0,0,0,5695170,331780
"G3400130","1890","New Jersey","340","Essex","0130","Essex","12","130",256098,6910,4727,2539,161,14,2,4,0,0,2,12,2,6093250,145790
"G3400150","1890","New Jersey","340","Gloucester","0150","Gloucester","12","150",28649,1417,1144,973,1,0,0,0,0,0,1,0,0,8278000,426360
"G3400170","1890","New Jersey","340","Hudson","0170","Hudson","12","170",275126,2456,1655,1050,193,31,0,1,0,0,6,10,1,2143000,134070
"G3400190","1890","New Jersey","340","Hunterdon","0190","Hunterdon","12","190",35355,497,552,634,3,0,0,0,0,0,1,0,0,12633360,731290
