GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,ADI001,ADI002,ADJ001,ADJ002,ADM001,ADM002,ADM003,ADM004,ADM005,ADM006,ADM007,ADM008,ADM009,ADM010,ADM011,ADM012,ADM013,ADM014,ADM015,ADM016,ADM017,ADM018,ADM019,ADM020,ADM021,ADM022,ADM023,ADM024,ADM025,ADM026,ADM027,ADM028,ADM029,ADM030
"G2902290","1850","Missouri","290","Wright","2290","Wright","34","2290",10991,10982,133425,16717,8631,40,194695,32730,0,10400,0,8510,1017,6976,4854,0,0,0,67265,305,98,0,8,0,0,0,8441,247,0,0,0,0,0,17742
"G3300010","1850","New Hampshire","330","Belknap","0010","Belknap","4","10",143524,67408,3747515,127195,14028,6469,118007,41092,0,0,0,53681,5218,335092,0,2638,947,0,471143,273789,38445,0,57,20,0,0,221,1,0,30448,0,0,0,6405
"G3300030","1850","New Hampshire","330","Carroll","0030","Carroll","4","30",152631,142843,3500651,174417,13104,10524,147715,50467,0,0,0,45140,8930,340278,0,314,860,60,570188,132786,34675,0,87,7380,0,0,985,10,130,98017,0,55,0,5313
"G3300050","1850","New Hampshire","330","Cheshire","0050","Cheshire","4","50",278697,94993,5801093,212631,6897,23657,177301,121191,0,0,0,152190,5722,364501,0,28071,2594,0,758181,437681,67129,247,906,5105,0,0,238,2,0,226153,0,3896,0,13820
"G3300070","1850","New Hampshire","330","Coos","0070","Coos","4","70",90339,113224,1611348,117183,22197,3492,40376,99773,0,50,0,48143,4608,256928,0,4038,38721,5,358445,206189,30795,106,4220,3182,0,0,893,36,1,157057,0,300,0,5740
"G3300090","1850","New Hampshire","330","Grafton","0090","Grafton","4","90",401145,263690,7838130,475435,64359,20202,228799,244177,0,0,0,280859,13388,1006237,0,2110,10278,20,1278984,573957,103001,431,1007,18962,0,0,3229,102,60,397754,0,2421,0,38952
"G3300110","1850","New Hampshire","330","Hillsborough","0110","Hillsborough","4","110",317294,111482,7994720,295032,12038,53658,205634,110571,0,0,0,67331,7140,340719,0,14377,3345,63,1014774,335324,76350,3,671,135562,0,0,94,0,0,21694,0,29,0,15262
"G3300130","1850","New Hampshire","330","Merrimack","0130","Merrimack","4","130",288109,123429,7397930,306962,22126,23310,231610,122247,0,0,0,156221,8249,500051,0,3925,3098,6,790950,479435,82003,9,336,47342,0,0,286,3,0,40657,0,807,0,9969
"G3300150","1850","New Hampshire","330","Rockingham","0150","Rockingham","4","150",236069,102986,9141870,327907,4115,19601,201359,62407,0,0,0,44475,7538,668395,0,5398,565,187,736222,289566,72185,0,197,2,0,0,77,0,0,1857,0,167,0,10735
"G3300170","1850","New Hampshire","330","Strafford","0170","Strafford","4","170",136226,48629,4311765,137197,2732,7418,100260,23453,0,0,0,28739,4981,309998,0,3830,27,3,417294,192261,40233,0,29,21500,0,0,319,0,0,4820,0,154,0,2917
"G3300190","1850","New Hampshire","330","Sullivan","0190","Sullivan","4","190",207454,72242,3900975,140166,24062,14786,122609,98003,0,0,0,231697,5082,182720,0,5555,4830,0,580875,275575,54038,33,561,18119,0,0,1310,35,0,320406,0,1982,0,8027
"G3400010","1850","New Jersey","340","Atlantic","0010","Atlantic","12","10",15006,34585,685425,27386,7382,8350,68868,3674,0,20,0,3518,464,16592,5053,0,673,0,38942,0,9569,0,212,342,0,0,0,0,0,0,0,0,0,1677
"G3400030","1850","New Jersey","340","Bergen","0030","Bergen","12","30",80494,28234,6238110,279166,9350,76745,150709,57686,0,290,0,3418,264,166368,0,115,48724,83,328759,20,16582,128,18,0,0,0,65,4,0,232,0,0,0,6648
"G3400050","1850","New Jersey","340","Burlington","0050","Burlington","12","50",132017,40670,11666550,316217,152369,118920,883011,159398,0,0,0,43781,2048,364461,47682,10,29744,255,688868,238940,41783,115,582,0,0,0,0,0,0,0,0,0,0,3050
"G3400070","1850","New Jersey","340","Camden","0070","Camden","12","70",53968,77416,4651048,153622,66440,22138,259684,22139,0,0,0,2777,27,307869,65191,0,10620,0,299856,20882,12946,25,3,297,0,0,0,0,0,0,0,30,0,2554
"G3400090","1850","New Jersey","340","Cape May","0090","Cape May","12","90",14310,37653,824950,21871,16334,1402,84915,11027,0,0,0,10149,5,14587,3961,0,61,0,46269,0,9972,0,4,0,0,0,0,0,0,0,0,0,0,0
"G3400110","1850","New Jersey","340","Cumberland","0110","Cumberland","12","110",48469,71646,2754375,123986,78000,4864,370267,84408,0,0,0,13830,529,116144,21169,0,21835,2,174802,4340,21795,900,1409,302,0,0,0,0,0,0,0,25,0,8497
"G3400130","1850","New Jersey","340","Essex","0130","Essex","12","130",76949,23407,6988985,230581,34637,23653,297076,151765,0,0,0,6466,1134,159148,134,373,24611,234,378233,685,29287,124,526,0,0,0,350,17,0,0,0,0,0,4556
"G3400150","1850","New Jersey","340","Gloucester","0150","Gloucester","12","150",68810,52897,4548128,191372,59037,32366,380221,11336,0,0,0,3079,0,253964,254870,0,12111,782,257022,12295,14152,43,82,4,0,0,0,0,0,0,0,0,0,0
"G3400170","1850","New Jersey","340","Hudson","0170","Hudson","12","170",9223,7729,2964995,54860,3663,6047,37155,9673,0,0,0,132,0,32885,0,135,3998,60,49893,0,4161,3,0,81,0,0,0,0,0,0,0,0,0,1135
"G3400190","1850","New Jersey","340","Hunterdon","0190","Hunterdon","12","190",196342,49322,11474186,513298,188828,133662,954788,679539,0,0,0,60489,1211,78526,208,892,103271,0,975679,700,32247,10191,3481,137,0,0,122153,9563,0,0,0,580,0,14171
"G3400210","1850","New Jersey","340","Mercer","0210","Mercer","12","210",95380,21587,6336970,255101,124735,22635,468670,376123,0,0,0,17793,1334,91924,4398,114,38593,77,453978,6840,20481,1987,984,25,0,0,28702,1728,17,0,0,0,0,7595
"G3400230","1850","New Jersey","340","Middlesex","0230","Middlesex","12","230",115938,42106,6712960,267328,78022,37489,438668,213954,0,0,0,5587,417,123076,3948,225,52678,0,501648,50,22267,266,356,0,0,0,935,21,0,0,0,310,0,9343
"G3400250","1850","New Jersey","340","Monmouth","0250","Monmouth","12","250",145739,82440,11522920,425908,152904,82833,841072,158546,0,0,0,31543,498,773272,40577,1044,35647,38,628602,36185,29120,234,1258,365,0,0,0,0,0,0,0,0,0,9572
"G3400270","1850","New Jersey","340","Morris","0270","Morris","12","270",136543,99542,7981997,303198,61326,71571,524366,281381,0,0,0,41213,1577,135271,247,1671,103262,24,774591,5584,39092,1010,456,0,0,0,3483,439,2,5,0,0,0,16005
"G3400290","1850","New Jersey","340","Ocean","0290","Ocean","12","290",26466,28387,1089300,56303,12063,22083,108447,8151,0,0,0,6385,31,38219,2152,30,2889,0,78059,11500,6679,0,0,81,0,0,0,0,0,0,0,0,0,770
"G3400310","1850","New Jersey","340","Passaic","0310","Passaic","12","310",34152,62203,3204977,97074,8096,41509,140213,41446,0,0,0,5320,1609,79169,0,343,31309,161,238470,1932,11025,57,74,129,0,0,310,0,0,280,0,0,0,9125
"G3400330","1850","New Jersey","340","Salem","0330","Salem","12","330",105956,38942,6648373,287497,173871,14427,825622,226918,0,0,0,18822,1633,190745,57570,80,25299,0,399097,24953,27822,3942,49933,188,0,0,0,0,0,0,0,0,0,3583
"G3400350","1850","New Jersey","340","Somerset","0350","Somerset","12","350",137700,27212,7872377,315448,109367,80913,685673,498922,0,0,0,27466,1241,62718,855,1309,37425,70,564573,520,26631,5165,2602,108,0,0,19916,3416,0,5,0,0,0,19999
"G3400370","1850","New Jersey","340","Sussex","0370","Sussex","12","370",149582,94895,8390180,213465,66006,229795,459254,151011,0,0,0,24874,125,110020,0,28,178188,0,1816610,330,37711,865,477,69,0,0,1566,94,4,1360,0,9,0,21035
"G3400410","1850","New Jersey","340","Warren","0410","Warren","12","410",124947,64082,7680705,291822,198760,224176,781025,230966,0,0,0,48754,27,92278,0,123,117996,25,793259,0,22628,3225,594,5,0,0,5485,1243,0,315,0,0,0,17379
"G3550035","1850","New Mexico Territory","355","Bernalillo","0035","Bernalillo","66","10",13436,806,144379,9436,17701,0,39303,0,0,0,0,8500,2300,3,0,0,100,390,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3550315","1850","New Mexico Territory","355","Rio Arriba","0315","Rio Arriba","66","390",30417,2644,414809,15123,31163,0,56483,0,0,0,0,15070,4001,0,0,0,0,0,0,3170,0,0,0,0,0,0,0,0,0,0,0,0,3524,0
"G3550395","1850","New Mexico Territory","355","San Miguel","0395","San Miguel","66","470",42880,0,190167,17637,11381,0,33862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3550415","1850","New Mexico Territory","355","Santa Anna","0415","Santa Anna","66","475",3197,0,124459,5503,9740,0,24373,0,0,6911,0,2825,728,0,0,5,0,0,3,544,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3550435","1850","New Mexico Territory","355","Santa Fe","0435","Santa Fe","66","490",19081,82206,171447,10291,11499,0,26962,5,0,1128,0,6506,544,0,0,0,0,0,58,2114,0,0,0,0,0,0,0,0,0,0,0,0,414,2
"G3550495","1850","New Mexico Territory","355","Taos","0495","Taos","66","550",10469,11608,192293,5032,72049,0,26633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3550555","1850","New Mexico Territory","355","Valencia","0555","Valencia","66","610",46721,27106,416368,14938,42983,0,157795,0,0,428,0,0,8115,0,0,0,0,1973,0,20,0,0,0,0,0,0,0,0,0,0,0,0,298,0
"G3600010","1850","New York","360","Albany","0010","Albany","13","10",228505,68877,11339756,470878,18471,251252,244411,648389,0,0,0,99295,22230,406040,2229,80793,212977,118,970142,58804,71804,603,1458,123,0,0,7203,753,54,13032,0,490,0,35851
"G3600030","1850","New York","360","Allegany","0030","Allegany","13","30",191969,186320,5540150,361897,183631,3100,133700,504466,0,0,0,270212,29552,258870,80,23152,39882,1037,1141162,1145391,73212,281,3019,218,0,0,7861,883,0,585550,0,3458,0,41048
"G3600070","1850","New York","360","Broome","0070","Broome","13","70",158392,131070,5586307,197036,60201,39953,159616,409390,0,20,0,77296,1810,190262,0,1924,63321,0,1197882,42007,52637,52,386,38787,0,0,3109,103,0,113026,0,330,0,14756
"G3600090","1850","New York","360","Cattaraugus","0090","Cattaraugus","13","90",206850,261859,6216993,359333,104715,849,183978,722389,0,0,0,176796,17303,350873,0,12246,23732,6,1522649,1382963,79526,55,2376,40,0,0,9839,435,0,788631,0,991,0,50332
"G3600110","1850","New York","360","Cayuga","0110","Cayuga","13","110",298633,99863,15086322,541770,468730,29695,704954,735441,0,0,0,367085,5691,281692,27,303953,46784,0,1673315,217413,72590,2545,1678,1442,0,0,10761,1324,0,109048,0,410,0,34678
"G3600130","1850","New York","360","Chautauqua","0130","Chautauqua","13","130",310733,281581,10836732,374653,185734,2120,513827,614392,0,0,0,369997,11311,319026,25,24207,10287,190,2706612,2271890,125947,114,1889,5735,0,0,15177,1333,511,787408,0,581,0,36170
"G3600150","1850","New York","360","Chemung","0150","Chemung","13","150",124715,108557,6352356,251873,223340,2559,166804,368450,0,0,0,70953,2288,108051,16,28602,57222,0,829421,34829,40106,348,981,50,0,0,1042,21,0,34123,0,682,0,31746
"G3600170","1850","New York","360","Chenango","0170","Chenango","13","170",332909,169082,9555848,436606,51479,49280,278113,669866,0,0,0,266026,4084,280817,20,28668,43473,0,3069421,1069331,124453,192,1390,26674,0,0,12606,461,200,547382,0,1106,0,29666
"G3600190","1850","New York","360","Clinton","0190","Clinton","13","190",133578,102504,4256119,198170,75415,19351,129782,254654,0,0,0,144190,23487,352167,0,6033,48097,64,609047,124450,36584,20,621,708,0,0,615,18,0,147643,0,830,0,28458
"G3600210","1850","New York","360","Columbia","0210","Columbia","13","210",297483,62066,15684468,492516,17839,526450,560079,972015,0,0,0,278772,2287,409472,25,14653,148241,411,1571984,132803,74478,6,322,425,0,0,2950,169,12,840,0,32,0,39420
"G3600230","1850","New York","360","Cortland","0230","Cortland","13","230",165447,95312,5405547,351481,45662,11110,201988,425180,0,0,0,119060,8518,186629,0,58002,31961,20,1989208,1071690,73871,866,1585,10327,0,0,42916,1978,22,521053,0,2946,0,24360
"G3600250","1850","New York","360","Delaware","0250","Delaware","13","250",352941,291963,8583684,439623,20295,139505,119334,591571,0,0,0,165221,2946,373317,0,3339,147541,0,3780585,89038,120964,33735,2300,5538,1,0,1508,195,0,469517,0,663,0,82469
"G3600270","1850","New York","360","Dutchess","0270","Dutchess","13","270",378506,96621,25181302,658895,69760,321102,782605,1066117,0,65,0,277404,1774,385941,10,6863,89107,47,1760086,105084,97832,50,1201,289,0,0,7182,342,5,1799,0,20,0,48572
"G3600290","1850","New York","360","Erie","0290","Erie","13","290",270874,191832,12441746,515303,242221,36879,443160,740270,0,0,0,184489,18537,375161,88,70820,36885,121,1544201,4293949,90984,2250,3206,894,0,0,6553,259,0,307001,0,1697,0,35886
"G3600310","1850","New York","360","Essex","0310","Essex","13","310",166951,136610,3393385,182446,66510,18463,120425,189954,0,0,0,150258,14602,307549,0,505,14372,0,428199,112961,37868,100,197,0,0,0,285,2,0,60554,0,6,0,20039
"G3600330","1850","New York","360","Franklin","0330","Franklin","13","330",103203,64146,2298912,159578,71883,7218,87100,150850,0,100,0,81101,9759,164714,50,3495,14657,0,582452,146708,32348,55,960,50436,0,0,1291,87,3,252279,0,1605,0,7993
"G3600350","1850","New York","360","Fulton","0350","Fulton","13","350",117413,47122,3465299,199085,9750,45333,130361,285202,0,0,0,45468,15656,160974,0,24883,48761,0,710648,550040,32146,112,444,0,0,0,10621,687,0,43240,0,1495,0,20247
"G3600370","1850","New York","360","Genesee","0370","Genesee","13","370",203871,69708,10505382,433480,734051,7566,390424,310282,0,0,0,369957,6996,181364,0,42254,23717,63,887510,193109,47739,713,1862,1091,0,1,1553,299,0,192399,0,2801,0,24039
"G3600390","1850","New York","360","Greene","0390","Greene","13","390",207523,106895,7943072,344550,10883,122646,189325,354458,0,0,0,49923,2203,219678,30,6589,118490,0,1236777,40462,72271,2,342,13,0,0,634,55,0,68946,0,1929,0,70331
"G3600410","1850","New York","360","Hamilton","0410","Hamilton","13","410",13845,23687,220777,14614,233,748,5434,10210,0,0,0,5486,106,23310,0,118,3884,0,66930,2928,4004,0,68,0,0,0,40,2,0,14683,0,0,0,2376
"G3600430","1850","New York","360","Herkimer","0430","Herkimer","13","430",245648,94534,10494344,411570,43223,28719,209292,591237,0,0,0,44189,23338,273227,0,68894,35395,0,1397921,9548010,95520,1735,1504,163408,0,0,63246,2780,0,105361,0,3440,0,36566
"G3600450","1850","New York","360","Jefferson","0450","Jefferson","13","450",418540,179799,13986824,679293,276137,71370,367731,430363,0,0,0,192168,76244,77417,0,227416,15182,54,3584376,4192719,131949,31,6127,0,0,0,2954,644,0,818394,0,1705,0,26186
"G3600470","1850","New York","360","Kings","0470","Kings","13","470",17419,3443,4130700,90460,29926,5662,91949,29538,0,0,0,0,17085,208452,0,230,1966,0,635,0,6804,655,0,0,0,0,0,0,0,0,0,0,0,0
"G3600490","1850","New York","360","Lewis","0490","Lewis","13","490",137822,95229,5289486,357455,73584,9957,83027,188558,0,958,0,44137,14817,287707,10,23813,10117,75,1655245,3067300,67280,19,2420,11322,0,0,31905,1171,0,436378,0,1393,0,17968
"G3600510","1850","New York","360","Livingston","0510","Livingston","13","510",229762,86938,14018338,360978,1111986,7369,366557,323798,0,0,0,410447,6296,181474,0,122271,21846,857,834138,162444,44274,2088,1174,7018,0,0,1786,225,3,47556,0,455,0,26596
"G3600530","1850","New York","360","Madison","0530","Madison","13","530",363392,93203,10829524,388555,113257,26962,339906,585307,0,7970,0,194292,20029,268786,0,295067,18533,0,1584499,2450172,93565,164,1906,529070,0,0,4421,544,87,125480,0,1822,0,27846
"G3600550","1850","New York","360","Monroe","0550","Monroe","13","550",302102,84394,19617346,782833,1441653,8148,767021,449150,0,0,0,365084,8215,561425,320,106049,26306,667,1258735,286653,62603,3099,1687,58023,0,0,1457,76,5,37468,0,592,0,17335
"G3600570","1850","New York","360","Montgomery","0570","Montgomery","13","570",192260,46868,8680704,367092,49421,128634,219648,938097,0,0,0,68025,47087,189825,0,125204,128127,228,1005685,1668700,50063,1905,2680,34955,0,0,20034,4030,0,45196,0,1095,0,33660
"G3600610","1850","New York","360","New York","0610","New York","13","610",2428,245,4937000,39131,115,75,4698,325,0,0,0,0,78,13321,0,0,0,0,3195,0,948,0,0,0,0,0,0,0,0,0,0,0,0,250
"G3600630","1850","New York","360","Niagara","0630","Niagara","13","630",178664,102128,6700836,409995,917739,1478,345257,321283,0,0,0,168330,13823,162082,0,76510,20069,15,793206,69270,35724,3563,1516,20,0,0,435,317,1,13258,0,145,0,13035
"G3600650","1850","New York","360","Oneida","0650","Oneida","13","650",476669,189572,15930356,527350,76805,21199,645359,834728,0,0,0,283122,15034,539985,270,141939,53452,921,3963392,5218734,167047,166,9924,294944,0,0,1684,24,0,177351,0,2792,0,31586
"G3600670","1850","New York","360","Onondaga","0670","Onondaga","13","670",317280,113291,17055334,804010,427535,45095,782220,891331,0,73731,0,345880,24081,437566,0,440293,33673,182,2147518,1004878,82004,2442,1198,5523,0,0,20064,1703,60,128785,0,582,0,39766
"G3600690","1850","New York","360","Ontario","0690","Ontario","13","690",274381,90996,15066954,566473,929342,7784,520917,421666,0,100,0,462955,8404,231684,0,170300,21513,105,1047782,255284,62478,3161,1247,16171,0,0,595,266,0,128599,0,925,0,30330
"G3600710","1850","New York","360","Orange","0710","Orange","13","710",315795,107903,17585392,451823,46527,292926,491074,390834,0,75,0,47438,843,146331,10,1495,90749,908,3769034,620,96593,118,1027,36,0,2,996,39,0,1681,0,0,0,35232
"G3600730","1850","New York","360","Orleans","0730","Orleans","13","730",163823,53631,8946810,338405,854676,3,421126,190078,0,0,0,199228,3836,141157,0,28958,20101,14,704881,105578,26875,1476,1165,0,0,0,451,153,50,34460,0,1140,0,12745
"G3600750","1850","New York","360","Oswego","0750","Oswego","13","750",193220,170060,8037526,423515,41739,33489,396605,337714,0,0,0,102968,10424,320166,19,16769,37620,15,2031574,1340545,60930,158,1106,8761,0,0,5960,324,60,197825,0,1774,0,35629
"G3600770","1850","New York","360","Otsego","0770","Otsego","13","770",376868,171294,12560142,597863,76652,86661,290608,921989,0,0,0,325598,22362,500372,30,80574,105353,1,2497871,2049673,113209,2846,4431,1132052,0,0,22066,1475,5,384996,0,2990,0,45472
"G3600790","1850","New York","360","Putnam","0790","Putnam","13","790",85501,35344,4820700,141774,3869,31070,132376,79535,0,20,0,13388,585,99821,0,0,34063,83,785330,7863,25140,0,67,19,0,0,100,6,0,1925,0,0,0,10975
"G3600810","1850","New York","360","Queens","0810","Queens","13","810",123360,46286,12373722,424541,124494,64951,403705,273760,0,0,0,25830,15468,307551,10,3340,58605,136,561230,2697,48027,111,656,20,0,0,0,0,0,0,0,225,0,5299
"G3600830","1850","New York","360","Rensselaer","0830","Rensselaer","13","830",274543,75203,13566420,539570,14562,238126,469877,762734,0,0,0,256509,8021,602595,0,14055,98814,228,1336281,688856,84642,3,660,0,0,0,268091,11061,0,30180,0,63,0,42702
"G3600850","1850","New York","360","Richmond","0850","Richmond","13","850",10311,4863,1620360,46480,15388,5192,46195,22856,0,0,0,0,13,28871,1411,1880,2052,75,34792,0,5642,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3600870","1850","New York","360","Rockland","0870","Rockland","13","870",43080,34323,3269780,67952,6439,34216,73628,39844,0,0,0,1876,12,46570,0,0,31842,78,219283,0,11712,3,12,50,0,0,0,10,0,0,0,0,0,5025
"G3600890","1850","New York","360","St Lawrence","0890","St Lawrence","13","890",377086,262627,9242548,657505,289956,26764,244690,353993,0,100,0,287900,56319,476934,0,16520,19227,10,2876918,1596450,122688,70,2736,101855,0,0,3045,149,0,1236504,0,80,0,23013
"G3600910","1850","New York","360","Saratoga","0910","Saratoga","13","910",281427,131562,13200760,517323,21907,257916,438413,702338,0,0,0,158736,8533,596494,120,25626,109900,129,1388594,253588,67538,587,949,4324,0,0,6621,489,0,16895,0,826,0,63241
"G3600930","1850","New York","360","Schenectady","0930","Schenectady","13","930",76939,28892,3820430,193943,12695,76386,116413,331027,0,0,0,31407,6904,138285,0,60181,66618,25,505970,97720,24269,106,686,25,0,0,32120,1454,0,0,0,0,0,11294
"G3600950","1850","New York","360","Schoharie","0950","Schoharie","13","950",205745,105444,7347157,337645,63241,178565,116831,514807,0,50,0,95185,32872,215318,0,110543,161027,271,1603063,99375,52759,5077,4563,10587,0,0,10497,2601,6,111344,0,2065,0,31481
"G3600990","1850","New York","360","Seneca","0990","Seneca","13","990",127937,39541,8563490,254265,527697,3823,260271,315026,0,0,0,123358,1069,79347,0,81703,18976,0,513694,19765,29763,7052,2987,19,0,0,367,1561,0,11999,0,935,0,18547
"G3601010","1850","New York","360","Steuben","1010","Steuben","13","1010",336981,338415,13581268,676792,653484,16033,297717,913948,0,0,0,399543,45202,360726,245,153056,115390,285,1918465,210889,111869,1386,4479,424,0,0,16241,1270,2,294897,0,3547,0,94991
"G3601030","1850","New York","360","Suffolk","1030","Suffolk","13","1030",143612,210292,7195800,211147,128237,49771,377985,243020,0,0,0,77350,3342,178549,406,15014,37359,112,459293,3730,33080,41,1255,109,0,0,496,20,107,0,0,0,0,3454
"G3601050","1850","New York","360","Sullivan","1050","Sullivan","13","1050",94425,141830,3543001,167109,1720,92845,94529,110456,0,0,0,28832,510,122980,0,102,87754,6,732691,4535,22001,13,1224,72,0,0,600,19,0,11276,0,21,0,28061
"G3601070","1850","New York","360","Tioga","1070","Tioga","13","1070",118240,103111,4852976,173896,121891,10873,145171,286061,0,0,0,60044,2686,137344,0,6053,45414,0,856140,67977,39524,259,363,0,0,0,2008,103,0,43213,0,1166,0,10225
"G3601090","1850","New York","360","Tompkins","1090","Tompkins","13","1090",223213,104284,10382946,403349,421302,25878,340612,686257,0,0,0,242004,5225,183248,0,81689,109785,100,1635789,71389,67981,2202,1859,18,0,0,16578,2355,0,102099,0,1296,0,73003
