GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,AYM001,AZ3001,AZ3002,AZ3003,AZ3004
"G2001370","1900","Kansas","200","Norton","1370","Norton","32","1370",11325,24,14,24,14
"G2001390","1900","Kansas","200","Osage","1390","Osage","32","1390",23659,277,247,276,247
"G2001410","1900","Kansas","200","Osborne","1410","Osborne","32","1410",11844,58,60,58,60
"G2001430","1900","Kansas","200","Ottawa","1430","Ottawa","32","1430",11182,41,43,41,43
"G2001450","1900","Kansas","200","Pawnee","1450","Pawnee","32","1450",5084,46,41,44,41
"G2001470","1900","Kansas","200","Phillips","1470","Phillips","32","1470",14442,61,56,60,56
"G2001490","1900","Kansas","200","Pottawatomie","1490","Pottawatomie","32","1490",18470,126,130,113,113
"G2001510","1900","Kansas","200","Pratt","1510","Pratt","32","1510",7085,85,78,85,78
"G2001530","1900","Kansas","200","Rawlins","1530","Rawlins","32","1530",5241,0,0,0,0
"G2001550","1900","Kansas","200","Reno","1550","Reno","32","1550",29027,275,218,273,218
"G2001570","1900","Kansas","200","Republic","1570","Republic","32","1570",18248,8,4,8,4
"G2001590","1900","Kansas","200","Rice","1590","Rice","32","1590",14745,74,68,74,68
"G2001610","1900","Kansas","200","Riley","1610","Riley","32","1610",13828,178,166,178,166
"G2001630","1900","Kansas","200","Rooks","1630","Rooks","32","1630",7960,50,47,50,47
"G2001650","1900","Kansas","200","Rush","1650","Rush","32","1650",6134,4,5,4,5
"G2001670","1900","Kansas","200","Russell","1670","Russell","32","1670",8489,35,32,35,32
"G2001690","1900","Kansas","200","Saline","1690","Saline","32","1690",17076,225,212,225,212
"G2001710","1900","Kansas","200","Scott","1710","Scott","32","1710",1098,0,0,0,0
"G2001730","1900","Kansas","200","Sedgwick","1730","Sedgwick","32","1730",44037,747,744,745,744
"G2001750","1900","Kansas","200","Seward","1750","Seward","32","1750",822,2,2,2,2
"G2001770","1900","Kansas","200","Shawnee","1770","Shawnee","32","1770",53727,2921,3056,2877,3012
"G2001790","1900","Kansas","200","Sheridan","1790","Sheridan","32","1790",3819,5,3,5,3
"G2001810","1900","Kansas","200","Sherman","1810","Sherman","32","1810",3341,3,7,3,7
"G2001830","1900","Kansas","200","Smith","1830","Smith","32","1830",16384,1,0,1,0
"G2001850","1900","Kansas","200","Stafford","1850","Stafford","32","1850",9829,85,85,85,85
"G2001870","1900","Kansas","200","Stanton","1870","Stanton","32","1870",327,0,0,0,0
"G2001890","1900","Kansas","200","Stevens","1890","Stevens","32","1890",620,4,1,4,1
"G2001910","1900","Kansas","200","Sumner","1910","Sumner","32","1910",25631,128,112,128,112
"G2001930","1900","Kansas","200","Thomas","1930","Thomas","32","1930",4112,1,5,0,5
"G2001950","1900","Kansas","200","Trego","1950","Trego","32","1950",2722,14,10,14,10
"G2001970","1900","Kansas","200","Wabaunsee","1970","Wabaunsee","32","1970",12813,396,361,396,361
"G2001990","1900","Kansas","200","Wallace","1990","Wallace","32","1990",1178,9,11,9,11
"G2002010","1900","Kansas","200","Washington","2010","Washington","32","2010",21963,15,11,15,11
"G2002030","1900","Kansas","200","Wichita","2030","Wichita","32","2030",1197,0,0,0,0
"G2002050","1900","Kansas","200","Wilson","2050","Wilson","32","2050",15621,21,19,21,19
"G2002070","1900","Kansas","200","Woodson","2070","Woodson","32","2070",10022,35,31,35,31
"G2002090","1900","Kansas","200","Wyandotte","2090","Wyandotte","32","2090",73227,4473,4511,4442,4481
"G2009015","1900","Kansas","200","Kikapoo Indian Reservation","9015","Kikapoo Indian Reservation","32","935",,,,,
"G2009035","1900","Kansas","200","Pottawatomi Indian Reservation","9035","Pottawatomi Indian Reservation","32","1495",,,,,
"G2009055","1900","Kansas","200","Sac and Fox Indian Reservation (Kansas part)","9055","Sac and Fox Indian Reservation (Kansas part)","32","1675",,,,,
"G2100010","1900","Kentucky","210","Adair","0010","Adair","51","10",14888,763,831,763,831
"G2100030","1900","Kentucky","210","Allen","0030","Allen","51","30",14657,561,537,561,537
"G2100050","1900","Kentucky","210","Anderson","0050","Anderson","51","50",10051,511,483,511,483
"G2100070","1900","Kentucky","210","Ballard","0070","Ballard","51","70",10761,790,712,790,712
"G2100090","1900","Kentucky","210","Barren","0090","Barren","51","90",23197,1858,1929,1858,1929
"G2100110","1900","Kentucky","210","Bath","0110","Bath","51","110",14734,893,799,893,799
"G2100130","1900","Kentucky","210","Bell","0130","Bell","51","130",15701,967,787,967,787
"G2100150","1900","Kentucky","210","Boone","0150","Boone","51","150",11170,451,359,451,359
"G2100170","1900","Kentucky","210","Bourbon","0170","Bourbon","51","170",18069,3297,3496,3296,3496
"G2100190","1900","Kentucky","210","Boyd","0190","Boyd","51","190",18834,410,373,398,373
"G2100210","1900","Kentucky","210","Boyle","0210","Boyle","51","210",13817,2341,2440,2341,2440
"G2100230","1900","Kentucky","210","Bracken","0230","Bracken","51","230",12137,295,277,295,277
"G2100250","1900","Kentucky","210","Breathitt","0250","Breathitt","51","250",14322,161,138,161,138
"G2100270","1900","Kentucky","210","Breckinridge","0270","Breckinridge","51","270",20534,1088,1008,1088,1008
"G2100290","1900","Kentucky","210","Bullitt","0290","Bullitt","51","290",9602,571,523,571,523
"G2100310","1900","Kentucky","210","Butler","0310","Butler","51","310",15896,374,351,374,351
"G2100330","1900","Kentucky","210","Caldwell","0330","Caldwell","51","330",14510,1378,1397,1378,1397
"G2100350","1900","Kentucky","210","Calloway","0350","Calloway","51","350",17633,620,638,620,638
"G2100370","1900","Kentucky","210","Campbell","0370","Campbell","51","370",54223,250,330,250,330
"G2100390","1900","Kentucky","210","Carlisle","0390","Carlisle","51","390",10195,342,296,342,296
"G2100410","1900","Kentucky","210","Carroll","0410","Carroll","51","410",9825,409,395,409,395
"G2100430","1900","Kentucky","210","Carter","0430","Carter","51","430",20228,80,63,80,63
"G2100450","1900","Kentucky","210","Casey","0450","Casey","51","450",15144,258,246,258,246
"G2100470","1900","Kentucky","210","Christian","0470","Christian","51","470",37962,8142,8455,8142,8455
"G2100490","1900","Kentucky","210","Clark","0490","Clark","51","490",16694,2654,2523,2654,2523
"G2100510","1900","Kentucky","210","Clay","0510","Clay","51","510",15364,280,284,280,284
"G2100530","1900","Kentucky","210","Clinton","0530","Clinton","51","530",7871,93,87,91,84
"G2100550","1900","Kentucky","210","Crittenden","0550","Crittenden","51","550",15191,434,442,434,442
"G2100570","1900","Kentucky","210","Cumberland","0570","Cumberland","51","570",8962,458,464,458,464
"G2100590","1900","Kentucky","210","Daviess","0590","Daviess","51","590",38667,2767,2789,2765,2789
"G2100610","1900","Kentucky","210","Edmonson","0610","Edmonson","51","610",10080,228,224,228,224
"G2100630","1900","Kentucky","210","Elliott","0630","Elliott","51","630",10387,1,1,1,1
"G2100650","1900","Kentucky","210","Estill","0650","Estill","51","650",11669,114,109,114,109
"G2100670","1900","Kentucky","210","Fayette","0670","Fayette","51","670",42071,7183,8228,7181,8228
"G2100690","1900","Kentucky","210","Fleming","0690","Fleming","51","690",17074,794,791,794,791
"G2100710","1900","Kentucky","210","Floyd","0710","Floyd","51","710",15552,70,66,70,66
"G2100730","1900","Kentucky","210","Franklin","0730","Franklin","51","730",20852,2403,1948,2400,1948
"G2100750","1900","Kentucky","210","Fulton","0750","Fulton","51","750",11546,1561,1279,1559,1279
"G2100770","1900","Kentucky","210","Gallatin","0770","Gallatin","51","770",5163,295,270,295,270
"G2100790","1900","Kentucky","210","Garrard","0790","Garrard","51","790",12042,1473,1473,1473,1473
"G2100810","1900","Kentucky","210","Grant","0810","Grant","51","810",13239,220,207,220,207
"G2100830","1900","Kentucky","210","Graves","0830","Graves","51","830",33204,1695,1652,1695,1650
"G2100850","1900","Kentucky","210","Grayson","0850","Grayson","51","850",19878,215,213,215,213
"G2100870","1900","Kentucky","210","Green","0870","Green","51","870",12255,835,904,835,904
"G2100890","1900","Kentucky","210","Greenup","0890","Greenup","51","890",15432,130,142,130,142
"G2100910","1900","Kentucky","210","Hancock","0910","Hancock","51","910",8914,316,328,316,328
"G2100930","1900","Kentucky","210","Hardin","0930","Hardin","51","930",22937,1021,1050,1021,1050
"G2100950","1900","Kentucky","210","Harlan","0950","Harlan","51","950",9838,110,116,110,116
"G2100970","1900","Kentucky","210","Harrison","0970","Harrison","51","970",18570,1172,1250,1171,1250
"G2100990","1900","Kentucky","210","Hart","0990","Hart","51","990",18390,1124,1096,1124,1096
"G2101010","1900","Kentucky","210","Henderson","1010","Henderson","51","1010",32907,4518,4288,4516,4288
"G2101030","1900","Kentucky","210","Henry","1030","Henry","51","1030",14620,967,963,967,963
"G2101050","1900","Kentucky","210","Hickman","1050","Hickman","51","1050",11745,1095,1028,1095,1028
"G2101070","1900","Kentucky","210","Hopkins","1070","Hopkins","51","1070",30995,2662,2456,2662,2456
"G2101090","1900","Kentucky","210","Jackson","1090","Jackson","51","1090",10561,10,9,10,9
"G2101110","1900","Kentucky","210","Jefferson","1110","Jefferson","51","1110",232549,21433,22486,21430,22486
"G2101130","1900","Kentucky","210","Jessamine","1130","Jessamine","51","1130",11925,1692,1657,1692,1657
"G2101150","1900","Kentucky","210","Johnson","1150","Johnson","51","1150",13730,1,0,1,0
"G2101170","1900","Kentucky","210","Kenton","1170","Kenton","51","1170",63591,1569,1730,1552,1730
"G2101190","1900","Kentucky","210","Knott","1190","Knott","51","1190",8704,95,74,95,74
"G2101210","1900","Kentucky","210","Knox","1210","Knox","51","1210",17372,379,375,379,375
"G2101230","1900","Kentucky","210","Larue","1230","Larue","51","1230",10764,388,394,388,394
"G2101250","1900","Kentucky","210","Laurel","1250","Laurel","51","1250",17592,352,308,349,305
"G2101270","1900","Kentucky","210","Lawrence","1270","Lawrence","51","1270",19612,99,86,99,86
"G2101290","1900","Kentucky","210","Lee","1290","Lee","51","1290",7988,144,127,144,127
"G2101310","1900","Kentucky","210","Leslie","1310","Leslie","51","1310",6753,44,31,44,31
"G2101330","1900","Kentucky","210","Letcher","1330","Letcher","51","1330",9172,23,23,23,23
"G2101350","1900","Kentucky","210","Lewis","1350","Lewis","51","1350",17868,90,85,90,85
"G2101370","1900","Kentucky","210","Lincoln","1370","Lincoln","51","1370",17059,1712,1800,1712,1800
"G2101390","1900","Kentucky","210","Livingston","1390","Livingston","51","1390",11354,389,389,389,389
"G2101410","1900","Kentucky","210","Logan","1410","Logan","51","1410",25994,3434,3304,3434,3304
"G2101430","1900","Kentucky","210","Lyon","1430","Lyon","51","1430",9319,1135,797,1135,797
"G2101450","1900","Kentucky","210","McCracken","1450","Mccracken","51","1450",28733,3613,3681,3605,3678
"G2101490","1900","Kentucky","210","McLean","1490","Mclean","51","1490",12448,475,399,475,399
"G2101510","1900","Kentucky","210","Madison","1510","Madison","51","1510",25607,3273,3417,3273,3417
"G2101530","1900","Kentucky","210","Magoffin","1530","Magoffin","51","1530",12006,109,112,66,70
"G2101550","1900","Kentucky","210","Marion","1550","Marion","51","1550",16290,1407,1404,1407,1404
"G2101570","1900","Kentucky","210","Marshall","1570","Marshall","51","1570",13692,178,170,178,170
"G2101590","1900","Kentucky","210","Martin","1590","Martin","51","1590",5780,6,9,6,9
"G2101610","1900","Kentucky","210","Mason","1610","Mason","51","1610",20446,1854,1914,1854,1914
"G2101630","1900","Kentucky","210","Meade","1630","Meade","51","1630",10533,465,425,465,425
"G2101650","1900","Kentucky","210","Menifee","1650","Menifee","51","1650",6818,26,15,26,15
"G2101670","1900","Kentucky","210","Mercer","1670","Mercer","51","1670",14426,1218,1250,1218,1250
"G2101690","1900","Kentucky","210","Metcalfe","1690","Metcalfe","51","1690",9988,491,508,491,508
"G2101710","1900","Kentucky","210","Monroe","1710","Monroe","51","1710",13053,333,349,333,349
"G2101730","1900","Kentucky","210","Montgomery","1730","Montgomery","51","1730",12834,1693,1792,1691,1792
"G2101750","1900","Kentucky","210","Morgan","1750","Morgan","51","1750",12792,26,27,26,27
"G2101770","1900","Kentucky","210","Muhlenberg","1770","Muhlenberg","51","1770",20741,1099,1058,1099,1058
"G2101790","1900","Kentucky","210","Nelson","1790","Nelson","51","1790",16587,1749,1693,1749,1693
"G2101810","1900","Kentucky","210","Nicholas","1810","Nicholas","51","1810",11952,672,660,672,660
"G2101830","1900","Kentucky","210","Ohio","1830","Ohio","51","1830",27287,744,649,744,649
"G2101850","1900","Kentucky","210","Oldham","1850","Oldham","51","1850",7078,828,792,828,792
"G2101870","1900","Kentucky","210","Owen","1870","Owen","51","1870",17553,739,731,739,731
"G2101890","1900","Kentucky","210","Owsley","1890","Owsley","51","1890",6874,40,33,40,33
"G2101910","1900","Kentucky","210","Pendleton","1910","Pendleton","51","1910",14947,252,236,252,236
"G2101930","1900","Kentucky","210","Perry","1930","Perry","51","1930",8276,78,83,78,83
"G2101950","1900","Kentucky","210","Pike","1950","Pike","51","1950",22686,101,89,101,89
"G2101970","1900","Kentucky","210","Powell","1970","Powell","51","1970",6443,201,174,201,174
"G2101990","1900","Kentucky","210","Pulaski","1990","Pulaski","51","1990",31293,654,682,654,682
"G2102010","1900","Kentucky","210","Robertson","2010","Robertson","51","2010",4900,70,58,70,58
"G2102030","1900","Kentucky","210","Rockcastle","2030","Rockcastle","51","2030",12416,78,79,78,79
"G2102050","1900","Kentucky","210","Rowan","2050","Rowan","51","2050",8277,31,23,31,23
"G2102070","1900","Kentucky","210","Russell","2070","Russell","51","2070",9695,126,168,126,168
"G2102090","1900","Kentucky","210","Scott","2090","Scott","51","2090",18076,2561,2501,2561,2501
"G2102110","1900","Kentucky","210","Shelby","2110","Shelby","51","2110",18340,2400,2298,2400,2298
"G2102130","1900","Kentucky","210","Simpson","2130","Simpson","51","2130",11624,1247,1303,1247,1303
"G2102150","1900","Kentucky","210","Spencer","2150","Spencer","51","2150",7406,647,604,647,604
"G2102170","1900","Kentucky","210","Taylor","2170","Taylor","51","2170",11075,803,840,803,840
"G2102190","1900","Kentucky","210","Todd","2190","Todd","51","2190",17371,3123,3046,3123,3046
"G2102210","1900","Kentucky","210","Trigg","2210","Trigg","51","2210",14073,1788,1709,1788,1709
"G2102230","1900","Kentucky","210","Trimble","2230","Trimble","51","2230",7272,108,93,108,93
"G2102250","1900","Kentucky","210","Union","2250","Union","51","2250",21326,1574,1539,1574,1539
"G2102270","1900","Kentucky","210","Warren","2270","Warren","51","2270",29970,3334,3658,3334,3658
"G2102290","1900","Kentucky","210","Washington","2290","Washington","51","2290",14182,927,972,927,972
"G2102310","1900","Kentucky","210","Wayne","2310","Wayne","51","2310",14892,290,321,287,321
"G2102330","1900","Kentucky","210","Webster","2330","Webster","51","2330",20097,1199,1190,1199,1190
"G2102350","1900","Kentucky","210","Whitley","2350","Whitley","51","2350",25015,439,330,439,330
"G2102370","1900","Kentucky","210","Wolfe","2370","Wolfe","51","2370",8764,62,35,62,35
"G2102390","1900","Kentucky","210","Woodford","2390","Woodford","51","2390",13134,2361,2358,2361,2358
"G2200010","1900","Louisiana","220","Acadia","0010","Acadia","45","10",23483,2551,2270,2550,2270
"G2200050","1900","Louisiana","220","Ascension","0050","Ascension","45","50",24142,6005,6089,5995,6086
"G2200070","1900","Louisiana","220","Assumption","0070","Assumption","45","70",21620,4737,4702,4736,4702
"G2200090","1900","Louisiana","220","Avoyelles","0090","Avoyelles","45","90",29701,6065,5874,6037,5854
"G2200130","1900","Louisiana","220","Bienville","0130","Bienville","45","130",17588,4123,4117,4123,4117
"G2200150","1900","Louisiana","220","Bossier","0150","Bossier","45","150",24153,9528,9363,9527,9363
"G2200170","1900","Louisiana","220","Caddo","0170","Caddo","45","170",44499,15101,15572,15090,15572
"G2200190","1900","Louisiana","220","Calcasieu","0190","Calcasieu","45","190",30428,3102,3059,2970,2996
"G2200210","1900","Louisiana","220","Caldwell","0210","Caldwell","45","210",6917,1567,1509,1567,1509
"G2200230","1900","Louisiana","220","Cameron","0230","Cameron","45","230",3952,313,264,313,264
"G2200250","1900","Louisiana","220","Catahoula","0250","Catahoula","45","250",16351,3374,3459,3357,3436
"G2200270","1900","Louisiana","220","Claiborne","0270","Claiborne","45","270",23029,6819,7008,6819,7008
"G2200290","1900","Louisiana","220","Concordia","0290","Concordia","45","290",13559,6067,5778,6067,5778
"G2200310","1900","Louisiana","220","De Soto","0310","De Soto","45","310",25063,8410,8493,8410,8493
"G2200330","1900","Louisiana","220","East Baton Rouge","0330","East Baton Rouge","45","330",31153,10520,10071,10507,10071
"G2200350","1900","Louisiana","220","East Carroll","0350","East Carroll","45","350",11373,5232,5182,5230,5182
"G2200370","1900","Louisiana","220","East Feliciana","0370","East Feliciana","45","370",20443,7278,7595,7276,7595
"G2200410","1900","Louisiana","220","Franklin","0410","Franklin","45","410",8890,2486,2534,2486,2534
"G2200430","1900","Louisiana","220","Grant","0430","Grant","45","430",12902,1844,1821,1844,1821
"G2200450","1900","Louisiana","220","Iberia","0450","Iberia","45","450",29015,7047,7239,7043,7239
"G2200470","1900","Louisiana","220","Iberville","0470","Iberville","45","470",27006,8668,8496,8663,8496
"G2200490","1900","Louisiana","220","Jackson","0490","Jackson","45","490",9119,1566,1638,1566,1638
