GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,AOS001,AOS002,AOD001,AOD002,AOD003,AOH001,AOH002,AOH003,AOH004,AOH005,AOH006,AOH007,AOH008,AOH009,AOH010,AOH011,AOH012,AOH013,AOH014,AOH015,AOH016,AOH017,AOH018,AOH019,AOH020,AOH021,AOH022,AOH023,AOH024,AOH025,AOH026,AOH027,AOH028,AOH029,AOH030,AOH031,AOH032,AOH033,AOH034,AOH035,AOH036,AOH037,AOH038
"G1650235","1880","Idaho Territory","165","Shoshone","0235","Shoshone","63","790",699,160,12100,830,6250,0,0,400,0,0,0,0,1300,0,0,0,0,0,0,0,0,0,0,0,0,0,243,0,0,450,0,0,0,0,680,0,0,0,0,0,0,0,0
"G1650255","1880","Idaho Territory","165","Washington","0255","Washington","63","870",13846,13492,198650,24680,257812,521,0,16217,0,57653,0,435,9095,460,37444,0,0,0,0,0,0,0,0,0,0,0,3198,0,12,18077,0,0,0,0,5219,0,0,89,521,0,0,0,43
"G1700010","1880","Illinois","170","Adams","0010","Adams","21","10",375280,98769,17595476,516581,1702362,97627,132287,610137,6885,3928,1131,3840525,756901,13904,1505036,0,0,769,0,0,0,0,0,50763,3442,1168,23600,890,569,657125,19784,497,0,8320,132722,8384,31148,14672,97627,0,28747,18,1122
"G1700030","1880","Illinois","170","Alexander","0030","Alexander","21","30",28611,30904,968535,60360,135588,2935,4515,42801,104,0,0,454705,12816,248,129478,0,0,0,0,0,0,0,0,15236,45,20,685,1,0,38398,2806,16,0,2150,39914,940,1543,994,2935,0,9200,0,51
"G1700050","1880","Illinois","170","Bond","0050","Bond","21","50",188909,34023,5122247,273462,778424,61499,100475,233657,4464,0,52,1470940,223141,1871,725474,0,713,14,0,0,0,0,0,28508,0,0,6681,0,40,288421,2044,282,0,4660,27462,1077,20150,10477,61499,0,40415,5,201
"G1700070","1880","Illinois","170","Boone","0070","Boone","21","70",148127,26155,6217875,215919,866085,86025,1505540,642448,5430,11110,8997,1119383,865601,24879,52895,0,13229,861,116820,0,0,0,0,582,0,0,35882,4933,1170,174834,7863,358,0,1050,66982,265,5383,17524,86025,0,50100,68,137
"G1700090","1880","Illinois","170","Brown","0090","Brown","21","90",115072,53707,3786906,144120,589580,162656,4020,213662,883,0,144,1104674,89936,4069,362219,0,3,666,0,0,0,0,100,25188,1340,1041,6822,586,46,157535,8206,167,0,3137,17851,618,9214,25994,162656,0,635,0,326
"G1700110","1880","Illinois","170","Bureau","0110","Bureau","21","110",483595,52972,24343724,662086,3170334,81705,87152,957688,9227,41997,1316,8425684,1188234,41140,264626,0,1323,1057,0,0,0,0,0,13988,0,137,69013,1140,1889,637778,17285,779,0,460,170595,1116,15233,9841,81705,0,900,15,548
"G1700130","1880","Illinois","170","Calhoun","0130","Calhoun","21","130",55827,83927,2235970,89028,244928,5368,25,58126,720,124,70,637532,32498,351,330106,0,0,35,0,0,0,0,0,6216,600,65,1442,4,0,80743,5439,175,0,3150,29441,298,5719,1033,5368,0,0,0,116
"G1700150","1880","Illinois","170","Carroll","0150","Carroll","21","150",230858,40606,9843178,317205,1329723,28273,373209,685103,40390,127452,1424,2913111,977871,73330,252068,0,452,100,0,0,0,0,206,3381,0,0,48075,4941,858,172481,8039,296,0,33505,104297,616,9454,3975,28273,0,2860,204,321
"G1700170","1880","Illinois","170","Cass","0170","Cass","21","170",150363,69020,6817105,206236,791713,15134,18400,178844,230,545,133,2532842,220814,6610,462959,0,0,0,0,0,0,0,0,6480,211,164,4267,2,0,179100,16662,478,0,4460,26875,5706,19642,2152,15134,0,290,0,36
"G1700190","1880","Illinois","170","Champaign","0190","Champaign","21","190",566475,56138,18264722,511516,2423157,70343,26444,801752,19454,350,3773,10132526,1527055,67742,433849,0,114350,2396,0,0,0,0,412,39433,0,20,44989,87,2641,553976,34419,957,0,4070,254906,1619,9568,11720,70343,0,625150,12,1170
"G1700210","1880","Illinois","170","Christian","0210","Christian","21","210",389154,35513,12510062,437707,1940352,70725,7334,527808,2885,7867,560,6143469,749479,17556,1456544,0,13114,54,0,0,0,0,0,18645,76,3428,23231,55,589,493614,19579,720,0,5060,56100,1886,13077,10111,70725,0,15035,40,323
"G1700230","1880","Illinois","170","Clark","0230","Clark","21","230",199299,90866,5830679,259138,780635,49132,280,375988,120,0,2908,1384571,208681,2731,594419,0,134,6,1200,0,0,0,0,46043,8154,2283,18195,1034,634,358613,6822,238,0,19321,64063,993,35069,9875,49132,0,14398,22,1526
"G1700250","1880","Illinois","170","Clay","0250","Clay","21","250",194637,59309,3495421,154506,607990,55093,325,238102,2683,0,1490,1058186,157063,2742,223520,0,15281,497,52,0,0,0,0,40720,1992,566,10356,0,6982,283554,5104,86,0,21085,28604,868,30330,10718,55093,0,7315,23,2275
"G1700270","1880","Illinois","170","Clinton","0270","Clinton","21","270",218312,47203,6837775,325532,792893,43053,69036,243912,10528,260,155,1582886,416320,1560,1515138,0,90,0,0,0,0,0,0,16727,0,0,8928,10,17,420130,4448,481,0,4657,77891,1039,16371,8258,43053,0,34235,0,833
"G1700290","1880","Illinois","170","Coles","0290","Coles","21","290",283687,37592,9106444,290442,1511038,53681,12616,402186,2760,2119,1397,3857893,474511,8857,444381,0,30,0,0,0,0,0,0,42712,260,238,26349,457,1034,400393,22734,326,0,13850,113842,4023,22702,10144,53681,0,4192208,13,612
"G1700310","1880","Illinois","170","Cook","0310","Cook","21","310",505588,36190,29891244,722633,1930932,27177,5153975,1142341,5303,4706,498,1619528,2223052,20623,37043,0,108806,2456,2000,0,0,0,0,1187,0,0,132443,229,860,507393,2955,77,0,20100,909329,3631,7360,4870,27177,0,0,48,520
"G1700330","1880","Illinois","170","Crawford","0330","Crawford","21","330",166351,70272,4761561,221937,664367,64600,185,287600,624,0,2923,1195290,151355,1967,549476,0,121,13,0,0,0,0,0,27833,484,595,12291,77,443,253832,6227,816,0,65213,19724,1685,27115,12336,64600,0,14425,7,1007
"G1700350","1880","Illinois","170","Cumberland","0350","Cumberland","21","350",162401,41468,3360311,139766,566930,24778,120,221838,100,0,3310,1186633,216020,3953,303819,0,408,5,0,0,0,0,65,45673,827,837,11925,161,697,230804,3571,74,0,15464,32904,375,19106,5341,24778,0,36381,14,3857
"G1700370","1880","Illinois","170","DeKalb","0370","De Kalb","21","370",382281,17113,16044736,488138,2232875,82530,2327167,1712589,61574,64478,8450,4357761,1818381,18506,75630,0,77798,3244,400,0,0,0,0,400,200,5,97238,8500,15158,318588,10461,214,0,0,168215,440,8353,14854,82530,0,1850,105,637
"G1700390","1880","Illinois","170","De Witt","0390","De Witt","21","390",229080,32044,8038809,220128,1165877,81418,17447,370083,1338,500,916,3998701,663062,52933,190337,0,0,0,0,0,0,0,0,10389,50,626,14656,96,455,356553,30196,777,0,3499,56028,1261,6736,15348,81418,0,10461,11,409
"G1700410","1880","Illinois","170","Douglas","0410","Douglas","21","410",222501,17950,7306037,196149,983377,38257,6090,281167,987,196,1632,3335008,464278,16982,215307,0,2642,12,0,0,0,0,0,16284,0,0,23464,1254,3803,263487,23818,702,0,3840,32391,1067,9175,7367,38257,0,1568899,16,405
"G1700430","1880","Illinois","170","Dupage","0430","Du Page","21","430",186287,15778,11876542,312730,1187363,78212,4711786,538519,7396,3662,507,907451,1063668,38875,45094,0,62403,1447,90,0,0,0,0,162,2,20,49357,1056,999,310538,2665,71,0,0,268868,25,3058,14674,78212,0,0,0,26
"G1700450","1880","Illinois","170","Edgar","0450","Edgar","21","450",344043,43307,13799040,408458,2180200,94661,12919,440863,2710,1322,464,4116096,392799,8653,729023,0,967,0,0,0,0,0,204,28014,9031,4063,17080,317,1505,402524,23490,1821,0,15326,77745,4423,25764,16501,94661,558,107508,6,487
"G1700470","1880","Illinois","170","Edwards","0470","Edwards","21","470",82893,39419,2219201,103746,327947,56935,105,110645,390,0,125,620193,54969,70,364743,0,12,0,0,0,0,0,0,18497,0,0,7309,118,5591,103017,1454,140,0,425,18907,36,14886,10423,56935,0,15,0,225
"G1700490","1880","Illinois","170","Effingham","0490","Effingham","21","490",190691,68134,4456296,234009,672732,27694,131439,274010,3765,0,1455,1436646,367918,4657,372554,0,2082,18,0,0,0,0,0,53826,945,159,13397,0,1010,341701,9811,464,0,14078,52356,489,13382,5965,27694,0,4237,13,1013
"G1700510","1880","Illinois","170","Fayette","0510","Fayette","21","510",258815,104414,5874840,308852,999825,63865,25838,345029,1501,150,1019,1992603,308157,5053,741806,0,1358,437,0,0,0,0,0,47836,910,145,9900,197,555,356335,6705,234,0,14156,42216,1347,21606,13104,63865,0,7782,11,1936
"G1700530","1880","Illinois","170","Ford","0530","Ford","21","530",267978,28808,7737467,267828,1092766,14140,25016,350970,3664,217,559,4527164,476068,18110,16644,0,243263,7652,0,0,0,0,0,13160,0,0,45718,172,5446,249364,4223,184,0,0,66414,350,533,1938,14140,0,30750,100,555
"G1700550","1880","Illinois","170","Franklin","0550","Franklin","21","550",133691,73743,2662764,165655,562281,19390,25,251573,12,294,0,1049554,130702,163,453022,0,1682,8,3000,0,0,0,0,43683,0,0,4209,10,44,261187,7276,66,0,98672,17355,4828,21869,5769,19390,0,3448,11,1545
"G1700570","1880","Illinois","170","Fulton","0570","Fulton","21","570",354662,145428,16481782,496030,2304756,145264,48675,900574,4260,1661,4097,4618903,587256,182822,671334,0,3,1621,0,0,0,0,0,38055,4024,2782,33721,6761,1191,614974,22501,913,0,13289,62425,1534,55185,22836,145264,0,6161,7,729
"G1700590","1880","Illinois","170","Gallatin","0590","Gallatin","21","590",72264,45192,1844646,101824,315786,9790,1500,97816,1245,0,0,1069405,22314,224,328101,0,0,0,0,0,0,0,0,11632,0,0,2537,70,0,127244,1235,28,0,19830,24993,970,7716,2563,9790,0,0,0,35
"G1700610","1880","Illinois","170","Greene","0610","Greene","21","610",237366,74765,10419614,321853,1287111,87400,6016,324549,3066,325,504,2605641,95830,1384,1138854,0,0,0,0,0,0,0,0,15816,2688,230,8911,274,136,335258,20178,551,0,6538,27708,1654,28285,11715,87400,0,1780,0,14
"G1700630","1880","Illinois","170","Grundy","0630","Grundy","21","630",235856,13917,8772876,293192,1096011,16362,41028,532172,13170,2141,956,3670009,440588,27030,7985,0,19974,111,0,0,0,0,0,3059,30,0,35068,45,7833,220435,5308,214,0,880,58697,163,1960,2404,16362,0,0,70,605
"G1700650","1880","Illinois","170","Hamilton","0650","Hamilton","21","650",135077,71380,2353055,160075,555129,34582,0,194124,64,0,143,1131195,96533,1378,437675,0,399,0,0,0,0,0,0,44781,0,38,6682,30,65,184036,10901,818,0,244600,28512,5972,17985,9673,34582,0,2607,14,298
"G1700670","1880","Illinois","170","Hancock","0670","Hancock","21","670",377532,84044,15607218,437214,1911253,30549,1798,759741,26393,304,2587,5259059,1190529,50520,596319,0,218,1784,0,0,0,0,0,51538,6578,2980,32089,82,983,911070,29092,1113,0,1655,110069,2283,21044,5122,30549,0,37051,51,1606
"G1700690","1880","Illinois","170","Hardin","0690","Hardin","21","690",33921,28385,535790,27727,124790,5565,0,43754,0,0,73,306960,21454,374,42997,0,0,0,0,0,0,0,0,11209,0,0,1082,4,0,51567,1035,30,0,2810,184539,545,15592,1563,5565,0,0,0,82
"G1700710","1880","Illinois","170","Henderson","0710","Henderson","21","710",180659,39261,6727386,188821,1088288,16621,510,241270,2500,60,1888,2856035,401372,53194,218217,0,95,0,0,0,0,0,11,8009,400,15,9927,12,91,219301,8011,295,0,0,29432,912,8377,2644,16621,1000,9025,0,351
"G1700730","1880","Illinois","170","Henry","0730","Henry","21","730",473320,28599,21073766,642120,2902007,49140,107434,1142266,45129,17938,2071,8774002,1103842,90318,121315,0,175,0,0,0,0,0,0,18665,0,172,63465,1038,1057,555773,20789,622,0,795,144003,942,3662,6001,49140,0,3329395,52,304
"G1700750","1880","Illinois","170","Iroquois","0750","Iroquois","21","750",571198,56322,16644298,595240,2499058,37852,368078,887119,9305,3056,6705,8394776,1190750,61886,121335,0,329726,8905,32209,0,0,0,0,43040,1050,693,62805,260,6007,672866,18160,1425,0,9825,139794,1644,15135,6135,37852,0,13520,34,1938
"G1700770","1880","Illinois","170","Jackson","0770","Jackson","21","770",153561,89226,4040247,262328,627833,17202,5105,230597,215,1922,541,1068557,72622,2149,755019,0,0,0,0,0,0,0,0,41066,0,100,6161,151,14,276945,12615,145,0,6770,82584,2968,17779,3619,17202,0,0,9,92
"G1700790","1880","Illinois","170","Jasper","0790","Jasper","21","790",174011,77494,3370942,177100,568297,37623,1925,246638,1510,0,2627,1185016,211541,4078,231103,0,9958,17,0,0,0,0,0,56276,1918,338,13748,25,6049,234456,14254,319,0,37317,33266,987,38023,7511,37623,0,2506,22,2180
"G1700810","1880","Illinois","170","Jefferson","0810","Jefferson","21","810",178643,91537,4019991,235721,797722,43792,215,308108,490,580,131,1202026,201468,992,687068,0,2628,2,0,0,0,0,0,34253,100,0,7568,29,585,368928,2933,76,0,22101,33481,2051,10640,10025,43792,0,963,33,360
"G1700830","1880","Illinois","170","Jersey","0830","Jersey","21","830",152432,60732,6482737,247489,612641,38989,20623,226796,778,0,73,1485494,112974,289,968058,0,0,0,0,0,0,0,0,3427,135,73,5865,151,48,224157,9170,187,0,5649,35368,1794,10208,5594,38989,0,7500,0,150
"G1700850","1880","Illinois","170","Jo Daviess","0850","Jo Daviess","21","850",233535,112259,9870104,326975,1453807,78432,35127,860399,40627,23987,4181,2567588,1118375,32549,165984,0,20335,1118,300,0,0,0,0,3909,0,82,52150,6288,1708,375895,13143,488,0,636539,173353,773,16179,11769,78432,0,7000,146,631
"G1700870","1880","Illinois","170","Johnson","0870","Johnson","21","870",90676,81856,1567461,83617,392117,12584,255,228529,18,0,0,706888,23940,822,195356,0,0,366,0,0,0,0,0,34441,250,108,3185,480,22,130757,3337,162,0,188294,25160,2662,20568,3749,12584,0,0,0,623
"G1700890","1880","Illinois","170","Kane","0890","Kane","21","890",298845,44876,15887798,424656,2117315,81486,10881300,1106097,10095,13537,6028,2315126,1267133,48913,41780,0,11015,728,36,0,0,0,0,558,0,0,94851,2971,5922,354493,12911,159,0,0,156910,832,19345,14482,81486,0,0,88,854
"G1700910","1880","Illinois","170","Kankakee","0910","Kankakee","21","910",376147,13770,10346322,362021,1591545,20480,620928,857126,13050,3396,1374,4076888,1117451,63465,56818,0,110719,2533,0,0,0,0,0,11417,0,20,71256,782,6060,293773,8244,486,0,1550,105966,834,2312,3616,20480,0,17600,26,253
"G1700930","1880","Illinois","170","Kendall","0930","Kendall","21","930",188212,11712,10050176,320448,1170284,51761,693327,805820,1300,550,1120,2484200,835190,6626,23781,0,557,0,0,0,0,0,0,1009,1650,205,43502,2812,9799,195843,6849,184,0,0,57918,745,4808,9381,51761,0,200,0,118
"G1700950","1880","Illinois","170","Knox","0950","Knox","21","950",398769,50488,16828024,482144,2443448,114836,370721,740487,28543,1390,3981,6015818,1024648,79379,155645,0,0,1060,0,0,0,0,0,24420,960,712,35972,1222,1035,545124,15268,964,0,1778,112409,1990,16304,17562,114836,0,632445,115,338
"G1700970","1880","Illinois","170","Lake","0970","Lake","21","970",211592,51942,11480632,374555,1367901,365612,1433450,1074676,68573,7704,2154,882249,872929,8406,45729,0,109363,1934,11500,0,0,0,0,3893,0,9,71295,4885,751,398900,8985,225,0,0,124541,0,18622,77926,365612,0,6864,21,799
"G1700990","1880","Illinois","170","La Salle","0990","La Salle","21","990",626504,54621,30893424,819803,3560340,113995,604213,1431413,2920,22934,3310,11148780,2110752,60643,197152,0,4963,239,0,0,0,0,0,14931,60,86,98257,1203,14892,843255,18567,941,0,955,274401,1603,13987,15346,113995,2010,25065,138,889
"G1701010","1880","Illinois","170","Lawrence","1010","Lawrence","21","1010",143692,56830,4448623,229935,538132,36969,216,221140,2333,6000,2035,958313,65077,1358,619075,0,274,2,0,0,0,0,0,26896,524,136,6799,424,1217,264731,6268,485,0,10985,23237,781,33195,6504,36969,0,7031,6,1013
"G1701030","1880","Illinois","170","Lee","1030","Lee","21","1030",421564,31376,17368068,589793,2088643,76419,437335,1390855,3829,121419,7604,5742335,1704103,47534,244713,0,6091,294,0,0,0,0,0,1893,0,0,73851,16585,26480,431258,17591,734,0,2414,232922,835,6974,10522,76419,0,2850,51,238
"G1701050","1880","Illinois","170","Livingston","1050","Livingston","21","1050",619749,32174,19262892,677122,2732481,38391,18617,1092904,11531,532,3954,11094044,1557536,112057,61499,0,209006,5134,0,0,0,0,0,25792,250,76,64603,760,14454,824880,7492,392,0,685,154449,685,3097,5297,38391,0,26500,47,2681
"G1701070","1880","Illinois","170","Logan","1070","Logan","21","1070",350496,30456,13765632,394534,1827100,55740,29109,453292,5100,7590,577,6740175,619579,54905,350113,0,0,575,0,0,0,0,0,4338,125,155,14405,70,302,426890,33870,492,0,710,64291,1222,9594,8875,55740,0,5840,0,283
"G1701090","1880","Illinois","170","McDonough","1090","Mcdonough","21","1090",296762,52140,11698588,333810,1727918,55456,33193,625961,9064,910,2471,4574894,745443,104047,355153,0,0,14,0,0,0,0,27,39733,4796,3047,23141,1459,772,475971,12263,298,0,8491,47436,1576,11200,9715,55456,0,61926,36,249
"G1701110","1880","Illinois","170","McHenry","1110","Mchenry","21","1110",328117,56202,13245970,479022,2093818,267029,7046338,1387797,176966,21788,14691,2154530,1455051,22109,114101,0,28292,388,0,0,0,0,65,10905,0,0,96806,13276,6435,535251,15581,212,0,3160,187245,82,26477,53199,267029,2420,17332,313,1673
"G1701130","1880","Illinois","170","McLean","1130","Mclean","21","1130",669944,61320,25595532,738286,3611485,170232,113477,1021239,6453,6187,1883,11976582,2110790,174998,239890,0,36249,902,0,0,0,0,208,22759,420,243,531411,1565,3320,788685,40939,1396,0,845,203906,4527,16507,28373,170232,0,26049,147,1295
"G1701150","1880","Illinois","170","Macon","1150","Macon","21","1150",333225,26835,12981160,358493,1569747,60377,26626,518549,390,1908,634,5517110,946288,27042,431226,0,14199,204,0,61,0,0,0,11279,0,0,20642,189,612,403070,24156,957,0,2140,116578,1651,9623,9350,60377,0,6450,0,500
"G1701170","1880","Illinois","170","Macoupin","1170","Macoupin","21","1170",426235,95039,15492674,571671,2052470,165737,396355,621543,6513,194,314,4323732,532974,7473,1999387,0,6142,0,0,0,0,0,0,35142,0,0,20852,289,296,585439,11665,470,0,9742,53666,2990,34596,22180,165737,0,11494,0,710
"G1701190","1880","Illinois","170","Madison","1190","Madison","21","1190",360807,55749,17969448,673595,1434823,67091,304157,595384,32070,54,80,4058158,351505,2299,2607969,0,0,0,0,0,0,0,0,22220,0,0,15078,0,117,571084,4725,158,0,6825,512377,7862,30420,9515,67091,0,18000,205,368
"G1701210","1880","Illinois","170","Marion","1210","Marion","21","1210",227053,76498,5429904,215206,833319,57732,142702,298914,21595,0,2835,1385747,351057,7306,462372,0,9233,54,0,0,0,0,129,35039,1320,268,13328,10,8758,359955,7522,464,0,20117,37026,2046,26944,11304,57732,0,16922,44,2017
"G1701230","1880","Illinois","170","Marshall","1230","Marshall","21","1230",212214,33768,9288844,264972,1051577,40401,9160,315188,655,0,588,3624024,742026,51262,61587,0,112,442,0,0,0,0,0,10499,15,15,21187,487,1392,221973,3453,84,0,1075,57545,574,7330,6398,40401,0,11000,0,258
"G1701250","1880","Illinois","170","Mason","1250","Mason","21","1250",228435,40239,7873666,275732,792304,2551,220,215683,0,958,887,3555516,342144,48260,449097,0,389,114,0,0,0,0,0,6341,0,1017,4935,25,2,203205,12906,465,0,0,26600,1883,5758,468,2551,0,1200,0,222
"G1701270","1880","Illinois","170","Massac","1270","Massac","21","1270",48421,43603,1296135,264450,218014,3880,0,114365,0,0,0,450010,20606,47,202095,0,136,0,0,0,0,0,0,19840,0,0,1830,0,0,204530,2276,81,0,89280,27145,2793,13946,1232,3880,0,0,5,470
"G1701290","1880","Illinois","170","Menard","1290","Menard","21","1290",161749,29534,6317809,162420,795000,41936,8701,200202,869,532,129,1964837,228618,5715,290990,0,0,0,0,0,0,0,0,5696,4853,387,6179,0,3,227209,16070,477,0,620,22921,3561,15602,6133,41936,0,2524,0,195
"G1701310","1880","Illinois","170","Mercer","1310","Mercer","21","1310",299241,43424,12122512,341544,1971934,41239,54114,512193,1126,142,1944,5100895,621814,46435,157146,0,0,188,0,0,0,0,0,28475,870,280,31803,532,2368,340404,27396,574,0,345,104757,576,11076,5805,41239,0,88125,17,349
"G1701330","1880","Illinois","170","Monroe","1330","Monroe","21","1330",109199,62561,4874636,206326,482550,6821,22,109612,695,3025,110,703778,121682,1381,1116979,0,0,0,0,0,0,0,0,8150,0,0,3852,67,7,184724,3101,124,0,0,91950,1355,3509,1332,6821,0,0,0,0
"G1701350","1880","Illinois","170","Montgomery","1350","Montgomery","21","1350",358601,54250,10563696,415212,1496115,92468,204241,524156,2655,835,643,4241288,595083,16598,1858343,0,2039,0,0,0,0,0,201,50050,10,149,18332,51,220,497556,11467,806,0,8625,45855,2166,23680,15396,92468,0,4735,18,1087
"G1701370","1880","Illinois","170","Morgan","1370","Morgan","21","1370",294748,62001,14836618,363915,2204006,172606,1981,469851,1130,93,823,3913267,237808,7364,741144,0,0,833,0,0,0,0,0,17366,0,20,9097,14,120,406372,29284,541,0,2214,49355,2918,21298,19719,172606,0,4037,302,134
"G1701390","1880","Illinois","170","Moultrie","1390","Moultrie","21","1390",183509,23737,4988031,189329,863603,25656,1214,249498,4370,1600,573,2896737,489993,12395,322218,0,7359,522,100,0,0,0,0,25353,0,0,12134,159,608,227866,19565,220,0,4430,37958,562,10902,4370,25656,0,22270,0,1464
"G1701410","1880","Illinois","170","Ogle","1410","Ogle","21","1410",404840,51037,19332130,585396,2410479,70835,1233834,1427547,7060,248083,6058,5408462,2297359,75062,238609,0,11011,684,0,0,0,0,0,4183,0,0,76526,18389,11074,348954,10311,409,0,1335,225006,3780,21222,10346,70835,0,4600,149,665
"G1701430","1880","Illinois","170","Peoria","1430","Peoria","21","1430",267624,65391,13386850,389996,1439049,46677,336822,676006,65016,350,3377,4109589,733467,123941,147438,0,0,19,0,0,0,0,0,16271,694,363,24628,2636,495,486808,11512,327,0,1219,145032,2748,9275,6728,46677,0,9470,19,1078
"G1701450","1880","Illinois","170","Perry","1450","Perry","21","1450",122818,63122,3841390,227827,489168,13937,3601,225734,1689,0,59,633227,153913,376,729430,0,0,0,0,0,0,0,0,14771,0,0,2458,8,6,166259,1629,26,0,6705,36391,3405,23010,2788,13937,0,4530,0,0
"G1701470","1880","Illinois","170","Piatt","1470","Piatt","21","1470",237616,14824,7570102,228839,1045652,25807,6626,250355,1260,553,1670,4170041,630064,34274,176515,0,52743,78,0,0,0,0,0,10499,0,0,15452,294,467,268460,13507,261,0,1580,56065,1308,5422,4392,25807,0,22237,8,335
"G1701490","1880","Illinois","170","Pike","1490","Pike","21","1490",327773,119830,14551712,484409,1598496,94547,45490,512141,720,0,425,3598216,172397,3080,2181987,0,0,0,0,0,0,0,0,27214,304,244,14441,1157,117,456265,11741,726,0,12053,53604,952,93837,13695,94547,0,8605,0,640
