GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,AGP001,AGP002,AGV001,AGV002,AGY001,AGY002,AGY003,AGY004,AGY005,AGY006,AGY007,AGY008,AGY009,AGY010,AGY011,AGY012,AGY013,AGY014,AGY015,AGY016,AGY017,AGY018,AGY019,AGY020,AGY021,AGY022,AGY023,AGY024,AGY025,AGY026,AGY027,AGY028,AGY029,AGY030,AGY031,AGY032,AGY033
"G2100190","1860","Kentucky","210","Boyd","0190","Boyd","51","190",15290,91014,610225,8558,19457,259,131750,11188,0,1496,0,6399,406,5891,1825,0,28,0,29430,0,881,0,1,0,0,11,0,2424,21,0,745,0,2398,0,0,126,2325
"G2100210","1860","Kentucky","210","Boyle","0210","Boyle","51","210",78746,32628,3424814,77529,90772,24894,741474,137024,0,8278,0,21779,2993,14881,6840,858,594,1243,121963,7015,2799,69,594,190,311,0,200,5374,304,0,865,0,583,0,1978,541,16263
"G2100230","1860","Kentucky","210","Bracken","0230","Bracken","51","230",70560,57770,2493125,87107,96547,21370,591168,20649,0,2780444,0,14236,507,13934,3464,7723,605,14861,134651,395,1293,28,215,0,0,0,100,653,7,50,1312,0,867,0,3352,152,8442
"G2100250","1860","Kentucky","210","Breathitt","0250","Breathitt","51","250",18093,226518,452020,6627,7259,365,224100,4258,0,8698,0,9242,3284,8488,3190,0,31,0,35065,0,34,0,5,0,0,0,0,4479,237,0,11007,0,137,0,3892,1143,31399
"G2100270","1860","Kentucky","210","Breckinridge","0270","Breckinridge","51","270",75096,134453,1677235,82631,69212,5306,623973,60797,0,2008523,0,23157,341,12902,6390,10,97,6,100398,20,1337,0,29,10,0,0,20,7595,60,0,2487,0,203,0,2396,68,4069
"G2100290","1860","Kentucky","210","Bullitt","0290","Bullitt","51","290",54065,74378,1773744,59843,54165,5203,413610,41696,0,8800,0,14819,517,9101,3574,81,25,316,94352,487,2119,0,246,0,0,0,0,1615,1188,0,953,0,6049,0,0,146,7569
"G2100310","1860","Kentucky","210","Butler","0310","Butler","51","310",42210,142203,1073144,44143,22900,144,310080,6409,0,984257,0,15545,206,3460,4780,0,5,0,67156,185,527,1,353,21,0,0,0,3603,134,0,5698,0,311,0,3211,269,10579
"G2100330","1860","Kentucky","210","Caldwell","0330","Caldwell","51","330",66717,107731,1972031,70114,45693,2331,601525,10978,0,3467871,0,14466,731,11835,12223,45,5,0,84058,7,652,13,252,10,0,0,0,0,0,0,1261,0,71,0,935,121,5852
"G2100350","1860","Kentucky","210","Calloway","0350","Calloway","51","350",52112,133320,1618946,65812,27602,944,500608,866,0,2379955,0,15131,870,8478,22114,0,76,0,63098,391,454,11,216,4,0,0,0,603,5,0,75,0,382,0,61,417,4013
"G2100370","1860","Kentucky","210","Campbell","0370","Campbell","51","370",42203,25285,2797505,61900,57002,5205,338825,30864,0,40520,0,4180,610,61419,28971,9329,407,74520,53375,100,1737,0,52,0,0,0,0,1000,4,0,355,0,435,0,1035,0,530
"G2100410","1860","Kentucky","210","Carroll","0410","Carroll","51","410",44632,33252,2008835,48534,55430,6524,388400,13621,0,603251,0,13934,1107,26172,2443,878,167,2220,88885,110,3910,2,2073,38,0,0,0,405,6,0,1770,0,566,0,191,588,13124
"G2100430","1860","Kentucky","210","Carter","0430","Carter","51","430",43334,241874,1122061,37898,23177,2797,363066,27202,0,18572,0,17733,5042,16959,4658,0,303,0,149176,20,943,16,158,134,0,0,0,21491,617,0,15181,0,1264,0,17245,559,10880
"G2100450","1860","Kentucky","210","Casey","0450","Casey","51","450",50965,129829,1020700,41359,22765,14154,521948,13599,0,79644,0,18660,6576,13972,12011,50,0,154,115903,877,733,20,401,6,50,12,25,36476,2062,22,5144,0,11533,0,0,1882,21329
"G2100470","1860","Kentucky","210","Christian","0470","Christian","51","470",158092,215970,8914406,246719,205443,13324,1155854,62241,0,11409016,0,34190,4315,20344,31979,110,10,1447,190236,483,1348,31,331,10,0,0,150,1490,38,0,4078,0,479,0,633,683,10675
"G2100490","1860","Kentucky","210","Clark","0490","Clark","51","490",147889,0,6589098,93217,93044,32548,1056206,136610,0,18110,0,53246,4141,19440,6405,10,118,428,165979,2943,2900,257,6940,140,558,0,0,3432,94,0,1507,0,2264,0,964,428,26092
"G2100510","1860","Kentucky","210","Clay","0510","Clay","51","510",27590,227306,501280,17137,13701,1693,255667,5372,0,9261,0,12343,3638,11692,3890,15,23,45,72697,50,269,6,60,4,0,0,0,6046,248,0,6167,0,5182,0,0,2052,37437
"G2100530","1860","Kentucky","210","Clinton","0530","Clinton","51","530",41558,60970,842066,31542,24129,667,263618,22947,0,189764,0,13492,385,5929,10636,2,21,0,70076,1315,337,126,320,2,0,0,0,11269,505,0,3625,0,10922,0,0,795,12709
"G2100550","1860","Kentucky","210","Crittenden","0550","Crittenden","51","550",51695,129736,1530405,62265,38251,754,528950,5999,0,1845790,0,15994,2138,11270,11717,0,25,14,69060,0,528,0,305,14,0,0,0,245,1,0,325,0,384,0,1429,318,4952
"G2100570","1860","Kentucky","210","Cumberland","0570","Cumberland","51","570",45656,97844,1252562,38517,18133,1137,348751,11082,0,2076245,0,11801,2394,8562,12632,0,20,11,62632,725,597,11,33,2,0,0,0,3786,292,47,1725,0,701,0,3346,1125,19537
"G2100590","1860","Kentucky","210","Daviess","0590","Daviess","51","590",93322,146859,4598215,122699,74011,8047,1083797,37275,0,5303470,0,22731,821,18505,11957,248,177,472,83174,245,2896,17,38,42,0,0,0,1980,248,2,0,0,18,0,86,511,10906
"G2100610","1860","Kentucky","210","Edmonson","0610","Edmonson","51","610",25316,77171,505803,27409,15912,582,201590,7149,0,366055,0,9583,1375,6293,3642,0,164,0,48748,252,137,5,295,0,0,0,50,3128,238,0,4446,0,255,0,1186,469,8399
"G2100650","1860","Kentucky","210","Estill","0650","Estill","51","650",40828,106868,967549,25412,17773,4285,391075,16093,0,28779,0,13378,1939,8253,4498,5,120,0,82511,930,823,20,108,0,0,0,30,5935,286,0,4830,0,2876,0,10721,824,22176
"G2100670","1860","Kentucky","210","Fayette","0670","Fayette","51","670",174866,1603,13431718,138870,221028,25125,1544920,208060,0,2550,0,75551,4055,47396,15650,10453,539,8801,203787,2431,3639,43,476,203,1504,6,0,4450,45,0,20,0,296,0,60,135,15975
"G2100690","1860","Kentucky","210","Fleming","0690","Fleming","51","690",107841,67000,3127018,106637,123630,8442,736673,78966,0,204166,0,26532,2202,14967,5780,11454,64,119,158183,68666,3443,111,559,107,0,0,0,1270,65,1,10061,0,2042,0,4792,452,15650
"G2100710","1860","Kentucky","210","Floyd","0710","Floyd","51","710",27963,180529,632430,9474,16329,377,304870,9922,0,14416,0,10222,2914,12146,6533,0,59,0,49370,143,195,0,66,4,20,0,0,8523,488,17,4805,0,2656,0,1455,2827,49502
"G2100730","1860","Kentucky","210","Franklin","0730","Franklin","51","730",82462,31439,2574235,63556,84121,14164,570800,76320,0,175553,0,22347,3830,23537,3900,5161,245,1327,108835,270,1224,19,39,25,128,0,0,883,6,0,2875,0,1203,0,291,475,10770
"G2100750","1860","Kentucky","210","Fulton","0750","Fulton","51","750",26418,32623,1323214,33125,36033,435,322040,375,0,602792,0,7452,1204,7809,10556,0,14,40,46360,180,2202,5,158,6,0,0,0,990,11,0,5,0,25,0,20,307,9995
"G2100770","1860","Kentucky","210","Gallatin","0770","Gallatin","51","770",38181,26399,1414627,43362,69726,5008,365225,16760,0,511555,0,11128,1701,12458,3752,90,130,2762,77134,465,1477,0,318,0,0,0,0,650,12,0,1898,0,788,0,50,360,6752
"G2100790","1860","Kentucky","210","Garrard","0790","Garrard","51","790",112812,21982,3974189,64915,77900,23845,741375,110870,0,44753,0,24531,5160,12597,7324,688,384,483,80956,3803,1814,72,1793,458,24871,1530,2035,11511,491,5,2351,0,2981,0,0,603,17388
"G2100810","1860","Kentucky","210","Grant","0810","Grant","51","810",66409,52765,2121321,50024,67902,20401,638725,21279,0,292204,0,23711,846,11868,1869,75,98,300,111626,621,1384,3,142,10,0,0,0,1603,11,0,6628,0,895,0,1943,338,14983
"G2100830","1860","Kentucky","210","Graves","0830","Graves","51","830",89677,230408,3140260,141834,89896,826,1030331,2146,0,4383215,0,24154,3000,21428,50938,5,205,75,187670,40,1123,0,131,6,0,0,0,65,2,0,6,0,502,0,0,566,12323
"G2100850","1860","Kentucky","210","Grayson","0850","Grayson","51","850",56601,138417,986267,57654,29991,2776,431025,9759,0,712166,0,21687,8348,13220,6720,3,33,0,113501,480,1063,2,619,10,0,10,0,18947,661,0,15308,0,10395,0,639,551,8540
"G2100870","1860","Kentucky","210","Green","0870","Green","51","870",65009,83420,1154698,44367,31101,1558,504000,25498,0,1558697,0,16692,1283,9430,14198,0,6,83,73848,354,865,18,133,22,0,0,0,33446,730,0,1331,0,218,0,1984,275,9769
"G2100890","1860","Kentucky","210","Greenup","0890","Greenup","51","890",33129,89249,1190619,34517,48637,621,331702,24366,0,1864,0,5622,914,10298,2411,1,286,0,64241,45,1462,0,19,81,0,0,0,815,9,0,2362,0,248,0,2174,342,8044
"G2100910","1860","Kentucky","210","Hancock","0910","Hancock","51","910",30632,48506,1092955,44552,25049,1079,312450,13349,0,1079098,0,10293,1122,9832,4337,118,170,55,68169,45,2004,9,72,100,0,0,0,1085,17,0,0,0,83,0,1041,263,8107
"G2100930","1860","Kentucky","210","Hardin","0930","Hardin","51","930",131514,184497,3456456,139354,158289,17224,1090591,45995,0,525025,0,32437,1509,27798,14646,0,303,194,188099,303,3642,12,635,32,0,0,0,6140,162,0,6159,0,2228,0,1606,184,10068
"G2100950","1860","Kentucky","210","Harlan","0950","Harlan","51","950",27126,341051,540784,12028,10306,876,244016,9976,0,10230,0,12815,3806,12952,7727,0,281,0,55802,108,147,0,1,0,0,0,40,6185,248,0,6240,0,2503,0,0,3024,37326
"G2100970","1860","Kentucky","210","Harrison","0970","Harrison","51","970",159462,30681,5632940,136301,192898,13561,1181308,137151,0,191340,0,50228,28,12805,2584,3230,0,0,107665,6297,2227,8,70,0,0,0,0,1000,15,0,16765,0,3470,0,1259,40,12370
"G2100990","1860","Kentucky","210","Hart","0990","Hart","51","990",56408,104183,1372929,52552,45331,5721,480214,15555,0,1653382,0,18823,1428,10391,11332,0,65,0,87386,155,711,0,41,15,0,0,0,6617,266,0,280,0,95,0,4512,460,11352
"G2101010","1860","Kentucky","210","Henderson","1010","Henderson","51","1010",92814,154936,5242955,153169,48391,4296,1132935,24578,0,7938836,0,19168,3662,22412,11011,200,721,257,154364,250,2064,0,0,238,0,0,0,0,0,0,0,0,103,0,272,524,15225
"G2101030","1860","Kentucky","210","Henry","1030","Henry","51","1030",115169,56276,4536880,120507,139802,25006,886600,84062,0,1556846,0,48731,3129,22198,8153,2298,1413,4235,196584,2084,3085,1,3587,25,1,0,104,2610,145,0,2935,0,1612,0,679,677,16551
"G2101050","1860","Kentucky","210","Hickman","1050","Hickman","51","1050",30583,63353,1108323,43586,35557,513,369026,1494,0,903367,0,6532,1733,6540,11455,90,20,14,61281,15,723,0,45,2,0,0,0,1693,15,0,0,0,0,0,921,286,9659
"G2101070","1860","Kentucky","210","Hopkins","1070","Hopkins","51","1070",79736,199018,2373995,86752,31215,423,668392,10780,0,3104330,0,18515,1310,10924,14621,0,90,0,127281,475,1079,12,281,15,0,0,100,5110,174,0,1711,0,264,0,1083,914,14115
"G2101090","1860","Kentucky","210","Jackson","1090","Jackson","51","1090",12922,72723,255526,3601,4432,589,103955,3163,0,6582,0,5168,1176,5439,1568,8,13,0,28135,56,49,0,25,0,0,0,0,3356,196,0,1762,0,335,0,3567,203,5029
"G2101110","1860","Kentucky","210","Jefferson","1110","Jefferson","51","1110",114857,57175,11140950,192773,155785,12352,974110,134029,0,13560,0,35788,1026,177963,31854,45305,358,16548,253846,1770,9543,40,1526,25,204,0,0,150,145,0,1237,0,780,0,1389,308,13427
"G2101130","1860","Kentucky","210","Jessamine","1130","Jessamine","51","1130",76313,38499,5297860,94986,190020,13065,700300,94494,0,47500,0,30415,943,15238,7490,2180,30,15,125805,530,1657,10,105,5,579,0,0,965,15,0,381,0,401,0,95,20,10865
"G2101150","1860","Kentucky","210","Johnson","1150","Johnson","51","1150",21563,156287,482795,8493,11982,1524,228714,18364,0,11633,0,9303,2309,9451,5730,0,51,0,72949,0,304,0,82,0,0,0,0,5843,434,0,4301,0,125,0,12825,947,21637
"G2101170","1860","Kentucky","210","Kenton","1170","Kenton","51","1170",51454,35214,2613330,78315,56943,28958,435823,24635,0,384485,0,16245,10,44745,7775,1234,341,13427,151665,0,2575,0,0,0,0,0,0,0,0,0,365,0,394,0,321,0,2130
"G2101210","1860","Kentucky","210","Knox","1210","Knox","51","1210",48910,169064,881141,22109,22956,3957,353554,20239,0,1430,0,15381,6125,13901,11355,0,126,0,136185,114,732,0,21,0,0,0,0,6270,741,13,5106,0,4820,0,5552,2844,41218
"G2101230","1860","Kentucky","210","Larue","1230","Larue","51","1230",53263,87487,1467474,56587,62768,7178,467400,14487,0,380201,0,14984,1198,9206,7808,50,34,141,71406,1525,1250,14,627,0,0,0,0,5162,180,0,645,0,4829,0,181,306,5806
"G2101250","1860","Kentucky","210","Laurel","1250","Laurel","51","1250",34729,119011,472778,22604,17697,1589,190155,21684,0,20885,0,12295,2565,9545,5485,5,321,1640,62973,35,761,7,189,0,0,0,0,15273,491,0,520,0,0,0,8851,613,11055
"G2101270","1860","Kentucky","210","Lawrence","1270","Lawrence","51","1270",38236,198275,837015,18041,22524,2442,301982,17597,0,15113,0,14180,1120,15388,7993,0,301,0,65032,15,481,18,52,87,3,0,5,6252,613,10,4274,0,0,0,23155,675,9371
"G2101330","1860","Kentucky","210","Letcher","1330","Letcher","51","1330",16291,150912,281764,14444,8383,726,138383,4772,0,6213,0,10572,1256,7781,3355,0,447,0,36500,130,68,0,7,20,0,0,0,7949,329,0,8626,0,406,0,1583,2013,37492
"G2101350","1860","Kentucky","210","Lewis","1350","Lewis","51","1350",49837,110585,1428467,48631,60377,2643,405368,28987,0,35595,0,12228,863,11205,3080,767,545,0,106437,1413,1610,3,229,13,22,0,0,1129,11,0,4349,0,2558,0,3357,307,17460
"G2101370","1860","Kentucky","210","Lincoln","1370","Lincoln","51","1370",104469,58612,3993899,54509,55840,33538,710845,63970,0,30,0,29816,2107,10670,5868,131,106,50,87039,6795,2088,55,208,0,201,5,0,10810,338,0,3880,0,935,0,3220,493,19330
"G2101390","1860","Kentucky","210","Livingston","1390","Livingston","51","1390",34653,90416,1283874,50785,41969,443,415293,2224,0,822522,0,8979,837,16219,9116,0,235,22,70438,0,1134,0,204,22,0,0,0,567,0,0,705,0,103,0,2522,284,6840
"G2101410","1860","Kentucky","210","Logan","1410","Logan","51","1410",130144,156656,5743925,180934,113609,5400,1114065,84093,0,3926818,0,36862,2611,15240,26680,23,18,173,133919,360,1642,85,722,34,0,0,0,2838,115,0,4213,0,438,0,2924,533,9370
"G2101430","1860","Kentucky","210","Lyon","1430","Lyon","51","1430",25703,64533,920232,39544,15854,831,288755,1851,0,1156326,0,5130,695,6883,6675,3,10,32,45482,0,564,3,85,0,0,0,0,500,0,0,280,0,50,0,425,221,3665
"G2101450","1860","Kentucky","210","McCracken","1450","Mccracken","51","1450",29073,76619,1602478,47624,33551,1847,302915,3200,0,1137228,0,4964,554,14120,8735,0,0,0,51700,0,595,0,37,0,0,0,0,0,0,0,0,0,0,0,0,368,3310
"G2101490","1860","Kentucky","210","McLean","1490","Mclean","51","1490",32577,65686,1172853,47693,22946,416,319405,8450,0,1623428,0,8998,610,5001,5744,30,24,48,68321,266,1099,2,41,24,15,0,0,2075,79,0,611,0,127,0,205,435,11389
"G2101510","1860","Kentucky","210","Madison","1510","Madison","51","1510",192210,95211,7346990,105074,93644,63445,1354705,156545,0,65935,0,54225,8915,25362,12362,40,22,283,246575,12730,3695,102,2452,171,0,0,0,18915,691,2,13510,0,2280,0,8279,1349,36410
"G2101530","1860","Kentucky","210","Magoffin","1530","Magoffin","51","1530",17963,146025,392353,8595,7857,570,165325,10815,0,5183,0,6709,1357,7815,3143,7,19,0,26922,25,139,0,49,0,0,0,0,4256,278,0,4431,0,285,0,4869,706,10577
"G2101550","1860","Kentucky","210","Marion","1550","Marion","51","1550",103278,111681,3507066,79609,75581,23056,952763,70904,0,138060,0,27611,5233,17425,12113,0,27,505,136813,1895,2433,460,1589,3,0,0,0,14079,968,0,1208,0,417,0,4474,869,20720
"G2101570","1860","Kentucky","210","Marshall","1570","Marshall","51","1570",35439,89787,999606,43798,27929,790,304335,1727,0,1042270,0,10896,671,7672,13258,0,3,0,74468,320,364,17,1369,4,0,0,0,375,8,0,702,0,51,0,994,405,7358
"G2101610","1860","Kentucky","210","Mason","1610","Mason","51","1610",128300,26283,6005997,138367,287495,22657,1076096,40024,0,1738658,0,33424,1749,23302,5141,75001,289,2429,243001,4080,4229,0,355,2641,283,0,0,0,4,0,1703,0,1657,0,26,234,23726
"G2101630","1860","Kentucky","210","Meade","1630","Meade","51","1630",65603,99936,1937357,69103,96345,5501,523940,71216,0,497442,0,17819,945,21672,4839,10,171,159,95454,330,1486,0,69,43,2,0,0,4374,137,0,126,0,84,0,1317,303,5582
"G2101670","1860","Kentucky","210","Mercer","1670","Mercer","51","1670",110957,40556,4376120,103252,115849,32165,839750,74392,0,9618,0,35318,2557,13987,8008,11044,1492,420,159928,4417,3206,24,310,216,56,0,0,5575,243,0,3599,0,809,0,6002,435,22009
"G2101690","1860","Kentucky","210","Metcalfe","1690","Metcalfe","51","1690",45406,74722,902722,42179,24454,624,305645,32024,0,772910,0,13778,0,5524,9695,0,57,80,72470,25,893,0,10,0,0,0,0,19905,141,0,4782,0,16,0,8307,143,6955
"G2101710","1860","Kentucky","210","Monroe","1710","Monroe","51","1710",50947,108129,1082376,43914,26467,1523,344451,21575,0,667362,0,16343,1976,9537,14525,0,0,0,68420,1343,325,0,493,4,100,0,0,11979,910,0,4903,0,745,0,7971,494,9665
"G2101730","1860","Kentucky","210","Montgomery","1730","Montgomery","51","1730",96405,36718,3915305,57693,56418,25341,735936,80324,0,4105,0,28247,3389,14000,3835,0,51,20,115732,3374,1360,2,96,85,1601,0,675,7556,188,0,5557,0,1620,0,5932,840,17573
"G2101750","1860","Kentucky","210","Morgan","1750","Morgan","51","1750",55246,261341,1094821,20199,23582,3065,390968,28187,0,20614,0,21827,2829,15929,5727,0,393,0,112015,1052,852,20,330,0,0,0,0,8688,837,0,10477,0,1098,0,27107,677,19886
"G2101770","1860","Kentucky","210","Muhlenberg","1770","Muhlenberg","51","1770",65850,180349,1848084,69950,29441,1186,512685,13269,0,1597356,0,15965,1917,9596,14336,0,0,12,92062,216,1610,0,246,5,0,20,35,3350,150,0,3821,0,760,0,1567,427,12533
"G2101790","1860","Kentucky","210","Nelson","1790","Nelson","51","1790",118211,102302,5047877,124796,144176,23562,932717,80261,0,1390,0,32965,2361,20166,8012,1671,266,2630,175939,3767,3762,14,1399,74,0,0,0,10381,577,14,2202,0,981,0,3525,628,18534
"G2101810","1860","Kentucky","210","Nicholas","1810","Nicholas","51","1810",101990,34116,3377294,75909,105354,22066,839100,103771,0,396468,0,25767,2902,13814,1254,122,40,20,139295,4185,1402,25,486,7,4,0,0,651,9,0,3446,0,702,0,11089,169,15280
"G2101830","1860","Kentucky","210","Ohio","1830","Ohio","51","1830",81900,219012,2128143,97775,43694,1223,748296,28966,0,2927084,0,26747,1121,16189,10343,8,19,80,123139,809,2426,0,103,0,0,0,0,25393,286,0,3846,0,742,0,6770,563,17114
"G2101850","1860","Kentucky","210","Oldham","1850","Oldham","51","1850",65175,31331,2706690,81709,103755,5090,433135,44345,0,202770,0,27136,368,9536,4115,140,80,7105,107580,130,1425,0,10260,0,2,400,0,2635,170,0,657,0,349,0,50,258,5870
"G2101870","1860","Kentucky","210","Owen","1870","Owen","51","1870",98678,88961,2284137,68469,121698,13055,833049,34927,0,2153307,0,32617,1348,20176,3809,25,222,40,128509,1423,2084,28,640,7,0,0,3,768,25,0,3468,0,989,0,4001,327,24894
"G2101890","1860","Kentucky","210","Owsley","1890","Owsley","51","1890",26277,231160,760213,14649,12683,2079,289398,8854,0,9971,0,8455,6568,11160,5269,15,142,0,56125,85,122,0,32,10,0,0,0,6350,203,0,7413,0,58,0,6177,606,15937
"G2101910","1860","Kentucky","210","Pendleton","1910","Pendleton","51","1910",60045,70632,1956278,52987,85598,20688,654315,40060,0,413670,0,16946,292,23862,2407,3800,294,580,171250,1686,1535,0,28,6,0,0,0,940,19,0,2438,0,0,0,4096,577,840
"G2101930","1860","Kentucky","210","Perry","1930","Perry","51","1930",18754,301564,419538,11431,6437,187,164592,2715,0,6962,0,11395,37851,10426,3396,0,42,140,46137,0,5,1,0,0,0,0,0,18665,357,0,6141,0,156,0,616,2797,109805
"G2101950","1860","Kentucky","210","Pike","1950","Pike","51","1950",22527,277470,537098,11097,16792,298,286611,12218,0,13518,0,14498,6106,14189,15909,5,53,25,77376,0,180,0,3,0,0,0,0,13406,254,1,4927,0,35,0,3501,4171,99095
"G2101970","1860","Kentucky","210","Powell","1970","Powell","51","1970",13073,41291,273326,8153,4650,473,136985,4079,0,10860,0,4288,910,3105,723,0,13,0,23540,0,128,0,0,0,0,0,0,1637,47,0,1717,0,0,0,6138,383,12885
"G2101990","1860","Kentucky","210","Pulaski","1990","Pulaski","51","1990",108828,195062,2032640,78551,82640,4564,693418,74863,0,39305,0,33879,806,24647,30103,0,53,0,161979,395,1091,3,10,0,0,0,0,109552,1423,0,18606,0,31,0,33164,988,24780
"G2102030","1860","Kentucky","210","Rockcastle","2030","Rockcastle","51","2030",31656,96886,505252,23166,16954,1078,265605,16797,0,11265,0,9453,3703,7405,3989,13,421,0,65936,643,367,0,92,0,0,0,0,10736,252,0,6032,0,383,0,8788,554,14386
"G2102050","1860","Kentucky","210","Rowan","2050","Rowan","51","2050",17356,64900,281576,7559,5220,629,124308,9073,0,10346,0,6273,2052,5289,2599,0,43,0,20237,151,254,23,116,8,0,0,0,1475,114,0,1107,0,4353,0,63,248,4352
"G2102070","1860","Kentucky","210","Russell","2070","Russell","51","2070",36805,80182,824714,29185,20785,751,313195,6874,0,236102,0,1896,1598,9156,7898,3,45,0,55455,429,56,0,32,11,0,0,0,8554,456,0,4428,0,298,0,5638,1081,14888
"G2102090","1860","Kentucky","210","Scott","2090","Scott","51","2090",162277,3039,6793203,119886,160165,12992,1106195,191821,0,0,0,55701,1812,22470,2722,2250,786,1007,101022,5572,1715,0,173,38,235,10,0,70,6,0,4900,0,2595,0,2312,30,16642
"G2102110","1860","Kentucky","210","Shelby","2110","Shelby","51","2110",198664,29074,9831836,200908,254189,82999,1622710,145785,0,249100,0,69008,2871,22541,8183,6045,581,1171,257844,3800,3040,28,977,19,236,0,11,4580,205,0,1770,0,1846,0,1175,656,25805
"G2102130","1860","Kentucky","210","Simpson","2130","Simpson","51","2130",64159,65689,2514577,77383,51972,945,594955,51188,0,1641025,0,14991,2071,9680,21360,197,92,365,92914,320,723,15,622,50,0,0,0,10850,104,0,400,0,25,0,471,352,5572
"G2102150","1860","Kentucky","210","Spencer","2150","Spencer","51","2150",75339,42660,2704902,80030,118240,26568,618730,49916,0,400,0,15457,809,8573,2516,2107,20,140,94576,2705,1678,8,145,40,5,1,0,2130,205,0,2925,0,427,0,268,45,11615
"G2102170","1860","Kentucky","210","Taylor","2170","Taylor","51","2170",56580,78072,910917,41001,25672,1285,405117,25012,0,1388161,0,15741,737,7936,13050,0,10,155,69471,365,533,199,423,4,0,0,0,9221,659,0,3290,0,457,0,2398,281,8003
"G2102190","1860","Kentucky","210","Todd","2190","Todd","51","2190",91915,116330,4316261,106215,137588,1341,735652,35424,0,4964796,0,21954,1958,12221,20461,0,0,0,102223,0,921,0,200,0,0,0,0,0,40,0,0,0,0,0,0,301,6095
"G2102210","1860","Kentucky","210","Trigg","2210","Trigg","51","2210",61586,131543,1956460,73294,31911,819,555055,13660,0,3776688,0,1537,1503,9291,15840,0,96,0,88968,200,561,0,48,0,0,0,0,0,0,0,2645,0,22,0,65,535,11717
